0,1,2,3,4,5,6,7,8,9,10
"127.9954289,37.8104314","127.7238746,37.751666","127.7839683,37.7570707",,,"127.5811706,37.3846094","127.9140999,37.3880144","128.6249993,36.5196163","127.7238746,37.751666","127.3570749,38.0078742","127.9878701,37.8015346"
"127.9955246,37.810641","127.7246496,37.7519412","127.7859982,37.7565178",,,"127.5823406,37.3844013","127.9151739,37.387962","128.6250994,36.5198163","127.7246496,37.7519412","127.3573615,38.0081333","127.9879392,37.8016749"
"127.9959742,37.8116162","127.7253747,37.7522247","127.7865063,37.7563795",,,"127.5827145,37.3843325","127.9160354,37.387876","128.6254366,36.5204244","127.7253747,37.7522247","127.3576742,38.008441","127.9880267,37.8018593"
"127.9967654,37.8130567","127.7261544,37.7525576","127.7866526,37.7563422",,,"127.5828071,37.3843144","127.9170288,37.3877481","128.6256164,36.5207373","127.7261544,37.7525576","127.3603479,38.011897","127.9882139,37.8021677"
"127.9970178,37.8135901","127.7272367,37.7530665","127.787299,37.7561793",,,"127.5842211,37.3840664","127.9179305,37.3875908","128.6257871,36.5210331","127.7272367,37.7530665","127.3604104,38.0119791","127.9884729,37.8025163"
"127.9972199,37.8142463","127.727763,37.753299","127.7877924,37.7560645",,,"127.5868627,37.383603","127.9193489,37.3873073","128.6261625,36.5214993","127.727763,37.753299","127.3609491,38.0126746","127.9886779,37.8027597"
"127.9974673,37.815052","127.728129,37.7534605","127.7880453,37.7560026",,,"127.5880632,37.3834345","127.9214823,37.386822","128.6265998,36.5220081","127.728129,37.7534605","127.3631718,38.0156335","127.9891706,37.8032381"
"127.9977818,37.8158654","127.7288441,37.7537845","127.7883584,37.7559406",,,"127.5882835,37.3834091","127.9215715,37.3868036","128.6271862,36.5225497","127.7288441,37.7537845","127.3638434,38.0165319","127.9895247,37.8035313"
"127.9980125,37.8163791","127.7297534,37.7541532","127.7885116,37.7559078",,,"127.5888731,37.3833681","127.921779,37.3867542","128.6272496,36.5226077","127.7297534,37.7541532","127.3642094,38.017019","127.991278,37.8051536"
"127.9980908,37.8165347","127.7306637,37.7544984","127.7891866,37.7557916",,,"127.590233,37.3832805","127.9226906,37.3865445","128.6280499,36.5233411","127.7306637,37.7544984","127.364524,38.017516","127.991558,37.8054129"
"127.9982324,37.8168153","127.7316501,37.7548264","127.7898707,37.7556863",,,"127.591244,37.3832689","127.9233247,37.3864007","128.6290122,36.5242326","127.7316501,37.7548264","127.364725,38.0179083","127.9918723,37.8056991"
"127.9982623,37.8168747","127.732942,37.7551798","127.7899989,37.7556662",,,"127.5914631,37.383266","127.9243311,37.3861907","128.6299618,36.5250908","127.732942,37.7551798","127.3648746,38.0182996","127.9919752,37.8057933"
"127.9983566,37.8170401","127.7333532,37.7552818","127.7903642,37.7556157",,,"127.5924414,37.3832905","127.9254008,37.385985","128.6309244,36.5259994","127.7333532,37.7552818","127.3649245,38.018425","127.9920894,37.8058956"
"127.9985369,37.817316","127.7346723,37.7556072","127.7907035,37.7555689",,,"127.5925792,37.3832967","127.9254742,37.3859712","128.6318498,36.5269579","127.7346723,37.7556072","127.3650366,38.0188081","127.9921066,37.8059109"
"127.9989871,37.8178748","127.7353369,37.7557699","127.7910189,37.7555275",,,"127.5935405,37.3833636","127.926937,37.3857667","128.6324247,36.5276997","127.7353369,37.7557699","127.3650745,38.0192498","127.9921317,37.8059333"
"127.9991015,37.8179896","127.7369172,37.7561598","127.7922526,37.7554389",,,"127.5946714,37.3834654","127.9274574,37.385699","128.632987,36.5284994","127.7369172,37.7561598","127.3650748,38.0197158","127.9922426,37.8060311"
"127.9992868,37.8181664","127.7369695,37.7561741","127.7934331,37.7554071",,,"127.5950713,37.3835084","127.9276019,37.3856805","128.6337122,36.529741","127.7369695,37.7561741","127.365024,38.0201078","127.992262,37.806049"
"127.9995598,37.8183915","127.7377921,37.7563815","127.7944695,37.7554",,,"127.5962496,37.3836228","127.9293139,37.3855986","128.634387,36.5308993","127.7377921,37.7563815","127.3649367,38.0205079","127.992294,37.8060768"
"127.9999995,37.8187249","127.7398439,37.7568866","127.7950996,37.7554128",,,"127.5978053,37.3837748","127.9296042,37.3856011","128.6354366,36.5327085","127.7398439,37.7568866","127.3648118,38.0208745","127.9924197,37.8061854"
"128.0002497,37.8189248","127.7414869,37.7572997","127.7959024,37.7554532",,,"127.5984233,37.3838337","127.9296754,37.3856072","128.6356108,36.5330088","127.7414869,37.7572997","127.364824,38.0210746","127.9924619,37.8062221"
"128.0011756,37.8197564","127.7417482,37.7573658","127.7962646,37.7554874",,,"127.5992344,37.3838962","127.929967,37.3856313","128.636562,36.5346494","127.7417482,37.7573658","127.3648364,38.0211332","127.9927008,37.8064365"
"128.0012476,37.819821","127.7417618,37.7573694","127.7975139,37.7556204",,,"127.6000037,37.383964","127.9303368,37.3856958","128.6373869,36.5360577","127.7417618,37.7573694","127.3648864,38.021191","127.9930392,37.8067623"
"128.001474,37.8200246","127.7418107,37.7573819","127.7981159,37.7556874",,,"127.6012001,37.3840712","127.9306854,37.3858171","128.6380499,36.5372413","127.7418107,37.7573819","127.3650878,38.0213336","127.9933548,37.8070755"
"128.0021368,37.8207501","127.7420652,37.7574463","127.7985623,37.7557574",,,"127.6013176,37.3840819","127.9309912,37.3859629","128.6380891,36.5373221","127.7420652,37.7574463","127.3658621,38.0215751","127.9938992,37.8076158"
"128.0023497,37.8209826","127.7421118,37.7574579","127.7987656,37.755793",,,"127.603106,37.3842444","127.9311909,37.3861181","128.6385868,36.5383576","127.7421118,37.7574579","127.3660181,38.021624","127.9941054,37.8078791"
"128.0026734,37.8213075","127.7437218,37.7578728","127.7992246,37.7558747",,,"127.6033489,37.3842667","127.9313841,37.3863247","128.6388184,36.5389125","127.7437218,37.7578728","127.366255,38.0216648","127.9943496,37.8082079"
"128.0027501,37.8213838","127.7447739,37.7581329","127.7998097,37.7559895",,,"127.6048639,37.3844024","127.9315116,37.3864928","128.6391125,36.5396165","127.7447739,37.7581329","127.3664953,38.0216993","127.9944186,37.8083356"
"128.0027993,37.8214331","127.7456964,37.758332","127.8001301,37.7560527",,,"127.6048944,37.3844033","127.9316063,37.3866538","128.639587,36.5409659","127.7456964,37.758332","127.3669283,38.0216854","127.9945992,37.8086665"
"128.002861,37.8214924","127.7463428,37.7584586","127.8006118,37.7561398",,,"127.6068218,37.3845809","127.931738,37.3869706","128.6401499,36.5427076","127.7463428,37.7584586","127.3678422,38.0216035","127.9949744,37.8094076"
"128.0029835,37.8216225","127.746637,37.7585166","127.8009867,37.7562073",,,"127.6080747,37.3846978","127.9318568,37.3873948","128.6402728,36.5430886","127.746637,37.7585166","127.3679836,38.0215523","127.9951994,37.809925"
"128.0030716,37.8217159","127.7471902,37.7586236","127.8015434,37.7563114",,,"127.6086904,37.3847559","127.9321997,37.3886888","128.6405748,36.5440241","127.7471902,37.7586236","127.3680554,38.0215253","127.9952283,37.8099879"
"128.0033279,37.8219843","127.7481741,37.7588379","127.8025896,37.7564844",,,"127.6105286,37.3849426","127.9325053,37.3895683","128.6410368,36.5454332","127.7481741,37.7588379","127.3681124,38.021502","127.9953851,37.8103343"
"128.0034011,37.8220525","127.7487354,37.758971","127.8032121,37.7565676",,,"127.6113228,37.3850545","127.9327908,37.3902974","128.6416743,36.5473833","127.7487354,37.758971","127.3681284,38.0214957","127.9954289,37.8104314"
"128.0044365,37.8230908","127.7491137,37.7590675","127.8041343,37.7566688",,,"127.6121499,37.3851835","127.9343926,37.3941927","128.6418814,36.5480141","127.7491137,37.7590675","127.3682424,38.0214273","127.9955246,37.810641"
"128.0058996,37.8247024","127.75,37.7592838","127.8050371,37.7567386",,,"127.6123375,37.3852104","127.9344782,37.3945529","128.6423436,36.5494385","127.75,37.7592838","127.3682607,38.0214066","127.9959742,37.8116162"
"128.0062535,37.8251083","127.7542223,37.7603239","127.8055822,37.7567679",,,"127.6138053,37.38551","127.9346796,37.3949857","128.6423599,36.5494825","127.7542223,37.7603239","127.368457,38.0212094","127.9967654,37.8130567"
"128.0065181,37.8254118","127.7553222,37.7606018","127.8060602,37.7567846",,,"127.6147794,37.385738","127.9348297,37.3953619","128.6424417,36.5497233","127.7553222,37.7606018","127.3688643,38.0208683","127.9970178,37.8135901"
"128.0067631,37.8256929","127.7563117,37.7608097","127.8068674,37.7567997",,,"127.6158451,37.3860426","127.9349616,37.3956914","128.6426776,36.5504152","127.7563117,37.7608097","127.3692967,38.0205642","127.9972199,37.8142463"
"128.0085267,37.8276807","127.7574523,37.7610064","127.80767,37.7568021",,,"127.6167538,37.3863274","127.9351998,37.3962575","128.6428444,36.5508986","127.7574523,37.7610064","127.3693891,38.0204795","127.9974673,37.815052"
"128.0086561,37.8278262","127.7585642,37.76115","127.8087655,37.7568001",,,"127.6175065,37.3865736","127.9354494,37.3968244","128.6430116,36.5513982","127.7585642,37.76115","127.3694507,38.0204228","127.9977818,37.8158654"
"128.0088072,37.8279878","127.7592285,37.7611773","127.8105774,37.7568035",,,"127.6187058,37.3870231","127.9357237,37.3973696","128.6430746,36.5515833","127.7592285,37.7611773","127.3694884,38.0203886","127.9980125,37.8163791"
"128.008853,37.8280372","127.7599302,37.7612146","127.8116876,37.7568014",,,"127.6196632,37.3874233","127.9358823,37.3976404","128.6436375,36.5533078","127.7599302,37.7612146","127.3695957,38.0202878","127.9980908,37.8165347"
"128.0100744,37.8293415","127.7603958,37.7612243","127.8127251,37.7567771",,,"127.6212663,37.3881716","127.9359051,37.3976772","128.6442232,36.5551447","127.7603958,37.7612243","127.3696413,38.0202275","127.9982324,37.8168153"
"128.0118868,37.8311326","127.7609827,37.7612221","127.8152795,37.7567991",,,"127.6224138,37.3887734","127.9360808,37.3979659","128.6443497,36.5555411","127.7609827,37.7612221","127.3696871,38.0201482","127.9982623,37.8168747"
"128.0123366,37.8316075","127.7618012,37.7611987","127.8160788,37.756806",,,"127.6227542,37.3889561","127.9361367,37.3980577","128.6443989,36.5556938","127.7618012,37.7611987","127.3697202,38.0200752","127.9983566,37.8170401"
"128.012737,37.8319843","127.7622983,37.7611597","127.8168825,37.7568074",,,"127.6249997,37.3901571","127.936337,37.3983165","128.6449736,36.5574597","127.7622983,37.7611597","127.3697282,38.0200464","127.9985369,37.817316"
"128.0131865,37.8324077","127.7631529,37.7610722","127.8178192,37.7568184",,,"127.6286519,37.3920866","127.9366489,37.3987165","128.6454793,36.5590171","127.7631529,37.7610722","127.3697398,38.019931","127.9989871,37.8178748"
"128.013437,37.832641","127.7634752,37.7610345","127.8181268,37.7568212",,,"127.6295169,37.3925373","127.9370367,37.3991414","128.645624,36.5595079","127.7634752,37.7610345","127.3697504,38.0197337","127.9991015,37.8179896"
"128.0141748,37.8333327","127.7640006,37.7609721","127.8184129,37.7568231",,,"127.630322,37.3929339","127.9374374,37.3994743","128.6458749,36.5607576","127.7640006,37.7609721","127.3697469,38.0191758","127.9992868,37.8181664"
"128.0143498,37.8334995","127.7658181,37.7606219","127.8186377,37.7568342",,,"127.6314097,37.3934465","127.9379186,37.3998403","128.6459493,36.5617079","127.7658181,37.7606219","127.3697437,38.0190298","127.9995598,37.8183915"
"128.015212,37.8342664","127.7673213,37.7603093","127.8193384,37.7568828",,,"127.6320496,37.3937333","127.9383008,37.4000949","128.6459494,36.5626995","127.7673213,37.7603093","127.3697223,38.01889","127.9999995,37.8187249"
"128.0155999,37.8346414","127.7684092,37.760086","127.8195451,37.7568976",,,"127.6345482,37.3947572","127.9385616,37.4002534","128.6458498,36.5635992","127.7684092,37.760086","127.3696566,38.0186601","128.0002497,37.8189248"
"128.0158495,37.8349161","127.7694769,37.7599042","127.8203752,37.7569647",,,"127.634754,37.3948417","127.9390253,37.4005158","128.6458274,36.5637464","127.7694769,37.7599042","127.3695592,38.0183779","128.0011756,37.8197564"
"128.016187,37.8354077","127.7699216,37.7598284","127.8207239,37.7569989",,,"127.636443,37.3955049","127.9391839,37.4005928","128.6456615,36.5648495","127.7699216,37.7598284","127.3695218,38.0182697","128.0012476,37.819821"
"128.0164246,37.8359078","127.7699375,37.7598257","127.8211668,37.7570428",,,"127.6389358,37.396352","127.9394569,37.4007242","128.6454612,36.5662676","127.7699375,37.7598257","127.3692439,38.0175664","128.001474,37.8200246"
"128.0165115,37.8361408","127.7708418,37.7596713","127.824339,37.7573613",,,"127.6402292,37.3968787","127.9400708,37.4009843","128.645356,36.5670133","127.7708418,37.7596713","127.3692087,38.0174781","128.0021368,37.8207501"
"128.016925,37.8377415","127.7722101,37.7594383","127.8280516,37.7577088",,,"127.6453771,37.3989042","127.9402407,37.4010431","128.6450869,36.5687665","127.7722101,37.7594383","127.3691883,38.0174267","128.0023497,37.8209826"
"128.0169881,37.8379945","127.7746574,37.7590225","127.8293441,37.7578386",,,"127.6458859,37.3991019","127.9407931,37.401234","128.6450166,36.5692314","127.7746574,37.7590225","127.3690806,38.0171354","128.0026734,37.8213075"
"128.0170104,37.8380918","127.7751282,37.758934","127.8305435,37.7579587",,,"127.6460985,37.3991846","127.9414913,37.4014053","128.6449494,36.5696747","127.7751282,37.758934","127.369016,38.0169362","128.0027501,37.8213838"
"128.0170244,37.8381413","127.7765566,37.7586836","127.8324755,37.7581543",,,"127.6466582,37.399402","127.9415523,37.401415","128.6449423,36.5697234","127.7765566,37.7586836","127.3690047,38.0168992","128.0027993,37.8214331"
"128.0170664,37.838306","127.7781415,37.7583969","127.8402501,37.7589848",,,"127.6481801,37.3999923","127.9424254,37.4015487","128.6448593,36.5703065","127.7781415,37.7583969","127.3689549,38.0167387","128.002861,37.8214924"
"128.0170839,37.8383717","127.779158,37.7582124","127.8433359,37.7592417",,,"127.6495435,37.4004215","127.9428505,37.4015958","128.6447873,36.5708075","127.779158,37.7582124","127.3688087,38.0162672","128.0029835,37.8216225"
"128.0171237,37.838541","127.7794495,37.7581595","127.8453321,37.7593278",,,"127.6510832,37.4008089","127.9434032,37.4016397","128.6446989,36.5711807","127.7794495,37.7581595","127.3687985,38.0162356","128.0030716,37.8217159"
"128.017524,37.8403635","127.7807156,37.7579158","127.8469013,37.7593836",,,"127.6526938,37.4011286","127.9438089,37.4016544","128.6445864,36.5716577","127.7807156,37.7579158","127.3687385,38.0160463","128.0033279,37.8219843"
"128.017721,37.8412252","127.7812532,37.7577802","127.8471783,37.7593837",,,"127.6538512,37.4012903","127.9441343,37.4016487","128.6442122,36.5725078","127.7812532,37.7577802","127.3685413,38.0154801","128.0034011,37.8220525"
"128.0177995,37.8415583","127.782858,37.7573753","127.8528282,37.7595309",,,"127.6554807,37.4014107","127.9443411,37.4016452","128.6437368,36.5732326","127.782858,37.7573753","127.3683508,38.014985","128.0044365,37.8230908"
"128.017987,37.8422163","127.7839683,37.7570707","127.8566091,37.7596115",,,"127.6566739,37.4014632","127.9447691,37.401622","128.6430248,36.5740661","127.7839683,37.7570707","127.3682215,38.0146514","128.0058996,37.8247024"
"128.0181381,37.8425284","127.7859982,37.7565178","127.8611757,37.7597265",,,"127.658128,37.4014415","127.9452005,37.4015807","128.6422117,36.5747833","127.7859982,37.7565178","127.3679608,38.013894","128.0062535,37.8251083"
"128.0187377,37.8437543","127.7865063,37.7563795","127.8631264,37.7597836",,,"127.6581743,37.4014396","127.9459873,37.4014578","128.6414665,36.5754107","127.7865063,37.7563795","127.3679495,38.013858","128.0065181,37.8254118"
"128.0190859,37.8444648","127.7866526,37.7563422","127.8650476,37.7598245",,,"127.6590838,37.4014068","127.9475473,37.4012158","128.6408333,36.5759774","127.7866526,37.7563422","127.3677978,38.0133504","128.0067631,37.8256929"
"128.0192711,37.8449353","127.787299,37.7561793","127.8667586,37.7598561",,,"127.6604449,37.4012428","127.9487292,37.4010328","128.6408003,36.5760093","127.787299,37.7561793","127.367747,38.0130673","128.0085267,37.8276807"
"128.019306,37.8450478","127.7877924,37.7560645","127.8671741,37.759853",,,"127.6635568,37.4008518","127.9490798,37.4009017","128.6404365,36.5763499","127.7877924,37.7560645","127.3677393,38.0129096","128.0086561,37.8278262"
"128.0193867,37.8453828","127.7880453,37.7560026","127.8680924,37.7598304",,,"127.6640042,37.4007989","127.9492795,37.4008541","128.6392991,36.5775165","127.7880453,37.7560026","127.3677349,38.0128258","128.0088072,37.8279878"
"128.0194353,37.8458233","127.7883584,37.7559406","127.8692604,37.759787",,,"127.664822,37.4007031","127.9493618,37.4008348","128.6382618,36.5786577","127.7883584,37.7559406","127.3677342,38.0125752","128.008853,37.8280372"
