0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
"127.5728102,37.7196092","127.290957,37.629811","127.2312744,37.5955498","127.2312744,37.5955498","127.6807249,37.7424582","127.0705667,35.9184925",,"127.3136965,37.631348","127.2312744,37.5955498","127.4128956,37.6425729","127.7011494,37.7469498","127.1663505,37.6992537","127.5370935,37.6869903","127.290957,37.629811","127.5728102,37.7196092","127.2312744,37.5955498","127.2530169,37.9686506","127.5157692,37.3783481","127.2784399,37.5303239","127.7462299,37.242883"
"127.5735287,37.7198639","127.2919252,37.6300939","127.2317514,37.5955203","127.2317514,37.5955203","127.682012,37.742458","127.0698466,35.9180292",,"127.3144414,37.6312374","127.2317514,37.5955203","127.4129636,37.6425991","127.7034704,37.7476885","127.1665849,37.6998574","127.5373624,37.6872408","127.2919252,37.6300939","127.5735287,37.7198639","127.2317514,37.5955203","127.2535825,37.9683769","127.5163204,37.3783463","127.27904,37.5302565","127.746426,37.2428627"
"127.5744333,37.7201616","127.2924382,37.6302282","127.2318239,37.5955159","127.2318239,37.5955159","127.6833629,37.7425398","127.0686747,35.9172749",,"127.3149765,37.6311599","127.2318239,37.5955159","127.4134349,37.6428176","127.7037249,37.7477854","127.1669587,37.7004794","127.5376415,37.6875003","127.2924382,37.6302282","127.5744333,37.7201616","127.2318239,37.5955159","127.2537547,37.9682935","127.5166051,37.3783453","127.2797147,37.5301983","127.7465116,37.2428535"
"127.5830239,37.7231078","127.2936964,37.6305585","127.2323869,37.5955163","127.2323869,37.5955163","127.6848366,37.7427249","127.0682616,35.9170165",,"127.3158347,37.6310296","127.2323869,37.5955163","127.4154618,37.6436663","127.7046158,37.7481236","127.1674146,37.7010305","127.5396048,37.6896485","127.2936964,37.6305585","127.5830239,37.7231078","127.2323869,37.5955163","127.2542201,37.9680151","127.5167971,37.3783453","127.2804901,37.5301655","127.746533,37.2428508"
"127.5835052,37.7232724","127.2955413,37.631053","127.2329374,37.5955329","127.2329374,37.5955329","127.6876243,37.743191","127.0681246,35.9169249",,"127.3161601,37.6309814","127.2329374,37.5955329","127.4171896,37.6443643","127.7050294,37.7482807","127.1676845,37.7012864","127.540649,37.6909713","127.2955413,37.631053","127.5835052,37.7232724","127.2329374,37.5955329","127.2545843,37.9677292","127.5168423,37.3783444","127.2814319,37.5301285","127.7466412,37.242837"
"127.5837243,37.723347","127.2956998,37.6310956","127.233412,37.5955412","127.233412,37.5955412","127.6885896,37.7433995","127.0677115,35.9166665",,"127.3166998,37.6308994","127.233412,37.5955412","127.4173279,37.6444185","127.7057293,37.7485309","127.1690759,37.7024359","127.5413869,37.6920076","127.2956998,37.6310956","127.5837243,37.723347","127.233412,37.5955412","127.2547749,37.9675665","127.5175109,37.3783326","127.2823023,37.5300904","127.7499997,37.2423991"
"127.5843941,37.7235755","127.2964598,37.6312916","127.2339952,37.5955912","127.2339952,37.5955912","127.6891587,37.7435725","127.0666621,35.9160081",,"127.3168868,37.6308861","127.2339952,37.5955912","127.4181119,37.6447246","127.7061463,37.7486663","127.1695314,37.7028085","127.5416252,37.6923563","127.2964598,37.6312916","127.5843941,37.7235755","127.2339952,37.5955912","127.2547944,37.9675449","127.5181389,37.3783054","127.2825785,37.5300882","127.7523923,37.242075"
"127.5845995,37.7236466","127.2973601,37.6315239","127.2339997,37.5955912","127.2339997,37.5955912","127.6899868,37.7438082","127.066513,35.9159129",,"127.3170931,37.6308711","127.2339997,37.5955912","127.4189742,37.6450992","127.7065542,37.748799","127.1701508,37.7033177","127.5418966,37.692815","127.2973601,37.6315239","127.5845995,37.7236466","127.2339997,37.5955912","127.2548344,37.9675035","127.5189635,37.3782377","127.2842184,37.5301273","127.7527743,37.2420164"
"127.5850695,37.7238103","127.2973613,37.6315239","127.2349249,37.5956915","127.2349249,37.5956915","127.690632,37.7440127","127.0661419,35.9156762",,"127.3174241,37.6308527","127.2349249,37.5956915","127.4200867,37.6456075","127.7066371,37.7488259","127.171037,37.7040394","127.5423054,37.6935476","127.2973613,37.6315239","127.5850695,37.7238103","127.2349249,37.5956915","127.2552217,37.9670771","127.5195903,37.3781673","127.2847141,37.530139","127.7533874,37.2419421"
"127.5859107,37.7241017","127.2986683,37.6318353","127.2358103,37.5958179","127.2358103,37.5958179","127.691292,37.7442207","127.0660072,35.9155919",,"127.3175624,37.6308466","127.2358103,37.5958179","127.421137,37.6461075","127.7076766,37.7491188","127.1715909,37.7044853","127.5424734,37.6938477","127.2986683,37.6318353","127.5859107,37.7241017","127.2358103,37.5958179","127.2555124,37.9666243","127.5205413,37.3780409","127.2849936,37.5301458","127.7536219,37.2419254"
"127.5877134,37.7247187","127.2997988,37.6320554","127.2363016,37.5959046","127.2363016,37.5959046","127.6914874,37.7442826","127.0658371,35.9154831",,"127.3178106,37.6308434","127.2363016,37.5959046","127.4216695,37.6463783","127.7083525,37.7492879","127.172051,37.7048553","127.5426403,37.6942028","127.2997988,37.6320554","127.5877134,37.7247187","127.2363016,37.5959046","127.2556212,37.966411","127.5213975,37.3778957","127.2854746,37.5301575","127.7543998,37.2419165"
"127.590589,37.7257341","127.3014336,37.6322826","127.236914,37.5960286","127.236914,37.5960286","127.692286,37.7445229","127.0639991,35.9143242",,"127.3181313,37.6308403","127.236914,37.5960286","127.4224637,37.6467817","127.7085558,37.7493326","127.1726965,37.7053645","127.543148,37.6952806","127.3014336,37.6322826","127.590589,37.7257341","127.236914,37.5960286","127.2556522,37.9663497","127.5220119,37.3777874","127.2878818,37.530215","127.7549489,37.2419325"
"127.5909897,37.7258708","127.3019718,37.6323339","127.2379927,37.5962824","127.2379927,37.5962824","127.6935946,37.7449182","127.0635098,35.9140168",,"127.318239,37.6308404","127.2379927,37.5962824","127.4234993,37.6473078","127.7094803,37.7495212","127.1732428,37.7057356","127.54339,37.6959069","127.3019718,37.6323339","127.5909897,37.7258708","127.2379927,37.5962824","127.2556992,37.9662579","127.5226026,37.3776548","127.288013,37.530218","127.7554249,37.2419828"
"127.5917276,37.7261163","127.3023786,37.6323662","127.2387,37.5964742","127.2387,37.5964742","127.6941898,37.7450948","127.060488,35.9121169",,"127.3184815,37.6308408","127.2387,37.5964742","127.4246991,37.647908","127.7105331,37.7496942","127.1741491,37.7063023","127.5436229,37.6965107","127.3023786,37.6323662","127.5917276,37.7261163","127.2387,37.5964742","127.2562537,37.9648575","127.5235208,37.3774599","127.289465,37.5302566","127.7558118,37.2420243"
"127.5925166,37.7263779","127.3024239,37.6323689","127.2391753,37.5966194","127.2391753,37.5966194","127.6964742,37.7457742","127.0598876,35.9116504",,"127.3188283,37.6308567","127.2391753,37.5966194","127.4249484,37.648029","127.7107908,37.7497334","127.1752386,37.7069831","127.5437796,37.6969163","127.3024239,37.6323689","127.5925166,37.7263779","127.2391753,37.5966194","127.2563352,37.964636","127.5244684,37.3772704","127.2897344,37.5302643","127.7565124,37.2421662"
"127.5942865,37.726966","127.3034868,37.632441","127.2412789,37.597264","127.2412789,37.597264","127.6987438,37.746395","127.0595281,35.9113263",,"127.3189189,37.6308649","127.2412789,37.597264","127.4253653,37.6482491","127.7116743,37.7498498","127.1756571,37.7072799","127.5442117,37.6985908","127.3034868,37.632441","127.5942865,37.726966","127.2412789,37.597264","127.2563961,37.9644721","127.5252172,37.3771432","127.2910664,37.5303","127.7565903,37.2421849"
"127.5952231,37.7272906","127.3043991,37.6324416","127.24146,37.5973212","127.24146,37.5973212","127.6998773,37.7466428","127.05917,35.910958",,"127.3190164,37.6308741","127.24146,37.5973212","127.4257143,37.6484206","127.7121058,37.7498923","127.1760516,37.7075947","127.544306,37.6988918","127.3043991,37.6324416","127.5952231,37.7272906","127.24146,37.5973212","127.2565742,37.9639885","127.5253426,37.3771269","127.291424,37.5303115","127.7567584,37.2422251"
"127.5956159,37.7274264","127.3051222,37.6324401","127.2416048,37.5973702","127.2416048,37.5973702","127.7011494,37.7469498","127.0589089,35.9106695",,"127.319856,37.6309583","127.2416048,37.5973702","127.4258027,37.6484567","127.7122091,37.7499021","127.176453,37.7079076","127.5446608,37.7003608","127.3051222,37.6324401","127.5956159,37.7274264","127.2416048,37.5973702","127.2566259,37.963848","127.5257198,37.3770773","127.2914557,37.5303124","127.7567742,37.2422287"
"127.5962154,37.7276278","127.3052809,37.6324341","127.2451227,37.5985496","127.2451227,37.5985496","127.7034704,37.7476885","127.05878,35.9105274",,"127.3201132,37.6309875","127.2451227,37.5985496","127.4262741,37.6486499","127.7135273,37.7499997","127.1769389,37.7083515","127.544853,37.7010909","127.3052809,37.6324341","127.5962154,37.7276278","127.2451227,37.5985496","127.2567246,37.9635886","127.5258814,37.3770565","127.2928805,37.5303573","127.7570382,37.2422912"
"127.5976697,37.7281449","127.3062783,37.6324006","127.2463877,37.5989886","127.2463877,37.5989886","127.7037249,37.7477854","127.0587448,35.9104885",,"127.3201868,37.6309958","127.2463877,37.5989886","127.4270368,37.648891","127.7139122,37.7500315","127.1778248,37.7091841","127.5448814,37.7011846","127.3062783,37.6324006","127.5976697,37.7281449","127.2463877,37.5989886","127.2571631,37.9625071","127.5263873,37.3770014","127.2933637,37.5303933","127.7573125,37.2423708"
"127.5990524,37.7285457","127.3068372,37.6323681","127.2472498,37.5993339","127.2472498,37.5993339","127.7046158,37.7481236","127.058725,35.9104659",,"127.3206479,37.6310749","127.2472498,37.5993339","127.4276453,37.6490663","127.7141325,37.7500455","127.1784044,37.7097219","127.5450723,37.7018136","127.3068372,37.6323681","127.5990524,37.7285457","127.2472498,37.5993339","127.2574745,37.9619651","127.5264009,37.3769996","127.2936375,37.530428","127.7578216,37.2425464"
"127.6003534,37.7288637","127.3070446,37.6323514","127.2476818,37.5995448","127.2476818,37.5995448","127.7050294,37.7482807","127.0583249,35.9098658",,"127.3213819,37.6312319","127.2476818,37.5995448","127.4279366,37.6491413","127.7148296,37.7500893","127.1795118,37.7107705","127.5452724,37.7024842","127.3070446,37.6323514","127.6003534,37.7288637","127.2476818,37.5995448","127.2575191,37.9618895","127.5270289,37.3769363","127.2938423,37.5304545","127.758315,37.2427418"
"127.6015521,37.7290844","127.3074119,37.6323159","127.2480539,37.5997376","127.2480539,37.5997376","127.7057293,37.7485309","127.057928,35.909098",,"127.3214476,37.6312501","127.2480539,37.5997376","127.4287118,37.6492995","127.715999,37.7501728","127.1797231,37.7109594","127.5454361,37.7029852","127.3074119,37.6323159","127.6015521,37.7290844","127.2480539,37.5997376","127.2576714,37.9616239","127.5280996,37.3768748","127.293883,37.53046","127.7587532,37.2429671"
"127.6022706,37.7292019","127.3079493,37.6322411","127.248332,37.5999013","127.248332,37.5999013","127.7061463,37.7486663","127.0576873,35.9085408",,"127.3222008,37.6314621","127.248332,37.5999013","127.4294871,37.6494081","127.7176794,37.7502932","127.1797355,37.7109703","127.5456531,37.7035629","127.3079493,37.6322411","127.6022706,37.7292019","127.248332,37.5999013","127.258224,37.9607914","127.5292257,37.3768772","127.2942586,37.5305166","127.7592242,37.2432284"
"127.6026996,37.729261","127.3085559,37.6321645","127.248479,37.5999873","127.248479,37.5999873","127.7065542,37.748799","127.0574999,35.9079496",,"127.3229369,37.6317075","127.248479,37.5999873","127.4301355,37.6494472","127.7179235,37.7503189","127.1802058,37.7113681","127.5458497,37.7040829","127.3085559,37.6321645","127.6026996,37.729261","127.248479,37.5999873","127.259037,37.9596917","127.5301463,37.3769248","127.2945132,37.5305657","127.7597746,37.2435833"
"127.6028767,37.7292825","127.3098189,37.6319629","127.2491831,37.6004899","127.2491831,37.6004899","127.7066371,37.7488259","127.0573865,35.9072161",,"127.3236242,37.6319663","127.2491831,37.6004899","127.430462,37.6494664","127.7179269,37.7503189","127.1805134,37.7116078","127.5461722,37.7047173","127.3098189,37.6319629","127.6028767,37.7292825","127.2491831,37.6004899","127.2594426,37.9592283","127.5314803,37.3770623","127.2951059,37.5306839","127.7601748,37.2439042"
"127.6038164,37.7293808","127.3098654,37.6319557","127.2499999,37.6011658","127.2499999,37.6011658","127.7076766,37.7491188","127.0573573,35.9065002",,"127.3239322,37.6320893","127.2499999,37.6011658","127.4309449,37.6494676","127.7183164,37.7503596","127.1806887,37.7117264","127.5466992,37.705641","127.3098654,37.6319557","127.6038164,37.7293808","127.2499999,37.6011658","127.2598356,37.958801","127.5319005,37.3771073","127.2974018,37.531317","127.7606363,37.2443322"
"127.6048198,37.7294736","127.3110899,37.6317594","127.2504041,37.6015579","127.2504041,37.6015579","127.7083525,37.7492879","127.0573495,35.9063",,"127.323999,37.6321165","127.2504041,37.6015579","127.4310197,37.6494676","127.7192305,37.7504733","127.180898,37.7118676","127.5469013,37.705941","127.3110899,37.6317594","127.6048198,37.7294736","127.2504041,37.6015579","127.2602148,37.9584124","127.5328968,37.3772476","127.2987171,37.5316744","127.7609735,37.2446731"
"127.6053623,37.7295128","127.3114085,37.6317094","127.2509089,37.6020403","127.2509089,37.6020403","127.7085558,37.7493326","127.0573497,35.906263",,"127.3242571,37.6322124","127.2509089,37.6020403","127.4317996,37.649469","127.7201743,37.7506419","127.1814401,37.7121782","127.5471705,37.7063411","127.3114085,37.6317094","127.6053623,37.7295128","127.2509089,37.6020403","127.2606658,37.9579879","127.5337202,37.3774196","127.2990474,37.5317669","127.7611388,37.2448846"
"127.6078524,37.7297116","127.3136965,37.631348","127.251564,37.6026483","127.251564,37.6026483","127.7094803,37.7495212","127.0573716,35.9047295",,"127.3256997,37.6327833","127.251564,37.6026483","127.4333867,37.6494077","127.7207593,37.7507769","127.1821739,37.7125046","127.5474385,37.7067502","127.3136965,37.631348","127.6078524,37.7297116","127.251564,37.6026483","127.261353,37.9574026","127.5348024,37.3776455","127.3013987,37.5324135","127.7613483,37.2451518"
"127.6078989,37.729716","127.3144414,37.6312374","127.2520995,37.6030856","127.2520995,37.6030856","127.7105331,37.7496942","127.0573873,35.9036909",,"127.3270732,37.633318","127.2520995,37.6030856","127.4334808,37.6494032","127.7208547,37.7507965","127.1829081,37.7127545","127.5474668,37.7067926","127.3144414,37.6312374","127.6078989,37.729716","127.2520995,37.6030856","127.2628266,37.9561537","127.5350069,37.3776878","127.3018195,37.5325287","127.7616204,37.2455677"
"127.6081497,37.7297374","127.3149765,37.6311599","127.2524951,37.6033812","127.2524951,37.6033812","127.7107908,37.7497334","127.0574087,35.9032384",,"127.3274118,37.6334492","127.2524951,37.6033812","127.434042,37.6493765","127.7212364,37.7508742","127.1833806,37.7129","127.5476996,37.7071098","127.3149765,37.6311599","127.6081497,37.7297374","127.2524951,37.6033812","127.2634509,37.9556241","127.5352599,37.3777409","127.3023216,37.5326693","127.7618201,37.2459404"
"127.6095866,37.7298578","127.3158347,37.6310296","127.2528614,37.6036046","127.2528614,37.6036046","127.7116743,37.7498498","127.0574553,35.9022287",,"127.3282373,37.6337578","127.2528614,37.6036046","127.4348276,37.6493391","127.7221498,37.7511249","127.1833896,37.7129027","127.5481016,37.707654","127.3158347,37.6310296","127.6095866,37.7298578","127.2528614,37.6036046","127.2697368,37.9504577","127.536211,37.3779353","127.3027141,37.5327736","127.7619655,37.2462457"
"127.6106615,37.7299992","127.3161601,37.6309814","127.2531667,37.6037783","127.2531667,37.6037783","127.7121058,37.7498923","127.0574868,35.9015581",,"127.3285181,37.6338609","127.2531667,37.6037783","127.4350691,37.6493284","127.7229496,37.7513577","127.1837769,37.7130894","127.548608,37.708264","127.3161601,37.6309814","127.6106615,37.7299992","127.2531667,37.6037783","127.2749921,37.9459244","127.5377835,37.3782386","127.3041969,37.533169","127.7623169,37.2471066"
"127.6111746,37.7300825","127.3166998,37.6308994","127.2536847,37.6040408","127.2536847,37.6040408","127.7122091,37.7499021","127.0575283,35.9002671",,"127.3290742,37.6340663","127.2536847,37.6040408","127.4361733,37.6492758","127.7232644,37.751459","127.1841144,37.7132336","127.5489985,37.7086911","127.3166998,37.6308994","127.6111746,37.7300825","127.2536847,37.6040408","127.2756516,37.9453795","127.5395276,37.3785797","127.3045668,37.5332679","127.7627647,37.2481369"
