0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
"127.2794528,36.5553766","127.8565812,36.1912572","127.1975557,36.6742533","127.1992993,36.6762743","127.1992993,36.6762743","128.8541368,35.985641","127.2305084,35.7260253",,,"127.4201013,36.6058569","127.9597995,37.0866503","128.7310887,37.9748808","128.7310887,37.9748808","128.888353,35.8944803",,"127.2538312,35.6897601","127.2861571,37.6465295","127.375024,36.6474665","126.7819252,37.7549242","127.0605281,37.7123069","128.4248137,35.2810842","127.3027037,35.6589842","127.5247866,37.2868075"
"127.279782,36.5559379","127.8562524,36.1908552","127.1973406,36.6740174","127.1992915,36.6762527","127.1992915,36.6762527","128.8543495,35.9858829","127.2311479,35.7249268",,,"127.4199298,36.6072992","127.9608939,37.0876962","128.7307592,37.9751897","128.7307592,37.9751897","128.889466,35.8950885",,"127.2538691,35.6896772","127.2869174,37.6462704","127.3756993,36.645666","126.7809227,37.755284","127.0606793,37.7126436","128.4248049,35.2810879","127.303024,35.6581147","127.524879,37.2865461"
"127.2798342,36.5560381","127.8558528,36.1902938","127.1964368,36.6727747","127.199274,36.6761516","127.199274,36.6761516","128.8548744,35.9864828","127.2313881,35.7245053",,,"127.4198237,36.6082511","127.9612932,37.0880516","128.7303773,37.9755714","128.7303773,37.9755714","128.8902502,35.8955185",,"127.2542474,35.6888368","127.2881873,37.645758","127.3765865,36.6435241","126.7807006,37.7553575","127.0607764,37.7129081","128.4235595,35.281606","127.30337,35.6571424","127.5250199,37.2861134"
"127.2800487,36.5564577","127.8554755,36.1897468","127.1960438,36.6722499","127.1992052,36.6759964","127.1992052,36.6759964","128.8552242,35.9868908","127.2317478,35.723747",,,"127.4197741,36.6086748","127.961957,37.0886007","128.7296914,37.9762896","128.7296914,37.9762896","128.8928692,35.896954",,"127.2543108,35.6887125","127.2887706,37.6455265","127.3776622,36.6409749","126.7806744,37.7553663","127.0608865,37.7132861","128.4225247,35.2819881","127.3037201,35.6558094","127.5253455,37.2849036"
"127.2804557,36.5571589","127.8553266,36.1895299","127.1954603,36.6715092","127.199203,36.675991","127.199203,36.675991","128.8557744,35.9875409","127.2320954,35.7229687",,,"127.4194691,36.6116198","127.9622961,37.0888482","128.728859,37.9772419","128.728859,37.9772419","128.8929251,35.896984",,"127.2544064,35.688526","127.2894855,37.6452439","127.3778599,36.640454","126.7803761,37.7553483","127.0610076,37.7137282","128.4220459,35.2821477","127.303831,35.6552073","127.5254243,37.2845088"
"127.2807136,36.5576327","127.8547614,36.18874","127.195261,36.6712572","127.1991254,36.6758051","127.1991254,36.6758051","128.8573368,35.9894498","127.2321333,35.722885",,,"127.4193865,36.6126078","127.9626859,37.0891153","128.7278787,37.9785409","128.7278787,37.9785409","128.8948838,35.8981107",,"127.2547317,35.6880533","127.2927865,37.6439689","127.3783373,36.6391996","126.7803363,37.755348","127.0610862,37.714062","128.421737,35.2822501","127.3039286,35.6545673","127.5255133,37.2840653"
"127.2810675,36.558167","127.854542,36.188436","127.1952042,36.6711723","127.1990118,36.675666","127.1990118,36.675666","128.8579117,35.9901825","127.2321578,35.7228336",,,"127.4193736,36.6131631","127.9627932,37.0891897","128.727262,37.9795207","128.727262,37.9795207","128.8966909,35.8991788",,"127.2549789,35.6877987","127.293683,37.6436172","127.3804805,36.6335151","126.7802455,37.7553466","127.0611465,37.7144138","128.4213896,35.2823538","127.3041067,35.6531276","127.5256056,37.2834749"
"127.2813013,36.5584559","127.8545118,36.1883937","127.1951342,36.6710432","127.1984721,36.675149","127.1984721,36.675149","128.8580624,35.9903629","127.2322549,35.7225561",,,"127.4194671,36.6135661","127.963401,37.0895857","128.7267442,37.9803607","128.7267442,37.9803607","128.8975373,35.8996738",,"127.2553157,35.6875325","127.2940929,37.6433745","127.380549,36.6333331","126.7795804,37.7553398","127.0611782,37.714614","128.4193191,35.2829403","127.3046932,35.6459317","127.5256754,37.2830521"
"127.2814951,36.558706","127.8543036,36.1881058","127.1950998,36.6709746","127.1979214,36.6746139","127.1979214,36.6746139","128.8594248,35.9919909","127.2322616,35.7225381",,,"127.4195035,36.6140773","127.9639241,37.0899262","128.725399,37.9826557","128.725399,37.9826557","128.8985326,35.9002563",,"127.2553168,35.6875325","127.294279,37.6432748","127.3805939,36.633216","126.7795797,37.7552956","127.0612767,37.7152299","128.4124162,35.2848527","127.3047836,35.6450861","127.5257204,37.2826158"
"127.2818003,36.5590293","127.8541043,36.1878125","127.1950498,36.6708942","127.1976304,36.6743274","127.1976304,36.6743274","128.8604748,35.9932493","127.2322772,35.7224949",,,"127.4196233,36.6149509","127.9653212,37.0907852","128.7250147,37.9833068","128.7250147,37.9833068","128.8991738,35.9006157",,"127.2556834,35.6872988","127.2945187,37.6430914","127.3806995,36.6329393","126.7795799,37.7552731","127.0614035,37.7158577","128.4109362,35.2852606","127.3048071,35.6449409","127.525744,37.2823751"
"127.2820444,36.5592794","127.8535769,36.1870053","127.1949872,36.6708589","127.1975557,36.6742533","127.1975557,36.6742533","128.8614375,35.9943995","127.2323755,35.7222066",,,"127.4196445,36.6150447","127.9656061,37.0909968","128.7234323,37.9859333","128.7234323,37.9859333","128.8996646,35.9008625",,"127.2563804,35.6870297","127.2946903,37.6429393","127.3816058,36.6305684","126.7796152,37.755258","127.0614542,37.7161022","128.409259,35.2857285","127.3049036,35.6443316","127.5257811,37.2819136"
"127.282371,36.5595712","127.8535343,36.1869414","127.1948867,36.6708199","127.1973406,36.6740174","127.1973406,36.6740174","128.86184,35.9949088","127.2324425,35.7219939",,,"127.4198995,36.6160546","127.965684,37.0910542","128.7233393,37.9860965","128.7233393,37.9860965","128.9000045,35.901037",,"127.256834,35.6868891","127.2948813,37.6427369","127.3820483,36.6293527","126.7802157,37.7552653","127.0614553,37.7161103","128.4082943,35.2859981","127.3051113,35.6434131","127.5257933,37.281489"
"127.2831392,36.5601802","127.8534303,36.1868065","127.1947816,36.6707944","127.1964368,36.6727747","127.1964368,36.6727747","128.8627498,35.9960082","127.2329605,35.7205029",,,"127.4200355,36.6165171","127.9665341,37.0916846","128.722406,37.987696","128.722406,37.987696","128.900923,35.9014698",,"127.2584867,35.6863749","127.2949564,37.6426216","127.3820977,36.6292184","126.7802465,37.7552501","127.061681,37.7172874","128.407972,35.2860871","127.3053597,35.6425597","127.5258551,37.2806642"
"127.2833499,36.5603483","127.853069,36.1863388","127.1947055,36.6707807","127.1960438,36.6722499","127.1960438,36.6722499","128.8634746,35.9968664","127.2329907,35.7204164",,,"127.4200822,36.6167245","127.9669333,37.0920174","128.7219293,37.9885454","128.7219293,37.9885454","128.9012813,35.9016207",,"127.2591373,35.6861075","127.2950931,37.6423767","127.3822336,36.6288579","126.7802638,37.7552205","127.0618006,37.7177935","128.4064098,35.2865208","127.3056079,35.6417892","127.5256785,37.2789561"
"127.2843121,36.5611497","127.8526531,36.1858595","127.1934933,36.6708551","127.1954603,36.6715092","127.1954603,36.6715092","128.863837,35.9972995","127.2331323,35.7200443",,,"127.4201682,36.616849","127.9678954,37.0929259","128.7215346,37.989193","128.7215346,37.989193","128.9015971,35.9017459",,"127.2603215,35.6855752","127.2952276,37.6421011","127.3827491,36.6274999","126.7803168,37.7551415","127.0618269,37.7179468","128.4056399,35.2867078","127.3057391,35.6414179","127.5253934,37.2763385"
"127.2846444,36.561409","127.8519124,36.1851134","127.1933922,36.6706754","127.195261,36.6712572","127.195261,36.6712572","128.8643495,35.9979409","127.2333329,35.7195579",,,"127.4201727,36.6168517","127.968675,37.0938161","128.7209692,37.9901208","128.7209692,37.9901208","128.9020801,35.9019251",,"127.2619352,35.6847498","127.2953186,37.6420021","127.3828175,36.6273242",,"127.0618828,37.7182778","128.4040354,35.2870976","127.3061978,35.6403664","127.5251727,37.2740409"
"127.2847548,36.5614867","127.8513731,36.1846371","127.1932694,36.6705786","127.1952042,36.6711723","127.1952042,36.6711723","128.8650996,35.9988492","127.2335756,35.7190553",,,"127.420242,36.6168968","127.9692389,37.0945675","128.7191812,37.9932054","128.7191812,37.9932054","128.9025092,35.9020689",,"127.2620492,35.6846914","127.2953721,37.6419256","127.3832521,36.6262058",,"127.0619151,37.718578","128.4032356,35.2872587","127.3065963,35.6395682","127.5251308,37.2736758"
"127.2847849,36.5615084","127.8506633,36.1840658","127.1931119,36.670516","127.1951342,36.6710432","127.1951342,36.6710432","128.8660747,35.9999993","127.233747,35.7187311",,,"127.420337,36.6169392","127.9697673,37.0953974","128.7190426,37.9934376","128.7190426,37.9934376","128.903006,35.9022163",,"127.262499,35.6843244","127.2955469,37.6418258","127.3833486,36.6259535",,"127.0619113,37.7188412","128.4021105,35.2874519","127.3072163,35.6384854","127.5251048,37.2734415"
"127.2848351,36.5615437","127.8498388,36.1834903","127.1930224,36.6705032","127.1950998,36.6709746","127.1950998,36.6709746","128.8664871,36.0004994","127.2340717,35.7181782",,,"127.4211288,36.6168884","127.9711748,37.0980825","128.7178292,37.995468","128.7178292,37.995468","128.9035172,35.9023636",,"127.2627606,35.6840625","127.2957351,37.6417919","127.3834957,36.6255931",,"127.0618917,37.7190845","128.4008017,35.2876339","127.3080144,35.6373173","127.5249973,37.2724725"
"127.2853882,36.5619684","127.8481994,36.1824321","127.1928366,36.6705153","127.1950498,36.6708942","127.1950498,36.6708942","128.8669415,36.0010487","127.2341729,35.7180062",,,"127.4217473,36.6168455","127.9723315,37.1004234","128.7173097,37.9963512","128.7173097,37.9963512","128.9039601,35.9024702",,"127.2633258,35.6835371","127.2960253,37.6418077","127.3837247,36.6250325",,"127.061845,37.719307","128.4004723,35.2876796","127.3083279,35.6369084","127.5249668,37.2722003"
"127.2854262,36.5619982","127.8478024,36.182189","127.1922072,36.6706291","127.1949872,36.6708589","127.1949731,36.6707534","128.8675579,36.0017953","127.2343141,35.7177505",,,"127.4220392,36.6168259","127.9725595,37.100885","128.7166327,37.9976326","128.7166327,37.9976326","128.9043583,35.9025566",,"127.2637227,35.6831204","127.2972091,37.6420577","127.3849772,36.6220931",,"127.0618228,37.7194132","128.3987428,35.287908","127.3087434,35.6363645","127.524788,37.2706914"
"127.2859246,36.5623841","127.8470105,36.1816783","127.1920886,36.6706288","127.1948867,36.6708199","127.1948665,36.6705503","128.8684169,36.0028376","127.2344054,35.717574",,,"127.4221734,36.6168205","127.9727636,37.1013114","128.7162733,37.9984167","128.7162733,37.9984167","128.904722,35.9026335",,"127.2645296,35.6822943","127.2977132,37.6421775","127.3850985,36.6218074",,"127.0617309,37.7197978","128.3939661,35.2885385","127.3087678,35.6363366","127.5243979,37.2673932"
"127.286325,36.5626868","127.8448926,36.1802843","127.1919791,36.6705961","127.1947816,36.6707944","127.1948031,36.6704402","128.8685495,36.0029993","127.2345466,35.717338",,,"127.4223098,36.6168233","127.9728083,37.1014383","128.7158965,37.9992579","128.7158965,37.9992579","128.9053244,35.9027346",,"127.2646328,35.6821692","127.298795,37.6424182","127.3854003,36.6211361",,"127.0616653,37.7201418","128.3930326,35.28865","127.3094743,35.6355334","127.5242632,37.2660105"
"127.2864309,36.5627717","127.8437026,36.1795015","127.1919043,36.670549","127.1947055,36.6707807","127.1947453,36.6703399","128.8691988,36.0037816","127.2349549,35.7165644",,,"127.4225033,36.6168379","127.9730042,37.1019991","128.7158581,37.9993439","128.7158581,37.9993439","128.9053844,35.9027429",,"127.2649357,35.681746","127.2997738,37.6426362","127.3854609,36.6210198",,"127.0616578,37.7202617","128.3924374,35.2887274","127.3108017,35.6342263","127.5241206,37.2645638"
"127.2866495,36.562947","127.8432759,36.1793405","127.1915933,36.67023","127.1934933,36.6708551","127.1944986,36.6699102","128.8691999,36.0037825","127.2349971,35.716487",,,"127.4226028,36.6168452","127.9730551,37.1024118","128.7156195,37.9999998","128.7156195,37.9999998","128.9057942,35.9027994",,"127.2653342,35.6811346","127.3002869,37.6427831","127.3855057,36.6209351",,"127.06165,37.7204239","128.3876148,35.2893904","127.3120433,35.6332112","127.5239826,37.2633514"
"127.2867409,36.5630292","127.842042,36.1786769","127.1913804,36.670032","127.1933922,36.6706754","127.1944864,36.6698867","128.8695761,36.0042343","127.2351006,35.7163069",,,"127.4228555,36.6168661","127.9730731,37.1025821","128.7150017,38.0018366","128.7150017,38.0018366","128.9062264,35.9028602",,"127.2654375,35.6809806","127.3005994,37.6428909","127.3859216,36.6202964",,"127.0616528,37.7205338","128.3838852,35.2898542","127.3131529,35.6324068","127.5239589,37.2631405"
"127.2867888,36.5630707","127.8418458,36.178571","127.1912665,36.6699659","127.1932694,36.6705786","127.1942743,36.6694661","128.869891,36.0046112","127.2351528,35.7162132",,,"127.4233028,36.6169249","127.973094,37.1028659","128.7148889,38.0021739","128.7148889,38.0021739","128.9068968,35.9029245",,"127.2659448,35.6801926","127.3008497,37.6429661","127.3861424,36.6199693",,"127.061711,37.7208576","128.382742,35.2900077","127.3133368,35.6321745","127.5237746,37.2615874"
"127.2872202,36.5634565","127.8415416,36.1784168","127.1911111,36.6699141","127.1931119,36.670516","127.194201,36.6693253","128.8702113,36.0049735","127.2352463,35.716043",,,"127.4236013,36.6169738","127.9730464,37.103352","128.7146127,38.0031744","128.7146127,38.0031744","128.9074536,35.9029558",,"127.2662155,35.6798127","127.3011624,37.6430414","127.386549,36.6194829",,"127.0617554,37.7210327","128.3749999,35.2910197","127.3136698,35.6319271","127.5236988,37.2609465"
"127.2877662,36.5640443","127.8412039,36.1782447","127.1910026,36.669903","127.1930224,36.6705032","127.1941732,36.6692711","128.8707149,36.0055447","127.2355909,35.7154577",,,"127.423655,36.6169829","127.973013,37.1036054","128.7144163,38.0040453","128.7144163,38.0040453","128.9081586,35.902971",,"127.2664264,35.6795182","127.3015,37.6431159","127.3869624,36.6190163",,"127.0618493,37.721271","128.3739622,35.2911634","127.313932,35.6317021","127.5236706,37.2607203"
"127.2880368,36.5643991","127.8397573,36.1775077","127.1908627,36.6699089","127.1928366,36.6705153","127.1940955,36.6691095","128.8717495,36.0065994","127.2361487,35.7146295",,,"127.4236986,36.6169892","127.9729489,37.1039599","128.7143568,38.0043072","128.7143568,38.0043072","128.909087,35.9029619",,"127.2671765,35.6784657","127.301799,37.6431912","127.3872569,36.6187326",,"127.0618751,37.7213215","128.3731082,35.2913147","127.3141235,35.631513","127.5236027,37.2600199"
"127.288255,36.5647258","127.8389492,36.1770791","127.1903174,36.6699914","127.1922072,36.6706291","127.1939435,36.6687981","128.8727494,36.0075742","127.2371248,35.713308",,,"127.4237355,36.6169946","127.9726371,37.105225","128.7141262,38.0051703","128.7141262,38.0051703","128.9098178,35.9029308",,"127.267252,35.6783432","127.3021865,37.6432658","127.3875615,36.6184409",,"127.0619729,37.721476","128.3722843,35.2914983","127.3142366,35.6313419","127.523562,37.2596612"
"127.2884563,36.5650579","127.8377789,36.1764585","127.1894105,36.6701179","127.1920886,36.6706288","127.1934917,36.6678666","128.8746415,36.009251","127.2376493,35.7124832",,,"127.4238339,36.6170091","127.9724097,37.1061147","128.7140468,38.0054009","128.7140468,38.0054009","128.9107496,35.9028666",,"127.2672941,35.6782739","127.3027122,37.6433658","127.3880867,36.6179915",,"127.0620787,37.721617","128.3691795,35.2925061","127.3142966,35.6311851","127.5234217,37.2584335"
"127.2887286,36.5656246","127.8377065,36.1764199","127.1889806,36.6701501","127.1919791,36.6705961","127.1931665,36.6671843","128.8749993,36.009539","127.2382499,35.7113746",,,"127.4242219,36.6170662","127.972158,37.1070982","128.7136034,38.0066934","128.7136034,38.0066934","128.912862,35.9026993",,"127.2673554,35.6781189","127.303145,37.643445","127.3890707,36.6173127",,"127.0623064,37.7218711","128.3686201,35.2926436","127.3143289,35.631049","127.523407,37.2582965"
"127.2889072,36.5661198","127.8364061,36.1755383","127.1885419,36.6701643","127.1919043,36.670549","127.1929213,36.6666662","128.8759872,36.0103246","127.2388369,35.7103742",,,"127.4257046,36.6172853","127.9720811,37.1073996","128.7129283,38.008164","128.7129283,38.008164","128.9167747,35.9023332",,"127.2673643,35.6780955","127.3032617,37.6434659","127.3893337,36.6171471",,"127.0625691,37.7221723","128.3677431,35.2928095","127.3143282,35.6309038","127.5233413,37.2573644"
