0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
"127.3392992,37.6347414",,"128.0012531,36.2043306","129.4627216,35.7046217","128.8102123,35.9556662","127.2917605,37.8648011","127.1296077,37.8009774","126.8828618,37.2476747","129.0455524,37.6154189","128.8102123,35.9556662","127.2521136,37.5421316","127.3644142,37.633941","127.3986979,37.2396351","127.5514818,37.3808916","127.3644142,37.633941","127.4047429,37.2399016","127.3644142,37.633941","127.1649866,37.8483175","127.1599633,37.8296225","128.8102123,35.9556662","127.5514818,37.3808916","127.1196073,37.7703557","126.9180749,37.6792827","127.4361733,37.6492758","127.5257933,37.281489","126.8301114,37.6487395",,"127.1963341,37.8652507","127.4938127,37.3073961","127.5514818,37.3808916","127.1963341,37.8652507"
"127.3405823,37.6346575",,"128.0011519,36.2048567","129.4625722,35.7049315","128.8112616,35.9560911","127.2922991,37.8657078","127.1296359,37.8010207","126.8823639,37.2447147","129.0448403,37.6155022","128.8112616,35.9560911","127.25352,37.5412792","127.3658468,37.6339273","127.3991117,37.2396301","127.5528352,37.3811795","127.3658468,37.6339273","127.4093231,37.2403964","127.3658468,37.6339273","127.1646888,37.8485744","127.1602464,37.830576","128.8112616,35.9560911","127.5528352,37.3811795","127.1197015,37.7708084","126.9182625,37.6793629","127.4393203,37.6491693","127.5258551,37.2806642","126.8307416,37.6486151",,"127.1970162,37.8660726","127.4942866,37.3074051","127.5528352,37.3811795","127.1970162,37.8660726"
"127.3408249,37.6346416",,"128.0011444,36.2048937","129.4624904,35.7052006","128.8116716,35.956276","127.2923036,37.8657141","127.1301195,37.8017685","126.8821715,37.2435626","129.0442993,37.6155832","128.8116716,35.956276","127.2538149,37.541114","127.3662945,37.6339368","127.3997735,37.2396225","127.5540057,37.3814584","127.3662945,37.6339368","127.4112677,37.2406305","127.3662945,37.6339368","127.1636982,37.849454","127.1603418,37.8310802","128.8116716,35.956276","127.5540057,37.3814584","127.1198261,37.7713145","126.9188196,37.6796198","127.4399154,37.6491408","127.5256785,37.2789561","126.8314749,37.6485075",,"127.1975366,37.8667103","127.4947888,37.3073799","127.5540057,37.3814584","127.1975366,37.8667103"
"127.3427634,37.6344576",,"128.000983,36.2055777","129.4623619,35.7058661","128.8119867,35.9564249","127.2924338,37.8659253","127.1303403,37.8021334","126.8820844,37.2430438","129.0437364,37.6156996","128.8119867,35.9564249","127.2540711,37.5410009","127.367319,37.6339731","127.4004454,37.2396258","127.5564901,37.3821233","127.367319,37.6339731","127.4121707,37.2407132","127.367319,37.6339731","127.1636854,37.8495188","127.1604209,37.8316779","128.8119867,35.9564249","127.5564901,37.3821233","127.1198906,37.771577","126.9206723,37.680396","127.4406988,37.6491042","127.5253934,37.2763385","126.8323128,37.6483644",,"127.1980063,37.867246","127.4951183,37.3073547","127.5564901,37.3821233","127.1980063,37.867246"
"127.3430219,37.6344327",,"128.0007762,36.2061222","129.4621618,35.7068565","128.812635,35.9567387","127.2928616,37.8666164","127.1304068,37.8022435","126.8820489,37.2428345","129.0430623,37.6158661","128.812635,35.9567387","127.2544847,37.5408558","127.367812,37.6340097","127.4010249,37.2396497","127.55937,37.3828809","127.367812,37.6340097","127.4129407,37.2407633","127.367812,37.6340097","127.1636587,37.8496513","127.1604492,37.8319529","128.812635,35.9567387","127.55937,37.3828809","127.1210034,37.7760115","126.9209064,37.6804774","127.4408665,37.6490962","127.5251727,37.2740409","126.8323491,37.6483583",,"127.1984885,37.8677609","127.4952876,37.3073412","127.55937,37.3828809","127.1984885,37.8677609"
"127.3436929,37.6343822",,"128.0007554,36.2061683","129.462085,35.70724","128.8133374,35.9570998","127.2932874,37.8672247","127.1304473,37.8023131","126.8819064,37.2426156","129.0423114,37.6160995","128.8133374,35.9570998","127.2549436,37.5407215","127.3682641,37.6340562","127.401937,37.2396721","127.5610319,37.3833289","127.3682641,37.6340562","127.4134864,37.2407772","127.3682641,37.6340562","127.1636673,37.8497576","127.1604814,37.8326011","128.8133374,35.9570998","127.5610319,37.3833289","127.121262,37.7771903","126.9213215,37.6806227","127.4420093,37.6490337","127.5251308,37.2736758","126.8326477,37.6483068",,"127.1990876,37.868333","127.4957423,37.3073096","127.5610319,37.3833289","127.1990876,37.868333"
"127.3511737,37.6341413",,"128.0005666,36.2065802","129.4619618,35.7078487","128.8142993,35.9576662","127.2936533,37.8676949","127.1303412,37.8024092","126.8818,37.2423825","129.0418189,37.6162798","128.8142993,35.9576662","127.2553684,37.5406431","127.3684556,37.634079","127.403026,37.2397307","127.563582,37.3840135","127.3684556,37.634079","127.4142306,37.240748","127.3684556,37.634079","127.1636995,37.8499191","127.1604747,37.8333329","128.8142993,35.9576662","127.563582,37.3840135","127.1213054,37.7773635","126.9214097,37.6806538","127.44305,37.6489657","127.5251048,37.2734415","126.832626,37.6481949",,"127.1993618,37.868578","127.4959748,37.3072781","127.563582,37.3840135","127.1993618,37.868578"
"127.351397,37.6341263",,"128.0002257,36.207192","129.4619115,35.7080965","128.8151499,35.9582077","127.2938119,37.8678998","127.130217,37.8024863","126.8816853,37.2422179","129.0410864,37.6165832","128.8151499,35.9582077","127.2561294,37.5405437","127.3687842,37.6341172","127.4037791,37.2397881","127.5636747,37.3840387","127.3687842,37.6341172","127.4148958,37.2407079","127.3687842,37.6341172","127.1637646,37.8501112","127.1604542,37.834318","128.8151499,35.9582077","127.5636747,37.3840387","127.1215383,37.7782358","126.9214345,37.6806629","127.4435,37.6489361","127.5249973,37.2724725","126.8325933,37.6480469",,"127.1998478,37.8690109","127.4962264,37.3072348","127.5636747,37.3840387","127.1998478,37.8690109"
"127.3524591,37.6341078",,"127.9999997,36.2075256","129.4619009,35.7081589","128.815849,35.9587076","127.2940624,37.8681832","127.1301121,37.802568","126.8815757,37.2421091","129.0407375,37.6167491","128.815849,35.9587076","127.2562709,37.5405251","127.3691989,37.6341663","127.4047429,37.2399016","127.5644012,37.3842294","127.3691989,37.6341663","127.415719,37.2406166","127.3691989,37.6341663","127.1639984,37.8504274","127.160444,37.8348218","128.815849,35.9587076","127.5644012,37.3842294","127.1218758,37.779305","126.9221462,37.68088","127.444721,37.6488322","127.5249668,37.2722003","126.8325879,37.6480207",,"127.2001457,37.8692785","127.4970988,37.3070383","127.5644012,37.3842294","127.2001457,37.8692785"
"127.356936,37.6340295",,"127.999769,36.2078006","129.4618833,35.7082547","128.8167117,35.9593743","127.2948521,37.8691616","127.1299993,37.8026379","126.8814455,37.2420363","129.0399374,37.6171831","128.8167117,35.9593743","127.256656,37.5404556","127.3700001,37.6342663","127.4093231,37.2403964","127.5652824,37.3844615","127.3700001,37.6342663","127.416055,37.2405654","127.3700001,37.6342663","127.1644638,37.8510731","127.1604543,37.8352905","128.8167117,35.9593743","127.5652824,37.3844615","127.1220429,37.779721","126.9224618,37.6809825","127.4452992,37.6487829","127.524788,37.2706914","126.8325781,37.6479729",,"127.2005332,37.869612","127.4976201,37.3069086","127.5652824,37.3844615","127.2005332,37.869612"
"127.3624954,37.6339315",,"127.9993239,36.2083055","129.4618775,35.7082882","128.8176116,35.9601496","127.2949824,37.8693223","127.1297397,37.8027462","126.8812914,37.2419932","129.0391489,37.6177333","128.8176116,35.9601496","127.2567693,37.540426","127.3704522,37.6343263","127.4112677,37.2406305","127.5661807,37.38469","127.3704522,37.6343263","127.416232,37.2405385","127.3704522,37.6343263","127.164746,37.8514975","127.1604619,37.8358629","128.8176116,35.9601496","127.5661807,37.38469","127.1223413,37.7804412","126.925632,37.6819579","127.4464533,37.6486833","127.5243979,37.2673932","126.8325618,37.6478926",,"127.2009264,37.8699249","127.498085,37.3067725","127.5661807,37.38469","127.2009264,37.8699249"
"127.3627312,37.6339327",,"127.9989346,36.2086651","129.4617735,35.7088253","128.8188623,35.9612745","127.2952124,37.8696075","127.1292993,37.8029079","126.881111,37.2419904","129.0384577,37.6182822","128.8188623,35.9612745","127.2568361,37.5404091","127.3711264,37.6343983","127.4121707,37.2407132","127.5670744,37.3848823","127.3711264,37.6343983","127.4168715,37.2403938","127.3711264,37.6343983","127.1648104,37.8515842","127.1605127,37.8364326","128.8188623,35.9612745","127.5670744,37.3848823","127.1225987,37.7809531","126.9261694,37.6821237","127.4474123,37.6485999","127.5242632,37.2660105","126.8325325,37.6477554",,"127.2013232,37.8702197","127.4986662,37.3065624","127.5670744,37.3848823","127.2013232,37.8702197"
"127.3627844,37.6339328",,"127.9983933,36.2090866","129.4617577,35.7089031","128.8190413,35.9614375","127.2958222,37.8703134","127.1290365,37.8029828","126.8809597,37.2420185","129.0379383,37.618809","128.8190413,35.9614375","127.2571296,37.5403141","127.3715945,37.6344303","127.4129407,37.2407633","127.5682358,37.3851034","127.3715945,37.6344303","127.4182587,37.2399504","127.3715945,37.6344303","127.1651754,37.8520792","127.1605643,37.8368384","128.8190413,35.9614375","127.5682358,37.3851034","127.1229215,37.7815733","126.9275995,37.6825669","127.4485097,37.6484887","127.5241206,37.2645638","126.8324673,37.6474378",,"127.2018141,37.8705635","127.4993511,37.3062803","127.5682358,37.3851034","127.2018141,37.8705635"
"127.3644142,37.633941",,"127.9978127,36.2094604","129.4617193,35.7091381","128.8191742,35.9615578","127.2967595,37.8713984","127.1289126,37.8029986","126.880833,37.2420692","129.0378018,37.6189468","128.8191742,35.9615578","127.2573813,37.5401984","127.3716307,37.6344313","127.4134864,37.2407772","127.5693667,37.3852587","127.3716307,37.6344313","127.4187223,37.2397741","127.3716307,37.6344313","127.1655764,37.8526238","127.1606534,37.8372397","128.8191742,35.9615578","127.5693667,37.3852587","127.1236118,37.7827175","126.9285485,37.6828932","127.4486537,37.6484743","127.5239826,37.2633514","126.832451,37.6473575",,"127.2030138,37.8713867","127.4993952,37.3062614","127.5693667,37.3852587","127.2030138,37.8713867"
"127.3658468,37.6339273",,"127.9977662,36.2094904","129.4616409,35.7094099","128.8199748,35.9622909","127.2968615,37.8715166","127.1287785,37.8030126","126.8805244,37.2423082","129.0374314,37.6193365","128.8199748,35.9622909","127.2578405,37.5399514","127.372262,37.634441","127.4142306,37.240748","127.5700705,37.3853313","127.372262,37.634441","127.4198424,37.2392899","127.372262,37.634441","127.1657492,37.8528749","127.1608132,37.8378179","128.8199748,35.9622909","127.5700705,37.3853313","127.1238609,37.7830842","126.9291445,37.6831133","127.4490392,37.6484501","127.5239589,37.2631405","126.832389,37.647066",,"127.2040743,37.872032","127.4998285,37.3060694","127.5700705,37.3853313","127.2040743,37.872032"
"127.3662945,37.6339368",,"127.9970265,36.2098586","129.461537,35.7096369","128.8212121,35.9634078","127.2972374,37.8721067","127.1287104,37.8030106","126.8804867,37.2424991","129.0366585,37.6203208","128.8212121,35.9634078","127.2581514,37.539742","127.3729477,37.634412","127.4148958,37.2407079","127.5705789,37.3853833","127.3729477,37.634412","127.419927,37.2392512","127.3729477,37.634412","127.166402,37.8538204","127.1611092,37.8387093","128.8212121,35.9634078","127.5705789,37.3853833","127.1241102,37.7834248","126.9301278,37.6835516","127.4496989,37.6484162","127.5237746,37.2615874","126.8323444,37.6468576",,"127.2050239,37.872549","127.5,37.3059991","127.5705789,37.3853833","127.2050239,37.872549"
"127.367319,37.6339731",,"127.9964562,36.210098","129.4614277,35.7098226","128.8218868,35.9640333","127.2972373,37.8721076","127.1286695,37.8029988","126.8805124,37.242666","129.0359775,37.6212562","128.8218868,35.9640333","127.2582717,37.5396486","127.3732935,37.6343817","127.415719,37.2406166","127.5714228,37.3854441","127.3732935,37.6343817","127.4221378,37.2381935","127.3732935,37.6343817","127.1664844,37.8539351","127.1613725,37.839276","128.8218868,35.9640333","127.5714228,37.3854441","127.1241271,37.7834474","126.9303277,37.6836544","127.4501252,37.6484227","127.5236988,37.2609465","126.8322729,37.6464849",,"127.2059703,37.8730111","127.5000576,37.3059657","127.5714228,37.3854441","127.2059703,37.8730111"
"127.367812,37.6340097",,"127.9956869,36.2103582","129.4612806,35.7100008","128.8232243,35.9652329","127.297597,37.8727995",,"126.8806122,37.2428658","129.0356725,37.6216883","128.8232243,35.9652329","127.2585849,37.5394049","127.37362,37.6343424","127.416055,37.2405654","127.57274,37.3854991","127.37362,37.6343424","127.4231372,37.2377137","127.37362,37.6343424","127.1665229,37.8539866","127.1616474,37.8398023","128.8232243,35.9652329","127.57274,37.3854991","127.1244249,37.7838413","126.9305503,37.6837682","127.4505537,37.6484345","127.5236706,37.2607203","126.8322252,37.6462368",,"127.2069634,37.8734714","127.5007741,37.3055592","127.57274,37.3854991","127.2069634,37.8734714"
"127.3682641,37.6340562",,"127.9947492,36.2105577","129.4610841,35.7101915","128.8240596,35.9659791","127.2979134,37.8735265",,"126.8807248,37.2430241","129.0354513,37.6220021","128.8240596,35.9659791","127.2604312,37.5379548","127.3739023,37.6342868","127.416232,37.2405385","127.574012,37.3855119","127.3739023,37.6342868","127.42377,37.2374085","127.3739023,37.6342868","127.1665387,37.8540092","127.1618313,37.8401156","128.8240596,35.9659791","127.574012,37.3855119","127.1249991,37.7846021","126.930774,37.6838819","127.4508665,37.6484545","127.5236027,37.2600199","126.8322111,37.6461664",,"127.2079532,37.8738903","127.5027883,37.3044892","127.574012,37.3855119","127.2079532,37.8738903"
"127.3684556,37.634079",,"127.9940745,36.2106578","129.4610755,35.7101997","128.8256547,35.9673968","127.2984874,37.8748416",,"126.8808625,37.2431492","129.0349491,37.622708","128.8256547,35.9673968","127.2606865,37.5377624","127.374129,37.634242","127.4168715,37.2403938","127.5743565,37.38549","127.374129,37.634242","127.4241772,37.2372078","127.374129,37.634242","127.16655,37.8540245","127.1624498,37.8410601","128.8256547,35.9673968","127.5743565,37.38549","127.1253277,37.7849745","126.9308915,37.683942","127.4512814,37.6485025","127.523562,37.2596612","126.8321558,37.6458912",,"127.2098116,37.8746538","127.5042789,37.3036878","127.5743565,37.38549","127.2098116,37.8746538"
"127.3687842,37.6341172",,"127.9934018,36.2107156","129.4609136,35.7103142","128.8268131,35.9684279","127.298648,37.8751565",,"126.8810497,37.2432827","129.0341992,37.6236578","128.8268131,35.9684279","127.260775,37.5376959","127.3743002,37.6342079","127.4182587,37.2399504","127.5753708,37.3854398","127.3743002,37.6342079","127.4244366,37.2370763","127.3743002,37.6342079","127.1665748,37.8540579","127.1627187,37.8414052","128.8268131,35.9684279","127.5753708,37.3854398","127.1257931,37.7854771","126.9319473,37.6845483","127.4517937,37.6485775","127.5234217,37.2584335","126.8323465,37.6458634",,"127.2115576,37.8753719","127.5056487,37.3029405","127.5753708,37.3854398","127.2115576,37.8753719"
"127.3691989,37.6341663",,"127.9914076,36.2107869","129.4608158,35.7103807","128.8268311,35.9684449","127.2992249,37.8762913",,"126.8813123,37.2434328","129.0337902,37.624102","128.8268311,35.9684449","127.2610903,37.5374883","127.3748195,37.6341003","127.4187223,37.2397741","127.5758746,37.3854143","127.3748195,37.6341003","127.4247209,37.2369422","127.3748195,37.6341003","127.1668425,37.8544372","127.163214,37.8419618","128.8268311,35.9684449","127.5758746,37.3854143","127.1262984,37.7859492","126.9329139,37.6852388","127.4523865,37.6486832","127.523407,37.2582965","126.8326268,37.6458253",,"127.2118289,37.8754879","127.5065243,37.3024636","127.5758746,37.3854143","127.2118289,37.8754879"
"127.3700001,37.6342663",,"127.9903832,36.2108245","129.4607023,35.7104429","128.8281373,35.9696249","127.299475,37.8767243",,"126.8815744,37.2435081","129.0334999,37.6243672","128.8281373,35.9696249","127.2615281,37.5372116","127.3749997,37.6340635","127.4198424,37.2392899","127.576244,37.3853888","127.3749997,37.6340635","127.4255612,37.2365371","127.3749997,37.6340635","127.1669893,37.8546513","127.16386,37.842609","128.8281373,35.9696249","127.576244,37.3853888","127.1267145,37.7863029","126.9338124,37.685957","127.4526789,37.6487482","127.5233413,37.2573644","126.8326109,37.6457036",,"127.2129356,37.8759755","127.506812,37.3023068","127.576244,37.3853888","127.2129356,37.8759755"
"127.3704522,37.6343263",,"127.9902887,36.2108276","129.4605844,35.7105449","128.8286747,35.970058","127.2997135,37.8772394",,"126.8819887,37.2435842","129.0328615,37.6249496","128.8286747,35.970058","127.2619941,37.5369574","127.3756824,37.6338687","127.419927,37.2392512","127.5763863,37.385377","127.3756824,37.6338687","127.4265898,37.2360573","127.3756824,37.6338687","127.1670165,37.8546865","127.1643206,37.843052","128.8286747,35.970058","127.5763863,37.385377","127.127398,37.7868053","126.9349615,37.6869792","127.4527923,37.6487744","127.5233368,37.2572491","126.8325985,37.6456954",,"127.2135019,37.8762635","127.5070761,37.3021634","127.5763863,37.385377","127.2135019,37.8762635"
