0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
"128.7583414,35.8736071","127.198625,35.7758864","127.9020673,36.222709","127.1106193,37.7486613","127.1556278,36.6934646","127.9281514,37.0467356","128.5197827,35.250697","126.6492846,35.1771274","127.0995912,37.4071771","127.2170464,35.7584855","127.4830281,37.3770653","126.6492846,35.1771274","127.1574775,35.9077651","126.804527,37.633003","127.0608865,37.7132861","126.8539738,37.6686964","127.0499907,37.6932959","126.8282421,35.2161034","127.1189873,36.6344082","126.7690492,35.1495492","127.2655989,36.2028256","128.4021105,35.2874519","127.4468324,37.3126674","127.2885703,35.6730998","127.2192154,35.7563466"
"128.759968,35.8742004","127.1986485,35.7757972","127.9015106,36.2224098","127.1087911,37.7487814","127.1556732,36.6933105","127.9281326,37.0471945","128.5195354,35.2510489","126.6491857,35.1771285","127.1003114,37.4073156","127.2172996,35.7585015","127.4849212,37.3769051","126.6491857,35.1771285","127.1577496,35.9081491","126.8045456,37.6333095","127.0610076,37.7137282","126.8540182,37.6689364","127.0499419,37.6934931","126.8281809,35.2163258","127.1191622,36.6340915","126.7689933,35.1495399","127.2646866,36.2006412","128.4008017,35.2876339","127.4471946,37.3128118","127.2902486,35.6719198","127.2192493,35.7561257"
"128.7622699,35.8750408","127.198662,35.7757494","127.8994065,36.2213151","127.1087389,37.7487848","127.1557713,36.6929187","127.9281307,37.0472422","128.5193136,35.2514159","126.6487771,35.1771328","127.1009957,37.4074044","127.2175309,35.7584939","127.4865274,37.376762","126.6487771,35.1771328","127.1590551,35.9099587","126.8045476,37.6333411","127.0610862,37.714062","126.8540821,37.6692873","127.04993,37.6935715","126.8281605,35.2163987","127.1193869,36.6336748","126.7688376,35.1495173","127.2644736,36.2000809","128.4004723,35.2876796","127.4478659,37.3130789","127.29218,35.6706635","127.2193735,35.7554002"
"128.7626275,35.8751713","127.1987078,35.7756404","127.8991243,36.2211745","127.1068425,37.7489272","127.1558271,36.6926926","127.9280457,37.0479403","128.5185311,35.2530058","126.6480259,35.1771411","127.1015694,37.4074632","127.2178165,35.7584269","127.4878308,37.3766765","126.6480259,35.1771411","127.1591102,35.9100427","126.8047113,37.6357243","127.0611465,37.7144138","126.8541784,37.6698152","127.0499171,37.6936544","126.828087,35.2166481","127.1195497,36.6333246","126.7686973,35.1494948","127.2642251,36.1995133","128.3987428,35.287908","127.4493551,37.3137051","127.2938614,35.6695367","127.2194062,35.7552236"
"128.7634655,35.8754844","127.1987491,35.7755413","127.8987332,36.2210622","127.1054491,37.7490479","127.1559805,36.6921756","127.9280452,37.0482377","128.5183312,35.2534601","126.6466265,35.1770672","127.1016507,37.407467","127.2180315,35.7583211","127.4895601,37.3766821","126.6466265,35.1770672","127.1591531,35.9101114","126.804721,37.6359001","127.0611782,37.714614","126.8542412,37.6701607","127.0499088,37.6937075","126.8280677,35.2167273","127.1198121,36.6327161","126.7681436,35.1494103","127.2638324,36.1987579","128.3939661,35.2885385","127.4499272,37.3139063","127.2939134,35.6695016","127.2195406,35.7544512"
"128.7640328,35.8757732","127.1988996,35.7752325","127.8986251,36.2210301","127.104939,37.7491173","127.1561209,36.691837","127.9280519,37.0484396","128.5179443,35.2543371","126.6431414,35.1765845","127.1018868,37.4074796","127.2182532,35.7581908","127.4899057,37.376683","126.6431414,35.1765845","127.1592093,35.9101936","126.8047662,37.6363961","127.0612767,37.7152299","126.8543834,37.6715504","127.049879,37.6939499","126.8278249,35.2177908","127.1200121,36.6320911","126.7660587,35.1491822","127.2635492,36.1982498","128.3930326,35.28865","127.4503074,37.3140345","127.2953679,35.6684861","127.2197275,35.7535067"
"128.7642786,35.8759077","127.1989496,35.7751659","127.8984469,36.221","127.104126,37.7491642","127.1561254,36.6918253","127.9280789,37.0486333","128.5174868,35.2553742","126.6415209,35.1763404","127.101993,37.4074808","127.2184395,35.7580407","127.4918213,37.3766895","126.6415209,35.1763404","127.1593349,35.9103616","126.8048645,37.6376513","127.0614035,37.7158577","126.8543784,37.6726482","127.0498732,37.6949044","126.8276003,35.2189086","127.1201747,36.6313244","126.7658053,35.1491563","127.2630742,36.1975411","128.3924374,35.2887274","127.4506561,37.3141347","127.2958627,35.6681182","127.2198509,35.7530075"
"128.764757,35.8761749","127.1997919,35.7739093","127.8984426,36.221019","127.1037887,37.7491892","127.1562495,36.6916003","127.928128,37.0487639","128.5173381,35.2557037","126.6408707,35.1762429","127.1040177,37.407512","127.218585,35.7578878","127.492804,37.3766922","126.6408707,35.1762429","127.1598496,35.9110303","126.804966,37.6395312","127.0614542,37.7161022","126.8543807,37.6728997","127.0498385,37.6953982","126.8273363,35.2204175","127.1202623,36.630791","126.7653872,35.1491448","127.2628869,36.1972991","128.3876148,35.2893904","127.4511334,37.3142476","127.2965127,35.6675828","127.219879,35.7528931"
"128.7653581,35.8765661","127.2007875,35.7724782","127.8983983,36.2210696","127.1035252,37.7492361","127.1564503,36.6912565","127.9282351,37.0490231","128.5171841,35.2560458","126.6401043,35.1761275","127.1051386,37.4075292","127.2186939,35.7577438","127.4949399,37.3766996","126.6401043,35.1761275","127.1600713,35.9112816","126.8050087,37.6398045","127.0614553,37.7161103","126.8543868,37.6735117","127.0498337,37.695436","126.8270738,35.2218605","127.1202914,36.6305513","126.7650642,35.1491644","127.2628137,36.1972151","128.3838852,35.2898542","127.4518657,37.3143795","127.2973989,35.6666664","127.2199845,35.7524587"
"128.765461,35.8766327","127.2008119,35.7724458","127.8983429,36.2211014","127.1033717,37.7492824","127.1566395,36.6910109","127.928341,37.0492427","128.5171243,35.2561933","126.639067,35.1759731","127.1102374,37.4076408","127.2187796,35.7575763","127.4973536,37.3767141","126.639067,35.1759731","127.1604744,35.9116244","126.8051104,37.6404559","127.061681,37.7172874","126.8543703,37.6737117","127.0497837,37.6958306","126.826924,35.2227046","127.1203171,36.6303251","126.7648268,35.1492","127.2624125,36.1967491","128.382742,35.2900077","127.4521456,37.3144192","127.2996666,35.6642809","127.2201211,35.7519893"
"128.7657324,35.8768417","127.2017137,35.7712444","127.8982906,36.2211124","127.1032169,37.7493549","127.156879,36.6907538","127.9284149,37.0493866","128.5169312,35.25657","126.6386942,35.1759182","127.1109866,37.4076496","127.2190808,35.7565563","127.5,37.3767024","126.6386942,35.1759182","127.1609748,35.9120081","126.8052122,37.6409585","127.0618006,37.7177935","126.8542098,37.6749646","127.0497357,37.6964397","126.8267816,35.2237092","127.1203389,36.6286322","126.764511,35.1492801","127.2624036,36.1967401","128.3749999,35.2910197","127.4526715,37.3144681","127.3003417,35.6633822","127.2202354,35.7515649"
"128.7661608,35.8771707","127.2022474,35.7705343","127.8982194,36.2211126","127.1030916,37.7494365","127.1572512,36.6903898","127.9288665,37.0500962","128.5167642,35.2568428","126.6324971,35.1749957","127.1121996,37.4077581","127.2191247,35.7563301","127.5001209,37.3767024","126.6324971,35.1749957","127.1618124,35.9125911","126.8053905,37.6416581","127.0618269,37.7179468","126.854205,37.674988","127.0497255,37.6966407","126.8265122,35.2256012","127.1203401,36.6286087","126.7643106,35.1493447","127.2621985,36.196526","128.3739622,35.2911634","127.453045,37.3144764","127.3011503,35.6621203","127.2204551,35.751038"
"128.7665298,35.8774535","127.2025709,35.7701177","127.8981649,36.2211038","127.102957,37.7495668","127.1573905,36.6902739","127.9292711,37.0506572","128.5166639,35.2569969","126.6302778,35.1746723","127.1130168,37.407923","127.2191664,35.7561192","127.5014153,37.3767105","126.6302778,35.1746723","127.1621781,35.9128689","126.8055108,37.6420022","127.0618828,37.7182778","126.8541337,37.6753707","127.0497191,37.6967479","126.826461,35.226077","127.1202269,36.6279755","126.7640063,35.1494817","127.2619246,36.1962415","128.3731082,35.2913147","127.4533859,37.3144819","127.3017007,35.6611402","127.2208163,35.7502183"
"128.7669144,35.8777497","127.2028498,35.7697947","127.8981169,36.2210823","127.1025904,37.7499702","127.1575837,36.6901221","127.9296881,37.0512155","128.5163392,35.2574956","126.6281539,35.1743658","127.1136115,37.4080827","127.219305,35.7553883","127.5026814,37.376715","126.6281539,35.1743658","127.1625073,35.9131178","126.8057054,37.6425324","127.0619151,37.718578","126.8541231,37.6754148","127.049707,37.6968831","126.8261619,35.2287579","127.1201741,36.627558","126.7638155,35.149578","127.2612615,36.1955748","128.3722843,35.2914983","127.4536003,37.314473","127.3022504,35.6600231","127.2209166,35.7499994"
"128.767684,35.8783564","127.2036906,35.7688825","127.8980711,36.2210401","127.102563,37.7499999","127.1581476,36.6896793","127.929823,37.0514106","128.5162497,35.2576325","126.6261101,35.1740707","127.1149244,37.4085413","127.2194616,35.75457","127.5035613,37.3767447","126.6261101,35.1740707","127.1625482,35.9131504","126.805871,37.6428804","127.0619113,37.7188412","126.8539522,37.6761601","127.0496771,37.6971344","126.8260917,35.2294049","127.1200748,36.6270663","126.7635398,35.1497242","127.2604651,36.1948583","128.3691795,35.2925061","127.4540551,37.3144506","127.3026714,35.6590725","127.2209445,35.749949"
"128.7680825,35.8786137","127.2039637,35.7686334","127.8980643,36.2210239","127.1024648,37.7501059","127.1586957,36.6892454","127.930044,37.051701","128.5156615,35.2584165","126.6257604,35.1740177","127.115924,37.4090664","127.2197495,35.7532228","127.5041204,37.3767762","126.6257604,35.1740177","127.1633867,35.9137829","126.8060833,37.6433305","127.0618917,37.7190845","126.8538437,37.6766345","127.0496437,37.6974002","126.8260596,35.2297014","127.1199742,36.6268163","126.7631116,35.1499713","127.2565996,36.1917166","128.3686201,35.2926436","127.4547616,37.3143689","127.3027037,35.6589842","127.2211281,35.7496176"
"128.7685838,35.8789293","127.204454,35.768292","127.8980406,36.2209653","127.1023202,37.750191","127.1590035,36.6890002","127.9301766,37.0518745","128.5154407,35.2586897","126.6249994,35.1739076","127.1166615,37.4095745","127.2198509,35.7530075","127.5051313,37.376878","126.6249994,35.1739076","127.1635126,35.9138987","126.8062523,37.6436876","127.061845,37.719307","126.8537926,37.6767821","127.0495486,37.6981308","126.826037,35.2299158","127.1198243,36.6266076","126.7626769,35.1502112","127.249999,36.1863162","128.3677431,35.2928095","127.4548158,37.3143626","127.303024,35.6581147","127.2211348,35.7496068"
"128.768662,35.8789736","127.2048642,35.7680559","127.8980503,36.2208977","127.1020931,37.7504192","127.1590979,36.6889248","127.9302967,37.0520462","128.5151696,35.258994","126.6243241,35.1738008","127.1175495,37.4102741","127.219879,35.7528931","127.5069204,37.3770934","126.6243241,35.1738008","127.1635964,35.9139873","126.8064113,37.6440211","127.0618228,37.7194132","126.8536251,37.6772616","127.0495246,37.6983461","126.8259157,35.2307583","127.1196373,36.6264159","126.7623007,35.1504145","127.2489873,36.1855","128.3676059,35.2928357","127.4551183,37.314324","127.30337,35.6571424","127.2216621,35.7487353"
"128.7689203,35.8791214","127.2050947,35.7679383","127.8980867,36.2208372","127.1018386,37.7506653","127.1591484,36.6888834","127.930299,37.0520498","128.5150481,35.259124","126.6242123,35.1737829","127.1181742,37.4109747","127.2199845,35.7524587","127.5080839,37.3772772","126.6242123,35.1737829","127.1637597,35.9141735","126.806915,37.6448271","127.0617309,37.7197978","126.8535355,37.6775207","127.0495141,37.698575","126.8258901,35.2309276","127.1194023,36.6262222","126.762015,35.1505607","127.2481364,36.1848247","128.3669438,35.2929297","127.4552842,37.3142961","127.3037201,35.6558094","127.2218933,35.748395"
"128.7692247,35.8792471","127.2052244,35.7678746","127.8981255,36.2208091","127.1016174,37.7508565","127.1594214,36.6886597","127.9303217,37.0520831","128.5146454,35.2595322","126.6229864,35.1736081","127.1187489,37.411741","127.2201211,35.7519893","127.5098911,37.3776727","126.6229864,35.1736081","127.163785,35.9142024","126.8074934,37.645648","127.0616653,37.7201418","126.8530394,37.6787672","127.0495072,37.6987769","126.8258241,35.2313411","127.1192976,36.6261281","126.7615906,35.1507511","127.2476163,36.1843674","128.3655071,35.292995","127.4553813,37.314279","127.303831,35.6552073","127.2223644,35.7477884"
"128.7693195,35.8792849","127.2053696,35.767811","127.8981788,36.2207918","127.101436,37.7510209","127.1594439,36.6886418","127.9305055,37.05237","128.5144335,35.2597305","126.6215822,35.1733797","127.1188814,37.4119153","127.2202354,35.7515649","127.510762,37.3778548","126.6215822,35.1733797","127.1639978,35.9144771","126.807701,37.6458755","127.0616578,37.7202617","126.8527023,37.6794476","127.0495091,37.6990302","126.8256622,35.2320408","127.1192165,36.6260143","126.7609453,35.1509725","127.247174,36.1839247","128.3646149,35.2929644","127.4559682,37.3141251","127.3039286,35.6545673","127.222451,35.7476804"
"128.7696828,35.8794226","127.2057086,35.7676784","127.89824,36.2207835","127.0987596,37.7530785","127.1596067,36.6885115","127.9306088,37.0525391","128.5142553,35.2598979","126.6207238,35.1732418","127.1200623,37.4134749","127.2204551,35.751038","127.5125467,37.3781304","126.6207238,35.1732418","127.1642865,35.9148575","126.8079793,37.6461809","127.06165,37.7204239","126.8525609,37.6796677","127.0495304,37.6992592","126.8253868,35.2329248","127.119121,36.6258832","126.760503,35.1510735","127.2467994,36.1835083","128.3564216,35.2924403","127.4563418,37.3140279","127.3041067,35.6531276","127.2229798,35.7470207"
"128.7701707,35.8795923","127.2059423,35.7675996","127.89826,36.220787","127.0983241,37.7534258","127.1601302,36.6881028","127.9308295,37.0529917","128.5141303,35.2600099","126.6194359,35.1730125","127.1202778,37.4137586","127.2208163,35.7502183","127.5128595,37.3781628","126.6194359,35.1730125","127.1644583,35.9151221","126.8087278,37.6470018","127.0616528,37.7205338","126.8523804,37.6799497","127.0495686,37.6995018","126.8251869,35.2334331","127.1190868,36.6257777","126.7599115,35.1511655","127.2465823,36.1832374","128.354817,35.2923326","127.457264,37.3136911","127.3046932,35.6459317","127.2234926,35.7464854"
"128.7710003,35.8797891","127.206228,35.7675173","127.8982978,36.2205507","127.0980493,37.7536421","127.1604693,36.6878622","127.9309621,37.0533644","128.5138234,35.2602649","126.6190742,35.1729494","127.1213533,37.4151628","127.2209166,35.7499994","127.5132571,37.3781393","126.6190742,35.1729494","127.1654615,35.9166666","126.8093621,37.6476581","127.061711,37.7208576","126.8523735,37.6799605","127.0496272,37.6997562","126.8248637,35.2341103","127.1190773,36.6256604","126.7595555,35.1512003","127.2463996,36.183008","128.3523892,35.2921667","127.4578623,37.3134506","127.3047836,35.6450861","127.2248283,35.7453065"
"128.7717689,35.879918","127.2063687,35.7674771","127.8983297,36.2202648","127.0952964,37.7557463","127.1609507,36.6875796","127.9311566,37.0541416","128.5134872,35.2605428","126.6187499,35.172883","127.1220077,37.4160573","127.2209445,35.749949","127.5136129,37.378169","126.6187499,35.172883","127.1675745,35.9200193","126.8097035,37.6480107","127.0617554,37.7210327","126.852241,37.6801995","127.0497051,37.7000007","126.8243805,35.2350012","127.1190924,36.625546","126.7591766,35.1512178","127.2462314,36.1827372","128.350523,35.292068","127.4606629,37.3122419","127.3048071,35.6449409","127.2259855,35.7442578"
"128.7720575,35.8799564","127.2064174,35.7674637","127.8983367,36.2198825","127.0928328,37.7576288","127.1610169,36.687541","127.9311816,37.0543813","128.5125374,35.2612495","126.6183621,35.1728","127.12239,37.416666","127.2211281,35.7496176","127.514573,37.3781689","126.6183621,35.1728","127.1677694,35.9203236","126.8105164,37.6488528","127.0618493,37.721271","126.85161,37.6810334","127.0497922,37.7002345","126.8242811,35.2351827","127.1191613,36.6254137","126.7589811,35.151222","127.2460621,36.1824663","128.3498474,35.292034","127.4612814,37.3119834","127.3049036,35.6443316","127.2264026,35.7438702"
"128.7722984,35.879989","127.2064373,35.7674574","127.898341,36.2196445","127.0916036,37.7586115","127.161718,36.6871978","127.9312068,37.0546697","128.5121369,35.2614828","126.6181743,35.1728022","127.1224415,37.4167617","127.2211348,35.7496068","127.5150124,37.3781346","126.6181743,35.1728022","127.1678597,35.9204483","126.8122035,37.6505337","127.0618751,37.7213215","126.8511679,37.6815303","127.0498997,37.7004612","126.8241631,35.235366","127.1192625,36.6252986","126.7586715,35.1512301","127.2456618,36.181783","128.3497463,35.2920401","127.4626021,37.3114304","127.3051113,35.6434131","127.2281997,35.7422865"
