0,1,2,3,4,5,6,7,8,9,10,11,12
"127.3362109,35.7790214","129.2689575,35.7135862","127.9778105,37.5454893","127.9778105,37.5454893","127.9778105,37.5454893","127.9778105,37.5454893","127.9778105,37.5454893","127.9778105,37.5454893","127.9778105,37.5454893","127.9778105,37.5454893","127.9778105,37.5454893","127.9523082,37.5184969","127.9778105,37.5454893"
"127.3373959,35.7784893","129.2665463,35.713618","127.9777832,37.5456391","127.9777832,37.5456391","127.9777832,37.5456391","127.9777832,37.5456391","127.9777832,37.5456391","127.9777832,37.5456391","127.9777832,37.5456391","127.9777832,37.5456391","127.9777832,37.5456391","127.9523178,37.5187717","127.9777832,37.5456391"
"127.3380869,35.7781981","129.265996,35.7136261","127.9776591,37.547134","127.9776591,37.547134","127.9776591,37.547134","127.9776591,37.547134","127.9776591,37.547134","127.9776591,37.547134","127.9776591,37.547134","127.9776591,37.547134","127.9776591,37.547134","127.9523192,37.5188231","127.9776591,37.547134"
"127.3384269,35.7780552","129.2655893,35.7136312","127.9776275,37.5478525","127.9776275,37.5478525","127.9776275,37.5478525","127.9776275,37.5478525","127.9776275,37.5478525","127.9776275,37.5478525","127.9776275,37.5478525","127.9776275,37.5478525","127.9776275,37.5478525","127.9523223,37.5189628","127.9776275,37.5478525"
"127.3386018,35.7779923","129.2645659,35.7136417","127.9776138,37.5481834","127.9776138,37.5481834","127.9776138,37.5481834","127.9776138,37.5481834","127.9776138,37.5481834","127.9776138,37.5481834","127.9776138,37.5481834","127.9776138,37.5481834","127.9776138,37.5481834","127.952344,37.5191727","127.9776138,37.5481834"
"127.339987,35.7774991","129.2636575,35.7136514","127.9776058,37.5487116","127.9776058,37.5487116","127.9776058,37.5487116","127.9776058,37.5487116","127.9776058,37.5487116","127.9776058,37.5487116","127.9776058,37.5487116","127.9776058,37.5487116","127.9776058,37.5487116","127.9523743,37.5193259","127.9776058,37.5487116"
"127.3421956,35.776879","129.2626353,35.7136619","127.9776589,37.5490557","127.9776589,37.5490557","127.9776589,37.5490557","127.9776589,37.5490557","127.9776589,37.5490557","127.9776589,37.5490557","127.9776589,37.5490557","127.9776589,37.5490557","127.9776589,37.5490557","127.9524011,37.5194492","127.9776589,37.5490557"
"127.3438638,35.7764169","129.2614892,35.7136733","127.9777231,37.5493457","127.9777231,37.5493457","127.9777231,37.5493457","127.9777231,37.5493457","127.9777231,37.5493457","127.9777231,37.5493457","127.9777231,37.5493457","127.9777231,37.5493457","127.9777231,37.5493457","127.9525279,37.5198372","127.9777231,37.5493457"
"127.3453384,35.7759959","129.259718,35.7137037","127.9780076,37.5504748","127.9780076,37.5504748","127.9780076,37.5504748","127.9780076,37.5504748","127.9780076,37.5504748","127.9780076,37.5504748","127.9780076,37.5504748","127.9780076,37.5504748","127.9780076,37.5504748","127.9525371,37.5198643","127.9780076,37.5504748"
"127.3472137,35.7754691","129.2594824,35.7136999","127.9782026,37.5512158","127.9782026,37.5512158","127.9782026,37.5512158","127.9782026,37.5512158","127.9782026,37.5512158","127.9782026,37.5512158","127.9782026,37.5512158","127.9782026,37.5512158","127.9782026,37.5512158","127.9526153,37.5200613","127.9782026,37.5512158"
"127.3485322,35.7750605","129.2589781,35.7137379","127.978636,37.5531331","127.978636,37.5531331","127.978636,37.5531331","127.978636,37.5531331","127.978636,37.5531331","127.978636,37.5531331","127.978636,37.5531331","127.978636,37.5531331","127.978636,37.5531331","127.9527585,37.5203483","127.978636,37.5531331"
"127.3497732,35.7746716","129.258766,35.7137447","127.9790914,37.5549492","127.9790914,37.5549492","127.9790914,37.5549492","127.9790914,37.5549492","127.9790914,37.5549492","127.9790914,37.5549492","127.9790914,37.5549492","127.9790914,37.5549492","127.9790914,37.5549492","127.9530585,37.5209277","127.9790914,37.5549492"
"127.3504606,35.7744786","129.258211,35.7137374","127.9796878,37.5573859","127.9796878,37.5573859","127.9796878,37.5573859","127.9796878,37.5573859","127.9796878,37.5573859","127.9796878,37.5573859","127.9796878,37.5573859","127.9796878,37.5573859","127.9796878,37.5573859","127.9531202,37.5210338","127.9796878,37.5573859"
"127.3514658,35.7741598","129.2571985,35.7136918","127.9798921,37.5581629","127.9798921,37.5581629","127.9798921,37.5581629","127.9798921,37.5581629","127.9798921,37.5581629","127.9798921,37.5581629","127.9798921,37.5581629","127.9798921,37.5581629","127.9798921,37.5581629","127.9534356,37.5215355","127.9798921,37.5581629"
"127.3531287,35.7735605","129.2566378,35.713627","127.9801122,37.5591165","127.9801122,37.5591165","127.9801122,37.5591165","127.9801122,37.5591165","127.9801122,37.5591165","127.9801122,37.5591165","127.9801122,37.5591165","127.9801122,37.5591165","127.9801122,37.5591165","127.9536744,37.5219159","127.9801122,37.5591165"
"127.3534653,35.7734392","129.2563629,35.713595","127.9801805,37.5595336","127.9801805,37.5595336","127.9801805,37.5595336","127.9801805,37.5595336","127.9801805,37.5595336","127.9801805,37.5595336","127.9801805,37.5595336","127.9801805,37.5595336","127.9801805,37.5595336","127.9543196,37.5228751","127.9801805,37.5595336"
"127.3546866,35.7729078","129.2560503,35.7135544","127.9802084,37.5599968","127.9802084,37.5599968","127.9802084,37.5599968","127.9802084,37.5599968","127.9802084,37.5599968","127.9802084,37.5599968","127.9802084,37.5599968","127.9802084,37.5599968","127.9802084,37.5599968","127.9544154,37.5229929","127.9802084,37.5599968"
"127.355712,35.7724158","129.2554805,35.7134789","127.980201,37.5602555","127.980201,37.5602555","127.980201,37.5602555","127.980201,37.5602555","127.980201,37.5602555","127.980201,37.5602555","127.980201,37.5602555","127.980201,37.5602555","127.980201,37.5602555","127.9559269,37.5244175","127.980201,37.5602555"
"127.3565271,35.7719804","129.2522862,35.7129341","127.9802018,37.5603835","127.9802018,37.5603835","127.9802018,37.5603835","127.9802018,37.5603835","127.9802018,37.5603835","127.9802018,37.5603835","127.9802018,37.5603835","127.9802018,37.5603835","127.9802018,37.5603835","127.9568483,37.5251837","127.9802018,37.5603835"
"127.3565581,35.7719633","129.2515057,35.7128319","127.9801524,37.560801","127.9801524,37.560801","127.9801524,37.560801","127.9801524,37.560801","127.9801524,37.560801","127.9801524,37.560801","127.9801524,37.560801","127.9801524,37.560801","127.9801524,37.560801","127.9571099,37.5254017","127.9801524,37.560801"
"127.3574762,35.7714315","129.2507041,35.7127714","127.9801406,37.560902","127.9801406,37.560902","127.9801406,37.560902","127.9801406,37.560902","127.9801406,37.560902","127.9801406,37.560902","127.9801406,37.560902","127.9801406,37.560902","127.9801406,37.560902","127.9575854,37.5258037","127.9801406,37.560902"
"127.357701,35.7712866","129.250121,35.7127438","127.9801288,37.5609958","127.9801288,37.5609958","127.9801288,37.5609958","127.9801288,37.5609958","127.9801288,37.5609958","127.9801288,37.5609958","127.9801288,37.5609958","127.9801288,37.5609958","127.9801288,37.5609958","127.9582137,37.5263772","127.9801288,37.5609958"
"127.35837,35.7708547","129.2499995,35.7127474","127.9801094,37.5611518","127.9801094,37.5611518","127.9801094,37.5611518","127.9801094,37.5611518","127.9801094,37.5611518","127.9801094,37.5611518","127.9801094,37.5611518","127.9801094,37.5611518","127.9801094,37.5611518","127.958612,37.5267416","127.9801094,37.5611518"
"127.3598897,35.7698349","129.2487104,35.7127869","127.9800679,37.5613881","127.9800679,37.5613881","127.9800679,37.5613881","127.9800679,37.5613881","127.9800679,37.5613881","127.9800679,37.5613881","127.9800679,37.5613881","127.9800679,37.5613881","127.9800679,37.5613881","127.9588454,37.5269714","127.9800679,37.5613881"
"127.3607581,35.7692426","129.2479666,35.7128428","127.979976,37.5617193","127.979976,37.5617193","127.979976,37.5617193","127.979976,37.5617193","127.979976,37.5617193","127.979976,37.5617193","127.979976,37.5617193","127.979976,37.5617193","127.979976,37.5617193","127.9589285,37.527054","127.979976,37.5617193"
"127.3620297,35.7683695","129.2471296,35.7129361","127.9799094,37.5619233","127.9799094,37.5619233","127.9799094,37.5619233","127.9799094,37.5619233","127.9799094,37.5619233","127.9799094,37.5619233","127.9799094,37.5619233","127.9799094,37.5619233","127.9799094,37.5619233","127.959031,37.5271573","127.9799094,37.5619233"
"127.3622756,35.7682012","129.2464153,35.7130781","127.9796765,37.5625155","127.9796765,37.5625155","127.9796765,37.5625155","127.9796765,37.5625155","127.9796765,37.5625155","127.9796765,37.5625155","127.9796765,37.5625155","127.9796765,37.5625155","127.9796765,37.5625155","127.9590618,37.5271878","127.9796765,37.5625155"
"127.3640986,35.7669933","129.244869,35.7134863","127.9795706,37.5627647","127.9795706,37.5627647","127.9795706,37.5627647","127.9795706,37.5627647","127.9795706,37.5627647","127.9795706,37.5627647","127.9795706,37.5627647","127.9795706,37.5627647","127.9795706,37.5627647","127.9591494,37.5272749","127.9795706,37.5627647"
"127.3644198,35.7668079","129.244824,35.7135014","127.9792841,37.5632986","127.9792841,37.5632986","127.9792841,37.5632986","127.9792841,37.5632986","127.9792841,37.5632986","127.9792841,37.5632986","127.9792841,37.5632986","127.9792841,37.5632986","127.9792841,37.5632986","127.9592121,37.5273387","127.9792841,37.5632986"
"127.365785,35.7660845","129.2437654,35.7138738","127.9792125,37.5634331","127.9792125,37.5634331","127.9792125,37.5634331","127.9792125,37.5634331","127.9792125,37.5634331","127.9792125,37.5634331","127.9792125,37.5634331","127.9792125,37.5634331","127.9792125,37.5634331","127.9595185,37.5276566","127.9792125,37.5634331"
"127.3665324,35.7657418","129.2420862,35.7145823","127.9791083,37.5636039","127.9791083,37.5636039","127.9791083,37.5636039","127.9791083,37.5636039","127.9791083,37.5636039","127.9791083,37.5636039","127.9791083,37.5636039","127.9791083,37.5636039","127.9791083,37.5636039","127.9604366,37.5286255","127.9791083,37.5636039"
"127.3672387,35.7654433","129.2415005,35.7147927","127.9789198,37.5638697","127.9789198,37.5638697","127.9789198,37.5638697","127.9789198,37.5638697","127.9789198,37.5638697","127.9789198,37.5638697","127.9789198,37.5638697","127.9789198,37.5638697","127.9789198,37.5638697","127.9608934,37.5291006","127.9789198,37.5638697"
"127.3678121,35.7652104","129.2411468,35.7149953","127.9787323,37.5641174","127.9787323,37.5641174","127.9787323,37.5641174","127.9787323,37.5641174","127.9787323,37.5641174","127.9787323,37.5641174","127.9787323,37.5641174","127.9787323,37.5641174","127.9787323,37.5641174","127.9610586,37.5292775","127.9787323,37.5641174"
"127.3685692,35.7649407","129.2405713,35.7153705","127.9784807,37.5644411","127.9784807,37.5644411","127.9784807,37.5644411","127.9784807,37.5644411","127.9784807,37.5644411","127.9784807,37.5644411","127.9784807,37.5644411","127.9784807,37.5644411","127.9784807,37.5644411","127.9611942,37.5294212","127.9784807,37.5644411"
"127.3695055,35.7646803","129.2398834,35.7159151","127.9779679,37.5649912","127.9779679,37.5649912","127.9779679,37.5649912","127.9779679,37.5649912","127.9779679,37.5649912","127.9779679,37.5649912","127.9779679,37.5649912","127.9779679,37.5649912","127.9779679,37.5649912","127.9616339,37.5298891","127.9779679,37.5649912"
"127.3705525,35.7644226","129.2397977,35.7159884","127.9774696,37.5655187","127.9774696,37.5655187","127.9774696,37.5655187","127.9774696,37.5655187","127.9774696,37.5655187","127.9774696,37.5655187","127.9774696,37.5655187","127.9774696,37.5655187","127.9774696,37.5655187","127.9617445,37.5300265","127.9774696,37.5655187"
"127.372001,35.7641726","129.2395557,35.7161966","127.9761614,37.5668841","127.9761614,37.5668841","127.9761614,37.5668841","127.9761614,37.5668841","127.9761614,37.5668841","127.9761614,37.5668841","127.9761614,37.5668841","127.9761614,37.5668841","127.9761614,37.5668841","127.9618062,37.5301146","127.9761614,37.5668841"
"127.3727257,35.7640932","129.2394863,35.7162598","127.9752078,37.5679236","127.9752078,37.5679236","127.9752078,37.5679236","127.9752078,37.5679236","127.9752078,37.5679236","127.9752078,37.5679236","127.9752078,37.5679236","127.9752078,37.5679236","127.9752078,37.5679236","127.9618829,37.5302486","127.9752078,37.5679236"
"127.3734039,35.7640226","129.2392457,35.7164814","127.9746602,37.5685315","127.9746602,37.5685315","127.9746602,37.5685315","127.9746602,37.5685315","127.9746602,37.5685315","127.9746602,37.5685315","127.9746602,37.5685315","127.9746602,37.5685315","127.9746602,37.5685315","127.9619242,37.5303467","127.9746602,37.5685315"
"127.3739925,35.7639809","129.2389576,35.7168029","127.9744288,37.5688344","127.9744288,37.5688344","127.9744288,37.5688344","127.9744288,37.5688344","127.9744288,37.5688344","127.9744288,37.5688344","127.9744288,37.5688344","127.9744288,37.5688344","127.9744288,37.5688344","127.9619462,37.5304332","127.9744288,37.5688344"
"127.3742868,35.763965","129.2385784,35.7172618","127.974116,37.5693269","127.974116,37.5693269","127.974116,37.5693269","127.974116,37.5693269","127.974116,37.5693269","127.974116,37.5693269","127.974116,37.5693269","127.974116,37.5693269","127.974116,37.5693269","127.9619639,37.5305368","127.974116,37.5693269"
"127.3749992,35.7639594","129.2382118,35.7177386","127.9739381,37.5696629","127.9739381,37.5696629","127.9739381,37.5696629","127.9739381,37.5696629","127.9739381,37.5696629","127.9739381,37.5696629","127.9739381,37.5696629","127.9739381,37.5696629","127.9739381,37.5696629","127.9619639,37.5305422","127.9739381,37.5696629"
"127.3758013,35.7639692","129.2378998,35.7182326","127.9737829,37.5700106","127.9737829,37.5700106","127.9737829,37.5700106","127.9737829,37.5700106","127.9737829,37.5700106","127.9737829,37.5700106","127.9737829,37.5700106","127.9737829,37.5700106","127.9737829,37.5700106","127.9619859,37.5306304","127.9737829,37.5700106"
"127.3761741,35.7639741","129.2376809,35.7186388","127.9737072,37.5702101","127.9737072,37.5702101","127.9737072,37.5702101","127.9737072,37.5702101","127.9737072,37.5702101","127.9737072,37.5702101","127.9737072,37.5702101","127.9737072,37.5702101","127.9737072,37.5702101","127.9620527,37.530988","127.9737072,37.5702101"
"127.3767349,35.7640252","129.2375127,35.7190902","127.973568,37.5705793","127.973568,37.5705793","127.973568,37.5705793","127.973568,37.5705793","127.973568,37.5705793","127.973568,37.5705793","127.973568,37.5705793","127.973568,37.5705793","127.973568,37.5705793","127.9620934,37.5311708","127.973568,37.5705793"
"127.3774118,35.7640827","129.2373774,35.7195311","127.9734372,37.5710305","127.9734372,37.5710305","127.9734372,37.5710305","127.9734372,37.5710305","127.9734372,37.5710305","127.9734372,37.5710305","127.9734372,37.5710305","127.9734372,37.5710305","127.9734372,37.5710305","127.9622266,37.5320266","127.9734372,37.5710305"
"127.3786605,35.7642661","129.2370634,35.7211584","127.9733342,37.5715789","127.9733342,37.5715789","127.9733342,37.5715789","127.9733342,37.5715789","127.9733342,37.5715789","127.9733342,37.5715789","127.9733342,37.5715789","127.9733342,37.5715789","127.9733342,37.5715789","127.9622617,37.5322211","127.9733342,37.5715789"
"127.3797399,35.7644809","129.236662,35.7231872","127.973328,37.5716655","127.973328,37.5716655","127.973328,37.5716655","127.973328,37.5716655","127.973328,37.5716655","127.973328,37.5716655","127.973328,37.5716655","127.973328,37.5716655","127.973328,37.5716655","127.962277,37.5323094","127.973328,37.5716655"
"127.3814948,35.7649578","129.2366171,35.7234123","127.9733122,37.571853","127.9733122,37.571853","127.9733122,37.571853","127.9733122,37.571853","127.9733122,37.571853","127.9733122,37.571853","127.9733122,37.571853","127.9733122,37.571853","127.9733122,37.571853","127.9623263,37.5326039","127.9733122,37.571853"
"127.3822135,35.7651857","129.2364787,35.7241174","127.9732717,37.5724399","127.9732717,37.5724399","127.9732717,37.5724399","127.9732717,37.5724399","127.9732717,37.5724399","127.9732717,37.5724399","127.9732717,37.5724399","127.9732717,37.5724399","127.9732717,37.5724399","127.9624184,37.5332228","127.9732717,37.5724399"
"127.3855582,35.7663863","129.2360368,35.7263713","127.973292,37.5729563","127.973292,37.5729563","127.973292,37.5729563","127.973292,37.5729563","127.973292,37.5729563","127.973292,37.5729563","127.973292,37.5729563","127.973292,37.5729563","127.973292,37.5729563","127.9624872,37.5337201","127.973292,37.5729563"
