0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
"127.206228,35.7675173","127.1830591,37.2720707","127.2405879,35.7179075","128.2593536,35.2093595","127.3117432,37.2448309","128.2593536,35.2093595","127.2288808,35.7416848","127.534537,36.649816","128.2593536,35.2093595","128.2593536,35.2093595","128.2593536,35.2093595","128.2593536,35.2093595","128.1750734,36.1389264","128.6474792,36.5880039","128.5889455,35.2486995","128.880606,36.4807961","128.5889455,35.2486995","128.5785203,35.2465531","128.2593536,35.2093595","128.5889455,35.2486995","128.5889455,35.2486995","129.3411838,36.0862257"
"127.2063687,35.7674771","127.1831027,37.2718924","127.241071,35.7168942","128.2599802,35.2098759","127.3118277,37.2448599","128.2599802,35.2098759","127.2301552,35.740585","127.5357623,36.6502664","128.2599802,35.2098759","128.2599802,35.2098759","128.2599802,35.2098759","128.2599802,35.2098759","128.1750563,36.1391339","128.6474614,36.5880077","128.5886741,35.2484585","128.8818636,36.4797034","128.5886741,35.2484585","128.5782986,35.246492","128.2599802,35.2098759","128.5886741,35.2484585","128.5886741,35.2484585","129.3409645,36.0866311"
"127.2064174,35.7674637","127.183102,37.2715129","127.2414169,35.7162692","128.2606172,35.2104435","127.3122264,37.2450155","128.2606172,35.2104435","127.2314912,35.7392427","127.5366867,36.650816","128.2606172,35.2104435","128.2606172,35.2104435","128.2606172,35.2104435","128.2606172,35.2104435","128.1750703,36.1393438","128.6470538,36.5881099","128.588285,35.2482095","128.88218,36.4794194","128.588285,35.2482095","128.5780988,35.2464243","128.2606172,35.2104435","128.588285,35.2482095","128.588285,35.2482095","129.3408867,36.0867747"
"127.2064373,35.7674574","127.1829609,37.2709996","127.2418903,35.715512","128.2612302,35.2110267","127.3125497,37.2451675","128.2612302,35.2110267","127.2326799,35.7379822","127.5368791,36.6509421","128.2612302,35.2110267","128.2612302,35.2110267","128.2612302,35.2110267","128.2612302,35.2110267","128.1751276,36.1398087","128.6465303,36.5882411","128.5879017,35.2479848","128.8825499,36.4790653","128.5879017,35.2479848","128.5778237,35.2463159","128.2612302,35.2110267","128.5879017,35.2479848","128.5879017,35.2479848","129.3408245,36.0869163"
"127.206496,35.7674396","127.1829298,37.2706227","127.2422091,35.7150393","128.2620099,35.2118107","127.3129359,37.2453601","128.2620099,35.2118107","127.2333961,35.7371011","127.537131,36.6511115","128.2620099,35.2118107","128.2620099,35.2118107","128.2620099,35.2118107","128.2620099,35.2118107","128.1751417,36.1398862","128.6464992,36.5882495","128.5877876,35.2479155","128.8827359,36.4788513","128.5877876,35.2479155","128.5770633,35.2460008","128.2620099,35.2118107","128.5877876,35.2479155","128.5877876,35.2479155","129.3407744,36.0871496"
"127.2076124,35.7670988","127.1829689,37.2704407","127.2424935,35.7146369","128.2623272,35.2121343","127.3137455,37.2457995","128.2623272,35.2121343","127.2334372,35.7370471","127.5373447,36.6512638","128.2623272,35.2121343","128.2623272,35.2121343","128.2623272,35.2121343","128.2623272,35.2121343","128.1754322,36.1409754","128.6452114,36.5886243","128.5874197,35.2476925","128.8828004,36.4787776","128.5874197,35.2476925","128.5763161,35.2456828","128.2623272,35.2121343","128.5874197,35.2476925","128.5874197,35.2476925","129.3407462,36.0872709"
"127.2084464,35.7668456","127.1830185,37.2701921","127.2426901,35.7143578","128.2631402,35.212956","127.3151339,37.2465615","128.2631402,35.212956","127.2337405,35.7366303","127.5375876,36.6514395","128.2631402,35.212956","128.2631402,35.212956","128.2631402,35.212956","128.2631402,35.212956","128.1754402,36.1410051","128.6451913,36.5886308","128.5868556,35.2473495","128.8830378,36.4785053","128.5868556,35.2473495","128.5753876,35.2452871","128.2631402,35.212956","128.5868556,35.2473495","128.5868556,35.2473495","129.3407401,36.087298"
"127.2094509,35.7665415","127.1831117,37.2700067","127.2431098,35.7137907","128.267494,35.2173611","127.3161218,37.2469858","128.267494,35.2173611","127.2339771,35.7363053","127.5377823,36.6515801","128.267494,35.2173611","128.267494,35.2173611","128.267494,35.2173611","128.267494,35.2173611","128.1754782,36.1411618","128.6451379,36.5886476","128.5859372,35.2468078","128.8834205,36.4779321","128.5859372,35.2468078","128.5749356,35.2450946","128.267494,35.2173611","128.5859372,35.2468078","128.5859372,35.2468078","129.3406996,36.0875582"
"127.2112993,35.7659743","127.1832241,37.2698438","127.2438478,35.7129014","128.2676859,35.2175556","127.3171627,37.247357","128.2676859,35.2175556","127.2342061,35.7359461","127.5381035,36.6518126","128.2676859,35.2175556","128.2676859,35.2175556","128.2676859,35.2175556","128.2676859,35.2175556","128.1755518,36.1413182","128.642237,36.5895498","128.5851868,35.2464124","128.8834586,36.4778757","128.5851868,35.2464124","128.5746504,35.2449709","128.2676859,35.2175556","128.5851868,35.2464124","128.5851868,35.2464124","129.3406878,36.0878631"
"127.2120225,35.7657588","127.183292,37.2697746","127.2452365,35.711478","128.2697671,35.2196667","127.3177464,37.2475265","128.2697671,35.2196667","127.2343951,35.7356508","127.5385054,36.6521514","128.2697671,35.2196667","128.2697671,35.2196667","128.2697671,35.2196667","128.2697671,35.2196667","128.1756836,36.1415212","128.6418852,36.5896469","128.5847436,35.2462261","128.8835938,36.4773811","128.5847436,35.2462261","128.5743561,35.2448229","128.2697671,35.2196667","128.5847436,35.2462261","128.5847436,35.2462261","129.3407327,36.0881229"
"127.2130182,35.7654384","127.1836632,37.2694781","127.2462464,35.7106046","128.2703415,35.2203366","127.3183087,37.2476526","128.2703415,35.2203366","127.2345897,35.7353455","127.5388703,36.6524695","128.2703415,35.2203366","128.2703415,35.2203366","128.2703415,35.2203366","128.2703415,35.2203366","128.1758983,36.1417968","128.6417561,36.5896824","128.5842721,35.2460626","128.8836326,36.4771769","128.5842721,35.2460626","128.5741422,35.2446941","128.2703415,35.2203366","128.5842721,35.2460626","128.5842721,35.2460626","129.3408462,36.0885142"
"127.2133306,35.7653174","127.1840328,37.2692871","127.2477502,35.7094501","128.2709395,35.2211714","127.3189027,37.2477716","128.2709395,35.2211714","127.2346508,35.7352393","127.5391434,36.6527083","128.2709395,35.2211714","128.2709395,35.2211714","128.2709395,35.2211714","128.2709395,35.2211714","128.1759825,36.1418982","128.6415746,36.5897328","128.5838847,35.2459417","128.8836331,36.4770191","128.5838847,35.2459417","128.5739326,35.244549","128.2709395,35.2211714","128.5838847,35.2459417","128.5838847,35.2459417","129.3409782,36.0888385"
"127.2133461,35.7653093","127.1841164,37.2692531","127.2481579,35.7091723","128.2711825,35.2215432","127.3189647,37.2477843","128.2711825,35.2215432","127.2349089,35.7347728","127.5394848,36.6529733","128.2711825,35.2215432","128.2711825,35.2215432","128.2711825,35.2215432","128.2711825,35.2215432","128.1762738,36.1421688","128.6407249,36.5898744","128.5838681,35.2459373","128.8836152,36.4769526","128.5838681,35.2459373","128.5736296,35.2443235","128.2711825,35.2215432","128.5838681,35.2459373","128.5838681,35.2459373","129.3413047,36.0895537"
"127.2133882,35.7652869","127.1844859,37.2691062","127.2489821,35.7086105","128.2713493,35.221864","127.3203027,37.247963","128.2713493,35.221864","127.2358637,35.7329825","127.5397332,36.6531463","128.2713493,35.221864","128.2713493,35.221864","128.2713493,35.221864","128.2713493,35.221864","128.176588,36.142387","128.6403244,36.5899332","128.5833774,35.2458164","128.8835759,36.4768125","128.5833774,35.2458164","128.5703192,35.2413981","128.2713493,35.221864","128.5833774,35.2458164","128.5833774,35.2458164","129.3413434,36.0896388"
"127.2135733,35.7651854","127.1849186,37.2689217","127.2499989,35.7079905","128.2717006,35.222639","127.3206262,37.2480068","128.2717006,35.222639","127.2365161,35.7316396","127.5397567,36.6531616","128.2717006,35.222639","128.2717006,35.222639","128.2717006,35.222639","128.2717006,35.222639","128.1769855,36.1425903","128.6397741,36.5899826","128.5828286,35.2457086","128.8834313,36.4764022","128.5828286,35.2457086","128.5682979,35.239628","128.2717006,35.222639","128.5828286,35.2457086","128.5828286,35.2457086","129.3413832,36.0897256"
"127.2137375,35.7650704","127.1850768,37.2688473","127.2510743,35.7073661","128.271713,35.2226732","127.3217477,37.2481906","128.271713,35.2226732","127.2369745,35.730436","127.5399011,36.6532517","128.271713,35.2226732","128.271713,35.2226732","128.271713,35.2226732","128.271713,35.2226732","128.1771762,36.1426632","128.6392492,36.5900165","128.5824952,35.2456773","128.8833017,36.476209","128.5824952,35.2456773","128.5663241,35.237871","128.271713,35.2226732","128.5824952,35.2456773","128.5824952,35.2456773","129.3415494,36.0900908"
"127.2140171,35.7648421","127.185512,37.2686186","127.2531123,35.7060828","128.2718834,35.2231455","127.3222932,37.2482806","128.2718834,35.2231455","127.2374869,35.7289539","127.5400925,36.6533652","128.2718834,35.2231455","128.2718834,35.2231455","128.2718834,35.2231455","128.2718834,35.2231455","128.1778626,36.1428631","128.6377495,36.5900498","128.5820506,35.2456362","128.8832501,36.4760698","128.5820506,35.2456362","128.5660405,35.2376165","128.2718834,35.2231455","128.5820506,35.2456362","128.5820506,35.2456362","129.3416606,36.0903334"
"127.2142613,35.7645938","127.1858409,37.2684581","127.2540364,35.7053571","128.2719616,35.2234002","127.3225896,37.2483298","128.2719616,35.2234002","127.2382613,35.7254816","127.5404887,36.6535544","128.2719616,35.2234002","128.2719616,35.2234002","128.2719616,35.2234002","128.2719616,35.2234002","128.1791047,36.1431824","128.6363247,36.5900832","128.5813064,35.2456284","128.8831699,36.4758292","128.5813064,35.2456284","128.5659838,35.2375656","128.2719616,35.2234002","128.5813064,35.2456284","128.5813064,35.2456284","129.3417136,36.0905102"
"127.2143058,35.7645299","127.1870069,37.267704","127.2553184,35.7043859","128.2720717,35.2238828","127.3227102,37.2483498","128.2720717,35.2238828","127.2383517,35.7252158","127.5409329,36.6537336","128.2720717,35.2238828","128.2720717,35.2238828","128.2720717,35.2238828","128.2720717,35.2238828","128.180007,36.1434153","128.6353245,36.5900999","128.580274,35.2456827","128.8831341,36.4755736","128.580274,35.2456827","128.5658883,35.237488","128.2720717,35.2238828","128.580274,35.2456827","128.580274,35.2456827","129.3418376,36.0910176"
"127.2146371,35.7640826","127.1875812,37.2673684","127.2559395,35.7037236","128.2721103,35.224135","127.3236445,37.2485684","128.2721103,35.224135","127.2388597,35.7233911","127.5412463,36.6538778","128.2721103,35.224135","128.2721103,35.224135","128.2721103,35.224135","128.2721103,35.224135","128.1804215,36.143522","128.6330839,36.590151","128.5794468,35.2457144","128.8831418,36.4753743","128.5794468,35.2457144","128.5656228,35.2372712","128.2721103,35.224135","128.5794468,35.2457144","128.5794468,35.2457144","129.3418848,36.0912323"
"127.2147741,35.763816","127.1884142,37.2669361","127.2568946,35.7026138","128.2721489,35.2243854","127.3242338,37.2487414","128.2721489,35.2243854","127.2388933,35.7232551","127.5413436,36.6539066","128.2721489,35.2243854","128.2721489,35.2243854","128.2721489,35.2243854","128.2721489,35.2243854","128.1805117,36.1435449","128.6327431,36.5901597","128.5793765,35.2457169","128.8835628,36.4725019","128.5793765,35.2457169","128.5653034,35.2370477","128.2721489,35.2243854","128.5793765,35.2457169","128.5793765,35.2457169","129.3419513,36.0915594"
"127.2148544,35.7636205","127.1894426,37.266435","127.2581649,35.7007058","128.2721941,35.2248585","127.3245437,37.2488329","128.2721941,35.2248585","127.2388967,35.723237","127.5415384,36.6539633","128.2721941,35.2248585","128.2721941,35.2248585","128.2721941,35.2248585","128.2721941,35.2248585","128.1806611,36.1435955","128.6317239,36.5901829","128.5791677,35.2457205","128.8836062,36.4721165","128.5791677,35.2457205","128.565043,35.2368859","128.2721941,35.2248585","128.5791677,35.2457205","128.5791677,35.2457205","129.341963,36.0916323"
"127.2152918,35.7622727","127.1916821,37.2654331","127.2591254,35.6992651","128.272224,35.2254679","127.3252636,37.2490774","128.272224,35.2254679","127.2395029,35.7210861","127.5415641,36.6539056","128.272224,35.2254679","128.272224,35.2254679","128.272224,35.2254679","128.272224,35.2254679","128.1808008,36.1436911","128.630299,36.5902081","128.5787037,35.2457084","128.8836721,36.4718047","128.5787037,35.2457084","128.5647762,35.2367404","128.272224,35.2254679","128.5787037,35.2457084","128.5787037,35.2457084","129.3419992,36.0918516"
"127.2153443,35.762116","127.1919214,37.265367","127.2604135,35.6969252","128.2722178,35.2259665","127.3256862,37.2492213","128.2722178,35.2259665","127.2399154,35.7197039","127.5416088,36.6538641","128.2722178,35.2259665","128.2722178,35.2259665","128.2722178,35.2259665","128.2722178,35.2259665","128.180974,36.1439183","128.6297313,36.590218","128.5781757,35.2456744","128.8838692,36.4710867","128.5781757,35.2456744","128.564273,35.2364951","128.2722178,35.2259665","128.5781757,35.2456744","128.5781757,35.2456744","129.3420019,36.0918723"
"127.2153578,35.7620754","127.1932861,37.264543","127.2609856,35.6959598","128.2721959,35.2263237","127.3263205,37.2494386","128.2721959,35.2263237","127.2405879,35.7179075","127.5416669,36.6538308","128.2721959,35.2263237","128.2721959,35.2263237","128.2721959,35.2263237","128.2721959,35.2263237","128.1810413,36.1441153","128.6289121,36.590233","128.5778377,35.2456323","128.8845483,36.4689198","128.5778377,35.2456323","128.5640219,35.2363728","128.2721959,35.2263237","128.5778377,35.2456323","128.5778377,35.2456323","129.3420297,36.0921117"
"127.2157996,35.7607024","127.1935978,37.2644312","127.2613544,35.6953384","128.2720759,35.2279304","127.3264309,37.2494784","128.2720759,35.2279304","127.241071,35.7168942","127.541743,36.6538037","128.2720759,35.2279304","128.2720759,35.2279304","128.2720759,35.2279304","128.2720759,35.2279304","128.1810508,36.1443235","128.6280427,36.5902565","128.5774479,35.2455817","128.8849393,36.4676866","128.5774479,35.2455817","128.5639468,35.2363383","128.2720759,35.2279304","128.5774479,35.2455817","128.5774479,35.2455817","129.3420367,36.0921747"
"127.216398,35.7588465","127.1947136,37.2637643","127.2622337,35.6940372","128.2720604,35.2281514","127.3278584,37.2499997","128.2720604,35.2281514","127.2414169,35.7162692","127.5418359,36.6537892","128.2720604,35.2281514","128.2720604,35.2281514","128.2720604,35.2281514","128.2720604,35.2281514","128.1810011,36.144487","128.6264873,36.5902992","128.577007,35.2454864","128.8850976,36.4672972","128.577007,35.2454864","128.5633243,35.2360544","128.2720604,35.2281514","128.577007,35.2454864","128.577007,35.2454864","129.3420502,36.0922745"
"127.2163991,35.7588411","127.1959865,37.2630284","127.2625477,35.6936285","128.2720448,35.2283526","127.3283237,37.2501663","128.2720448,35.2283526","127.2418903,35.715512","127.5419041,36.6538054","128.2720448,35.2283526","128.2720448,35.2283526","128.2720448,35.2283526","128.2720448,35.2283526","128.1808882,36.1446724","128.625091,36.5903701","128.5764038,35.2453313","128.885286,36.4669128","128.5764038,35.2453313","128.5631411,35.2359929","128.2720448,35.2283526","128.5764038,35.2453313","128.5764038,35.2453313","129.342096,36.0926209"
"127.2164785,35.7586014","127.1977895,37.2619847","127.2628705,35.6932306","128.2719374,35.2295453","127.3291597,37.2504451","128.2719374,35.2295453","127.2422091,35.7150393","127.5419825,36.6538306","128.2719374,35.2295453","128.2719374,35.2295453","128.2719374,35.2295453","128.2719374,35.2295453","128.1807227,36.144805","128.6249994,36.5903745","128.5758219,35.2451282","128.885954,36.4656268","128.5758219,35.2451282","128.5629404,35.2359414","128.2719374,35.2295453","128.5758219,35.2451282","128.5758219,35.2451282","129.3421605,36.0930977"
"127.2165691,35.7583203","127.1989923,37.2612658","127.263221,35.6928274","128.2719319,35.2296634","127.3298978,37.2506598","128.2719319,35.2296634","127.2424935,35.7146369","127.5420474,36.6538739","128.2719319,35.2296634","128.2719319,35.2296634","128.2719319,35.2296634","128.2719319,35.2296634","128.1805248,36.1449351","128.6240176,36.590428","128.5753501,35.2449385","128.8860765,36.4653621","128.5753501,35.2449385","128.5628292,35.2359253","128.2719319,35.2296634","128.5753501,35.2449385","128.5753501,35.2449385","129.3422459,36.0934263"
