0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
"126.9189538,37.4297917","128.5237753,34.9183699","127.3277935,34.8245599","127.0299954,37.3994557","126.8045162,37.6328235","127.5612705,34.9328886","126.8045162,37.6328235","127.2557646,37.4531042","126.8596722,37.3470164","127.0882874,37.6193244","128.5957588,35.2515368","126.8316669,37.4120296","127.2151123,37.5962997","127.1564903,37.5693276","126.8045162,37.6328235","127.2151123,37.5962997","127.1263398,37.5581151","127.1080416,37.7057883","127.0670145,37.5313758","127.0499171,37.6936544","127.1083629,37.705099","127.2151123,37.5962997","127.123288,37.7478372","127.2151123,37.5962997","127.1587516,37.5703437","127.2151123,37.5962997","127.123288,37.7478372","128.5402979,35.8785153"
"126.9192245,37.4298606","128.5236042,34.9183425","127.326475,34.8249647","127.0320529,37.3992647","126.804527,37.633003","127.5610898,34.9327471","126.804527,37.633003","127.2558495,37.4530458","126.8596886,37.3473455","127.0894541,37.618793","128.5955627,35.2515872","126.8320374,37.4112827","127.2157981,37.5964735","127.1566124,37.5693829","126.804527,37.633003","127.2157981,37.5964735","127.1269301,37.5589363","127.1077426,37.7065589","127.06847,37.5309782","127.0499088,37.6937075","127.1082253,37.7053743","127.2157981,37.5964735","127.123358,37.747676","127.2157981,37.5964735","127.1588115,37.5703745","127.2157981,37.5964735","127.123358,37.747676","128.5402005,35.8785153"
"126.9203536,37.4301609","128.5234045,34.9183108","127.3247558,34.8255547","127.0321954,37.3992445","126.8045456,37.6333095","127.5606066,34.9323289","126.8045456,37.6333095","127.2561181,37.4528607","126.8597191,37.3476152","127.0895495,37.6187492","128.5955244,35.2515975","126.8323743,37.4107492","127.2158241,37.5964799","127.1566519,37.5694011","126.8045456,37.6333095","127.2158241,37.5964799","127.1274272,37.5596121","127.1076364,37.7068938","127.0695922,37.5306713","127.049879,37.6939499","127.1080416,37.7057883","127.2158241,37.5964799","127.1233805,37.7474986","127.2158241,37.5964799","127.1589493,37.5704425","127.2158241,37.5964799","127.1233805,37.7474986","128.5399667,35.8785155"
"126.9206536,37.4302408","128.5231147,34.9182474","127.3211225,34.8272871","127.032719,37.3991718","126.8045476,37.6333411","127.5603009,34.9320432","126.8045476,37.6333411","127.256279,37.4527493","126.8597394,37.3477541","127.090063,37.6185094","128.5951117,35.2518077","126.8330239,37.4098749","127.2165033,37.5966086","127.1576373,37.5698402","126.8045476,37.6333411","127.2165033,37.5966086","127.1277491,37.5600061","127.1075516,37.7072685","127.0706691,37.5303859","127.0498732,37.6949044","127.1077426,37.7065589","127.2165033,37.5966086","127.1233654,37.7473399","127.2165033,37.5966086","127.1603359,37.5710847","127.2165033,37.5966086","127.1233654,37.7473399","128.5398958,35.8785161"
"126.9214649,37.4304178","128.5228477,34.9181658","127.3209397,34.8273816","127.0334393,37.3990709","126.8047113,37.6357243","127.5594374,34.9311798","126.8047113,37.6357243","127.256833,37.4524106","126.8597778,37.3480148","127.0904242,37.6183412","128.5949247,35.251877","126.8335282,37.4093315","127.2169935,37.5967017","127.1576385,37.5698402","126.8047113,37.6357243","127.2169935,37.5967017","127.1279178,37.5602239","127.1074423,37.707781","127.0715919,37.5301269","127.0498385,37.6953982","127.1076364,37.7068938","127.2169935,37.5967017","127.1233161,37.7472153","127.2169935,37.5967017","127.1621887,37.5718011","127.2169935,37.5967017","127.1233161,37.7472153","128.5395702,35.8785198"
"126.9235519,37.4308039","128.5226179,34.918082","127.3205619,34.8276028","127.0362489,37.3985655","126.804721,37.6359001","127.5593673,34.9311005","126.804721,37.6359001","127.257166,37.4522229","126.8599081,37.348487","127.0912568,37.6179818","128.5947361,35.251913","126.834278,37.4086228","127.2177429,37.5968162","127.1582182,37.5701024","126.804721,37.6359001","127.2177429,37.5968162","127.1282925,37.5607064","127.1074139,37.7079954","127.0722097,37.5299489","127.0498337,37.695436","127.1075516,37.7072685","127.2177429,37.5968162","127.1230548,37.7470369","127.2177429,37.5968162","127.1624219,37.5718099","127.2177429,37.5968162","127.1230548,37.7470369","128.5385623,35.8785331"
"126.9261638,37.4311248","128.5222011,34.9178466","127.3200198,34.8279691","127.0380177,37.3982768","126.8047662,37.6363961","127.5586616,34.9302964","126.8047662,37.6363961","127.2588305,37.4514376","126.8601493,37.3490742","127.091786,37.617761","128.594599,35.2519332","126.8354535,37.4075558","127.2182513,37.5968778","127.1587516,37.5703437","126.8047662,37.6363961","127.2182513,37.5968778","127.1285773,37.5610282","127.107384,37.7082918","127.0740721,37.5294392","127.0497837,37.6958306","127.1074423,37.707781","127.2182513,37.5968778","127.1228566,37.7469561","127.2182513,37.5968778","127.1625848,37.5718392","127.2182513,37.5968778","127.1228566,37.7469561","128.5384692,35.8785312"
"126.9280437,37.4312466","128.521945,34.9176747","127.3183868,34.829102","127.038547,37.3981896","126.8048645,37.6376513","127.5583865,34.9299828","126.8048645,37.6376513","127.258937,37.4513909","126.8602366,37.3493","127.0921619,37.6176226","128.5941996,35.2518998","126.8365414,37.4065551","127.2191867,37.596972","127.1588115,37.5703745","126.8048645,37.6376513","127.2191867,37.596972","127.128797,37.5612569","127.1073492,37.7088632","127.0748851,37.5291852","127.0497357,37.6964397","127.1074139,37.7079954","127.2191867,37.596972","127.1227409,37.7469269","127.2191867,37.596972","127.1627874,37.5718632","127.2191867,37.596972","127.1227409,37.7469269","128.5383052,35.8785272"
"126.9290677,37.431248","128.5215146,34.9173077","127.3173539,34.8298182","127.0392278,37.3980787","126.804966,37.6395312","127.5576227,34.9291301","126.804966,37.6395312","127.260112,37.4509408","126.8602577,37.3493416","127.0925671,37.6174969","128.5938869,35.2517827","126.8375996,37.4055912","127.2201189,37.5969958","127.1589493,37.5704425","126.804966,37.6395312","127.2201189,37.5969958","127.1293256,37.5617507","127.1073591,37.7093481","127.0749112,37.5291754","127.0497255,37.6966407","127.107384,37.7082918","127.2201189,37.5969958","127.1225548,37.746929","127.2201189,37.5969958","127.1630615,37.5718577","127.2201189,37.5969958","127.1225548,37.746929","128.5374398,35.8785076"
"126.9308568,37.4311241","128.5213509,34.9171685","127.3167811,34.8302087","127.0403043,37.3979251","126.8050087,37.6398045","127.5569313,34.9283585","126.8050087,37.6398045","127.26116,37.4505968","126.8610494,37.3509079","127.0932195,37.617327","128.593406,35.2514913","126.838325,37.4049463","127.2205244,37.5970076","127.1603359,37.5710847","126.8050087,37.6398045","127.2205244,37.5970076","127.1296344,37.5620401","127.1073844,37.7097123","127.0773075,37.5283151","127.0497191,37.6967479","127.1073492,37.7088632","127.2205244,37.5970076","127.1223467,37.7469959","127.2205244,37.5970076","127.1634365,37.5718326","127.2205244,37.5970076","127.1223467,37.7469959","128.5370874,35.8784998"
"126.931748,37.4310527","128.5207612,34.9166666","127.3159498,34.8307765","127.0407566,37.3978611","126.8051104,37.6404559","127.5560448,34.9273309","126.8051104,37.6404559","127.2618085,37.4503845","126.861166,37.3511429","127.0937324,37.6172052","128.5920752,35.2506946","126.8398091,37.4035953","127.2213866,37.5969664","127.1621887,37.5718011","126.8051104,37.6404559","127.2213866,37.5969664","127.1297009,37.5620962","127.1074398,37.7101947","127.0777757,37.5281626","127.049707,37.6968831","127.1073591,37.7093481","127.2213866,37.5969664","127.1221699,37.7471603","127.2213866,37.5969664","127.1636494,37.5718242","127.2213866,37.5969664","127.1221699,37.7471603","128.5362551,35.8784737"
"126.9326544,37.430911","128.5203321,34.9162275","127.3153014,34.8312264","127.0414554,37.3977611","126.8052122,37.6409585","127.5554268,34.9266513","126.8052122,37.6409585","127.2623767,37.4502009","126.8613558,37.3515342","127.0938742,37.6171742","128.5917957,35.2505068","126.8418394,37.4018066","127.2222864,37.596891","127.1624219,37.5718099","126.8052122,37.6409585","127.2222864,37.596891","127.1303458,37.5626471","127.1074946,37.71055","127.078244,37.5280093","127.0496771,37.6971344","127.1073844,37.7097123","127.2222864,37.596891","127.1221091,37.7472908","127.2222864,37.596891","127.1638114,37.5718076","127.2222864,37.596891","127.1221091,37.7472908","128.5360512,35.8784691"
"126.9338117,37.4306317","128.5202975,34.9161719","127.3146213,34.8316528","127.0460252,37.3972442","126.8053905,37.6416581","127.5546609,34.9257733","126.8053905,37.6416581","127.2626868,37.4500996","126.8613868,37.3515993","127.0941577,37.6171256","128.5910865,35.2499993","126.8439139,37.3998514","127.2231749,37.596775","127.1625848,37.5718392","126.8053905,37.6416581","127.2231749,37.596775","127.1312809,37.5633865","127.1075891,37.7109136","127.0785978,37.5278934","127.0496437,37.6974002","127.1074398,37.7101947","127.2231749,37.596775","127.1220754,37.7474556","127.2231749,37.596775","127.1642116,37.5717078","127.2231749,37.596775","127.1220754,37.7474556","128.535599,35.8784496"
"126.9342567,37.4305239","128.5201928,34.9160222","127.3135755,34.8322563","127.048225,37.3970462","126.8055108,37.6420022","127.5536408,34.9246384","126.8055108,37.6420022","127.2651901,37.4493213","126.8622337,37.3530641","127.0949743,37.6169914","128.5889455,35.2486995","126.8445744,37.3992556","127.2233189,37.596751","127.1627874,37.5718632","126.8055108,37.6420022","127.2233189,37.596751","127.1316215,37.563657","127.1077706,37.7115667","127.0797173,37.5276495","127.0495486,37.6981308","127.1074946,37.71055","127.2233189,37.596751","127.1220888,37.7477062","127.2233189,37.596751","127.1645246,37.5716158","127.2233189,37.596751","127.1220888,37.7477062","128.5354649,35.8784435"
"126.9355238,37.4302181","128.5200608,34.9158006","127.312901,34.8326123","127.0485177,37.3970194","126.8057054,37.6425324","127.5527128,34.9235865","126.8057054,37.6425324","127.2658069,37.449127","126.8637405,37.3556718","127.0970995,37.6166661","128.5886741,35.2484585","126.844801,37.3990504","127.2242982,37.5965928","127.1630615,37.5718577","126.8057054,37.6425324","127.2242982,37.5965928","127.1323278,37.5641721","127.1079466,37.7119738","127.0805647,37.5274974","127.0495246,37.6983461","127.1075891,37.7109136","127.2242982,37.5965928","127.1221612,37.7482067","127.2242982,37.5965928","127.1660734,37.5711794","127.2242982,37.5965928","127.1221612,37.7482067","128.5353684,35.8784398"
"126.9360698,37.4300575","128.5199527,34.9155562","127.3124346,34.8328335","127.0512755,37.3968469","126.805871,37.6428804","127.5525123,34.9233693","126.805871,37.6428804","127.2675655,37.4485806","126.8637561,37.3556998","127.0972197,37.6166485","128.588285,35.2482095","126.845229,37.3986751","127.2244116,37.5965742","127.1634365,37.5718326","126.805871,37.6428804","127.2244116,37.5965742","127.1336859,37.5650074","127.1081349,37.7124098","127.0808558,37.5274633","127.0495141,37.698575","127.1077706,37.7115667","127.2244116,37.5965742","127.122195,37.748707","127.2244116,37.5965742","127.1663672,37.5710757","127.2244116,37.5965742","127.122195,37.748707","128.5351457,35.8784327"
"126.9365059,37.4299307","128.5198547,34.9153334","127.3119956,34.8330303","127.0537921,37.3967392","126.8060833,37.6433305","127.5513685,34.9220775","126.8060833,37.6433305","127.2692822,37.4480477","126.8637705,37.355726","127.0978808,37.6165498","128.5879017,35.2479848","126.8455376,37.398401","127.2245861,37.5965421","127.1636494,37.5718242","126.8060833,37.6433305","127.2245861,37.5965421","127.1338157,37.5650826","127.1088022,37.7136721","127.0814085,37.5273986","127.0495072,37.6987769","127.1079466,37.7119738","127.2245861,37.5965421","127.1221839,37.7499995","127.2245861,37.5965421","127.1666781,37.5709279","127.2245861,37.5965421","127.1221839,37.7499995","128.534924,35.8784247"
"126.9381428,37.4294509","128.519806,34.9151977","127.311272,34.833333","127.0553194,37.3965764","126.8062523,37.6436876","127.5513071,34.922009","126.8062523,37.6436876","127.2699363,37.4478281","126.8639195,37.3560053","127.0988618,37.6164035","128.5877876,35.2479155","126.8456617,37.3982909","127.2257435,37.5963303","127.1638114,37.5718076","126.8062523,37.6436876","127.2257435,37.5963303","127.1344685,37.565437","127.1103942,37.7166797","127.0816881,37.5273852","127.0495091,37.6990302","127.1081349,37.7124098","127.2257435,37.5963303","127.1221181,37.7506627","127.2257435,37.5963303","127.1669746,37.5707151","127.2257435,37.5963303","127.1221181,37.7506627","128.5342002,35.8783895"
"126.9384274,37.4293251","128.5197787,34.9151195","127.3108429,34.8334992","127.0561506,37.3964524","126.8064113,37.6440211","127.5507944,34.9214042","126.8064113,37.6440211","127.2702023,37.4477439","126.8644642,37.3572927","127.1019589,37.6159047","128.5874197,35.2476925","126.846895,37.3971701","127.2264939,37.5961923","127.1642116,37.5717078","126.8064113,37.6440211","127.2264939,37.5961923","127.1347632,37.5655975","127.1109098,37.7176692","127.082442,37.52735","127.0495304,37.6992592","127.1088022,37.7136721","127.2264939,37.5961923","127.1220364,37.7511041","127.2264939,37.5961923","127.167624,37.5700815","127.2264939,37.5961923","127.1220364,37.7511041","128.5334052,35.878335"
"126.9389876,37.429079","128.5196871,34.9148777","127.3102803,34.8337129","127.0564129,37.3964138","126.806915,37.6448271","127.5501403,34.9206208","126.806915,37.6448271","127.2736662,37.4466536","126.8654052,37.3595197","127.1020213,37.6158923","128.5868556,35.2473495","126.8471786,37.3969111","127.2266832,37.5961576","127.1645246,37.5716158","126.806915,37.6448271","127.2266832,37.5961576","127.1350716,37.5657562","127.1116202,37.7189469","127.0831742,37.5273661","127.0495686,37.6995018","127.1103942,37.7166797","127.2266832,37.5961576","127.1219415,37.7512254","127.2266832,37.5961576","127.1698754,37.5674748","127.2266832,37.5961576","127.1219415,37.7512254","128.5331113,35.8783069"
"126.9407883,37.4282853","128.5195422,34.9144939","127.3090917,34.8340682","127.0584695,37.3961493","126.8074934,37.645648","127.5500581,34.920537","126.8074934,37.645648","127.2741302,37.446494","126.865575,37.3598748","127.102112,37.6158746","128.5859372,35.2468078","126.8473482,37.396757","127.2267739,37.5961416","127.1660734,37.5711794","126.8074934,37.645648","127.2267739,37.5961416","127.1351348,37.5657861","127.111727,37.7191393","127.0839368,37.5273994","127.0496272,37.6997562","127.1109098,37.7176692","127.2267739,37.5961416","127.1218949,37.7514614","127.2267739,37.5961416","127.1722929,37.5646594","127.2267739,37.5961416","127.1218949,37.7514614","128.5329348,35.8783643"
"126.9426424,37.4274612","128.5194604,34.9143394","127.3079471,34.8343396","127.0592451,37.3960503","126.807701,37.6458755","127.5498094,34.9202503","126.807701,37.6458755","127.2749722,37.4462036","126.8662521,37.3612747","127.1025749,37.6157662","128.5851868,35.2464124","126.8485382,37.3956747","127.2279369,37.5959325","127.1663672,37.5710757","126.807701,37.6458755","127.2279369,37.5959325","127.1360815,37.5662415","127.112341,37.7201886","127.0840748,37.527408","127.0497051,37.7000007","127.1116202,37.7189469","127.2279369,37.5959325","127.121888,37.7514902","127.2279369,37.5959325","127.1725565,37.5644555","127.2279369,37.5959325","127.121888,37.7514902","128.5328285,35.8783715"
"126.9434407,37.4271053","128.5193052,34.9140937","127.307458,34.8344489","127.0595616,37.3960217","126.8079793,37.6461809","127.5493088,34.9196419","126.8079793,37.6461809","127.275709,37.4459148","126.866312,37.3613994","127.10266,37.6157439","128.5847436,35.2462261","126.8491998,37.3950736","127.2289819,37.5957745","127.1666781,37.5709279","126.8079793,37.6461809","127.2289819,37.5957745","127.1362194,37.5662969","127.1133633,37.7221704","127.0850885,37.5274738","127.0497922,37.7002345","127.111727,37.7191393","127.2289819,37.5957745","127.1217349,37.7521288","127.2289819,37.5957745","127.1727684,37.5641523","127.2289819,37.5957745","127.1217349,37.7521288","128.5325993,35.8783825"
"126.9462364,37.4259557","128.5192081,34.9139394","127.3069263,34.8345481","127.0601243,37.3960103","126.8087278,37.6470018","127.5489045,34.9191136","126.8087278,37.6470018","127.2764537,37.4456349","126.8674396,37.3641438","127.1032739,37.6155828","128.5842721,35.2460626","126.8505452,37.3939092","127.2298739,37.5956494","127.1669746,37.5707151","126.8087278,37.6470018","127.2298739,37.5956494","127.1366026,37.5664252","127.113934,37.7232755","127.085756,37.5275167","127.0498997,37.7004612","127.112341,37.7201886","127.2298739,37.5956494","127.1212873,37.7533045","127.2298739,37.5956494","127.1729473,37.5638977","127.2298739,37.5956494","127.1212873,37.7533045","128.532575,35.8783827"
