0,1,2,3,4,5,6,7
"127.1536711,35.2580925",,"127.7778111,37.4014687","129.4271535,35.7909389","129.1352864,36.0576661","129.1352864,36.0576661","129.4271535,35.7909389","126.9781116,37.1801042"
"127.1510805,35.2590012",,"127.7779695,37.4015125","129.4272327,35.7917896","129.1376996,36.0586076","129.1376996,36.0586076","129.4272327,35.7917896","126.9787212,37.1799194"
"127.1502438,35.2592702",,"127.7784343,37.4016421","129.4272669,35.792384","129.139524,36.0594833","129.139524,36.0594833","129.4272669,35.792384","126.9793725,37.179732"
"127.1497595,35.2593978",,"127.7811262,37.402392","129.4273115,35.7936318","129.1413615,36.060447","129.1413615,36.060447","129.4273115,35.7936318","126.9807219,37.179436"
"127.1486581,35.259638",,"127.7827524,37.4027829","129.427312,35.7937895","129.1414042,36.0604726","129.1414042,36.0604726","129.427312,35.7937895","126.9816501,37.1792787"
"127.1477055,35.2597696",,"127.7840288,37.4029674","129.427194,35.7954113","129.143094,36.0614861","129.143094,36.0614861","129.427194,35.7954113","126.9819444,37.1792349"
"127.147623,35.2597784",,"127.7853861,37.4030614","129.4271366,35.7960577","129.1436987,36.0618943","129.1436987,36.0618943","129.4271366,35.7960577","126.982622,37.1791486"
"127.1472864,35.2598162",,"127.7860618,37.4030724","129.4268793,35.7977277","129.1444638,36.0624328","129.1444638,36.0624328","129.4268793,35.7977277","126.9826322,37.1791469"
"127.1458622,35.259941",,"127.7869306,37.4030514","129.4268333,35.7979773","129.1444942,36.0624558","129.1444942,36.0624558","129.4268333,35.7979773","126.9834945,37.1790695"
"127.1445622,35.2600661",,"127.7881122,37.4029782","129.426807,35.7981228","129.1449174,36.0627809","129.1449174,36.0627809","129.426807,35.7981228","126.9847316,37.1790433"
"127.1439494,35.2601743",,"127.788651,37.4029399","129.4265094,35.7993644","129.1449411,36.0627995","129.1449411,36.0627995","129.4265094,35.7993644","126.9876398,37.1791209"
"127.1432122,35.2603326",,"127.7889786,37.4029166","129.4264238,35.7997156","129.145273,36.0630626","129.145273,36.0630626","129.4264238,35.7997156","126.9882493,37.1791235"
"127.142762,35.2604575",,"127.7900514,37.402758","129.4261931,35.8004702","129.145343,36.0631185","129.145343,36.0631185","129.4261931,35.8004702","126.9889929,37.1791015"
"127.1419374,35.2607247",,"127.7907322,37.4026455","129.4258133,35.8015589","129.145786,36.0634946","129.145786,36.0634946","129.4258133,35.8015589","126.9891946,37.1790906"
"127.1390368,35.2618243",,"127.7929212,37.4021651","129.4253175,35.8027947","129.1459556,36.0636392","129.1459556,36.0636392","129.4253175,35.8027947","126.9899069,37.1790441"
"127.1373993,35.2624244",,"127.7935218,37.4020419","129.4250823,35.8032762","129.14628,36.0639151","129.14628,36.0639151","129.4250823,35.8032762","126.9903121,37.1789368"
"127.1362907,35.2627719",,"127.7942828,37.4019102","129.4246326,35.8042678","129.147112,36.064624","129.147112,36.064624","129.4246326,35.8042678","126.9906503,37.178895"
"127.1357988,35.2628822",,"127.7956446,37.4016824","129.4243704,35.8047723","129.14713,36.0646399","129.14713,36.0646399","129.4243704,35.8047723","126.9910168,37.1788343"
"127.1352464,35.2629923",,"127.7971494,37.4013631","129.4241532,35.8051283","129.1472976,36.0647945","129.1472976,36.0647945","129.4241532,35.8051283","126.9915021,37.1786994"
"127.1343775,35.2630736",,"127.7994321,37.4008913","129.4241149,35.8051911","129.1510457,36.0682334","129.1510457,36.0682334","129.4241149,35.8051911","126.9923239,37.1784559"
"127.1341092,35.2630746",,"127.8018264,37.4003525","129.4237986,35.8057037","129.1518421,36.0689355","129.1518421,36.0689355","129.4237986,35.8057037","126.9929722,37.1782018"
"127.1337014,35.263076",,"127.8024856,37.4002048","129.423739,35.8058011","129.1571188,36.0737666","129.1571188,36.0737666","129.423739,35.8058011","126.9933779,37.1780143"
"127.1331629,35.263032",,"127.8035049,37.3999607","129.4225265,35.8076549","129.1637619,36.0797991","129.1637619,36.0797991","129.4225265,35.8076549","126.9933892,37.1780089"
"127.1322366,35.2629075",,"127.8070808,37.3988508","129.4224172,35.8078027","129.1656281,36.0814562","129.1656281,36.0814562","129.4224172,35.8078027","126.9939159,37.1777389"
"127.1316458,35.2627569",,"127.8088029,37.3983542","129.4218922,35.8085197","129.1660242,36.0818077","129.1660242,36.0818077","129.4218922,35.8085197","126.9942676,37.1775421"
"127.1310114,35.2625431",,"127.8105214,37.3978233","129.4209579,35.8096092","129.1666891,36.0823727","129.1666891,36.0823727","129.4209579,35.8096092","126.9945165,37.177389"
"127.1309378,35.262514",,"127.8139449,37.3967768","129.4198554,35.8108419","129.1677968,36.0831821","129.1677968,36.0831821","129.4198554,35.8108419","126.995242,37.176872"
"127.1307119,35.2624015",,"127.8142348,37.3966823","129.4186188,35.8122959","129.167988,36.0832957","129.167988,36.0832957","129.4186188,35.8122959","126.995772,37.1764515"
"127.1303992,35.2622581",,"127.8169426,37.3957944","129.4175901,35.8134689","129.1680499,36.0833327","129.1680499,36.0833327","129.4175901,35.8134689","126.9963672,37.1758735"
"127.1297741,35.261918",,"127.8196761,37.3948631","129.4175395,35.8135265","129.1689616,36.0838582","129.1689616,36.0838582","129.4175395,35.8135265","126.9964752,37.1757325"
"127.1278619,35.2605578",,"127.8212779,37.3943008","129.4167711,35.814388","129.1695434,36.0841629","129.1695434,36.0841629","129.4167711,35.814388","126.9965297,37.1756624"
"127.1263554,35.259454",,"127.823464,37.3935179","129.4164666,35.8147507","129.1700745,36.0844413","129.1700745,36.0844413","129.4164666,35.8147507","126.9966745,37.1753962"
"127.1258391,35.2591116",,"127.8257798,37.392694","129.4159754,35.815404","129.1705151,36.0846353","129.1705151,36.0846353","129.4159754,35.815404","126.9967993,37.1750984"
"127.1255288,35.2589483",,"127.8288571,37.3916362","129.4153298,35.8163572","129.1716451,36.0851342","129.1716451,36.0851342","129.4153298,35.8163572","126.9968569,37.1749048"
"127.1249989,35.2586996",,"127.8295543,37.3914144","129.414812,35.8171948","129.172799,36.0855508","129.172799,36.0855508","129.414812,35.8171948","126.9968637,37.1748967"
"127.124425,35.2584832",,"127.8307931,37.3910422","129.414376,35.8180257","129.1735431,36.0857631","129.1735431,36.0857631","129.414376,35.8180257","126.9969273,37.1746599"
"127.1240869,35.2583658",,"127.8325773,37.3906226","129.4140589,35.8186942","129.1748762,36.0860951","129.1748762,36.0860951","129.4140589,35.8186942","126.9969725,37.1744546"
"127.1239124,35.2583076",,"127.833137,37.3904939","129.4135387,35.820033","129.1755141,36.0862196","129.1755141,36.0862196","129.4135387,35.820033","126.9970343,37.1741421"
"127.1229614,35.2580828",,"127.8357811,37.3901169","129.4131354,35.8210761","129.1767388,36.0864116","129.1767388,36.0864116","129.4131354,35.8210761","126.9970773,37.1737736"
"127.1227263,35.2580505",,"127.8365399,37.3900255","129.412173,35.8236814","129.1777228,36.086516","129.1777228,36.086516","129.412173,35.8236814","126.9970995,37.1734915"
"127.1220496,35.2579582",,"127.8379053,37.3899558","129.4110639,35.8266378","129.1786125,36.0865729","129.1786125,36.0865729","129.4110639,35.8266378","126.9971149,37.1732068"
"127.1216243,35.2579326",,"127.8380307,37.3899491","129.4105762,35.8279022","129.1788682,36.0865892","129.1788682,36.0865892","129.4105762,35.8279022","126.9971247,37.172748"
"127.1213956,35.2579255",,"127.8390903,37.3899272","129.4102598,35.8287861","129.1800201,36.0865947","129.1800201,36.0865947","129.4102598,35.8287861","126.9971233,37.1715906"
"127.1205865,35.2579257",,"127.8398868,37.3899465","129.4101131,35.8293167","129.1803674,36.0865808","129.1803674,36.0865808","129.4101131,35.8293167","126.9971866,37.1707138"
"127.1202247,35.2579489",,"127.8403139,37.3899624","129.4100846,35.8294217","129.1812429,36.0865459","129.1812429,36.0865459","129.4100846,35.8294217","126.9972506,37.1700668"
"127.1197121,35.2580158",,"127.8418973,37.3901246","129.4099456,35.8299937","129.18157,36.0865197","129.18157,36.0865197","129.4099456,35.8299937","126.9974096,37.1695303"
"127.1192292,35.2580865",,"127.8426274,37.3902036","129.4098294,35.8306887","129.1818549,36.0864968","129.1818549,36.0864968","129.4098294,35.8306887","126.9975306,37.1692883"
"127.1187067,35.2581624",,"127.8434392,37.39035","129.4096882,35.8314473","129.1820855,36.0864782","129.1820855,36.0864782","129.4096882,35.8314473","126.9976872,37.1687634"
"127.1176307,35.2583447",,"127.8434856,37.390358","129.4095196,35.8330501","129.18306,36.0863437","129.18306,36.0863437","129.4095196,35.8330501","126.9978985,37.1681505"
"127.117557,35.258358",,"127.84522,37.3906765","129.4095053,35.8333325","129.1840009,36.086198","129.1840009,36.086198","129.4095053,35.8333325","126.998028,37.1678229"
"127.1172511,35.2584211",,"127.8481222,37.3914071","129.4091267,35.8372589","129.1863175,36.0857264","129.1863175,36.0857264","129.4091267,35.8372589","126.9984535,37.1666664"
"127.1169727,35.2584779",,"127.8500877,37.3918655","129.4090928,35.8375975","129.1879068,36.0853642","129.1879068,36.0853642","129.4090928,35.8375975","126.9985986,37.1661875"
"127.1163246,35.2585994",,"127.8504338,37.3919519","129.4090444,35.8380725","129.1891118,36.0850551","129.1891118,36.0850551","129.4090444,35.8380725","126.9986771,37.1658939"
"127.1141097,35.258999",,"127.8530794,37.3926291","129.4088319,35.8401537","129.1901476,36.0847773","129.1901476,36.0847773","129.4088319,35.8401537","126.9987389,37.1655769"
"127.1135497,35.2591036",,"127.8541518,37.3929333","129.4086144,35.8421214","129.1909101,36.0845493","129.1909101,36.0845493","129.4086144,35.8421214","126.9987894,37.1652688"
"127.1128401,35.2592176",,"127.8543939,37.3929974","129.4086009,35.8422515","129.1920847,36.0841658","129.1920847,36.0841658","129.4086009,35.8422515","126.9988392,37.1648932"
"127.1117135,35.259398",,"127.8554176,37.3932711","129.4084808,35.8433829","129.1932334,36.0837674","129.1932334,36.0837674","129.4084808,35.8433829","126.9988391,37.1645605"
"127.108471,35.2599664",,"127.8578166,37.393866","129.4084493,35.8436845","129.1944246,36.0833331","129.1944246,36.0833331","129.4084493,35.8436845","126.9988269,37.1641936"
"127.1066049,35.2603003",,"127.8591613,37.3941603","129.4081157,35.8472307","129.1949217,36.0831071","129.1949217,36.0831071","129.4081157,35.8472307","126.9988146,37.1638348"
"127.1057203,35.2604363",,"127.8608549,37.3944228","129.4079725,35.8485058","129.1957619,36.0827247","129.1957619,36.0827247","129.4079725,35.8485058","126.9987894,37.1635607"
"127.1050614,35.2605162",,"127.8623583,37.3945877","129.4079533,35.8486765","129.1971022,36.0820972","129.1971022,36.0820972","129.4079533,35.8486765","126.9987265,37.1631935"
"127.1025905,35.2606587",,"127.8633866,37.3946503","129.4079206,35.8489754","129.1972748,36.0820163","129.1972748,36.0820163","129.4079206,35.8489754","126.998627,37.1627433"
"127.1006449,35.2608128",,"127.8642783,37.3947044","129.4075156,35.8530069","129.1975056,36.0819022","129.1975056,36.0819022","129.4075156,35.8530069","126.9985149,37.1623183"
"127.0999497,35.2608962",,"127.8650816,37.3947136","129.4074845,35.8533238","129.1987187,36.0813027","129.1987187,36.0813027","129.4074845,35.8533238","126.9983274,37.1617099"
"127.0994161,35.2609783",,"127.8668935,37.3946683","129.4074075,35.8540858","129.1997948,36.0806834","129.1997948,36.0806834","129.4074075,35.8540858","126.9981018,37.1609103"
"127.0989453,35.2610515",,"127.8684091,37.3945618","129.4072849,35.8553453","129.2006148,36.0801868","129.2006148,36.0801868","129.4072849,35.8553453","126.9978517,37.1600773"
"127.0979614,35.2612493",,"127.8685006,37.3945534","129.4071831,35.8559049","129.2013205,36.0797495","129.2013205,36.0797495","129.4071831,35.8559049","126.9978297,37.1599933"
"127.0977941,35.2612894",,"127.8690223,37.3945067","129.4071361,35.8561626","129.2016109,36.0795696","129.2016109,36.0795696","129.4071361,35.8561626","126.9976891,37.1594519"
"127.0969114,35.2614992",,"127.8696704,37.3944325","129.4069317,35.8572909","129.2025961,36.0789588","129.2025961,36.0789588","129.4069317,35.8572909","126.9976021,37.1589936"
"127.0959372,35.2617575",,"127.870061,37.3943763","129.4062203,35.8594431","129.2037957,36.0782503","129.2037957,36.0782503","129.4062203,35.8594431","126.9975573,37.1586058"
"127.094812,35.2620828",,"127.870437,37.3943238","129.4058396,35.8605634","129.2041391,36.078058","129.2041391,36.078058","129.4058396,35.8605634","126.9975509,37.1585517"
"127.0925716,35.2629319",,"127.8708739,37.3942584","129.4057025,35.8608955","129.2053483,36.0773818","129.2053483,36.0773818","129.4057025,35.8608955","126.9975069,37.1580666"
"127.0923249,35.2630258",,"127.8719416,37.3940586","129.4055804,35.8611138","129.2059568,36.077072","129.2059568,36.077072","129.4055804,35.8611138","126.9974932,37.157577"
"127.0917048,35.2632608",,"127.8736399,37.3936512","129.4054465,35.8613521","129.2067597,36.0766631","129.2067597,36.0766631","129.4054465,35.8613521","126.9975055,37.1570867"
"127.0900304,35.2639035",,"127.8749993,37.3932638","129.4052894,35.8616331","129.2092564,36.0755033","129.2092564,36.0755033","129.4052894,35.8616331","126.9975346,37.1566028"
"127.0893081,35.2641364",,"127.875306,37.3931511","129.4050802,35.8620069","129.2149231,36.0729515","129.2149231,36.0729515","129.4050802,35.8620069","126.9975478,37.1563072"
"127.088401,35.2643587",,"127.8756737,37.3930318","129.4039085,35.8639961","129.2167837,36.0721135","129.2167837,36.0721135","129.4039085,35.8639961","126.9976094,37.1558405"
"127.087501,35.2644918",,"127.876135,37.3928744","129.4031964,35.8650621","129.2186066,36.071277","129.2186066,36.071277","129.4031964,35.8650621","126.9978144,37.154812"
"127.0867212,35.2645514",,"127.8769321,37.3925636","129.4031215,35.8651696","129.2187638,36.0712053","129.2187638,36.0712053","129.4031215,35.8651696","126.9980862,37.1535737"
"127.085934,35.2645559",,"127.8777079,37.3922619","129.4026749,35.86576","129.2201249,36.0705827","129.2201249,36.0705827","129.4026749,35.86576","126.9982894,37.1526434"
"127.0852802,35.2644968",,"127.8782129,37.3920484","129.4018243,35.8669183","129.2213234,36.0700445","129.2213234,36.0700445","129.4018243,35.8669183","126.9985647,37.15136"
"127.0819208,35.2641958",,"127.8784699,37.3919367","129.4010958,35.867898","129.2246123,36.0685666","129.2246123,36.0685666","129.4010958,35.867898","126.9987143,37.1507189"
"127.0797704,35.2639792",,"127.8789051,37.3917479","129.4007202,35.8684033","129.225899,36.0679495","129.225899,36.0679495","129.4007202,35.8684033","126.9988766,37.1501769"
"127.0791651,35.263895",,"127.87902,37.3916979","129.40057,35.868604","129.2267745,36.0675159","129.2267745,36.0675159","129.40057,35.868604","126.9990773,37.149627"
"127.078451,35.2637961",,"127.8800289,37.3912602","129.3997877,35.8696558","129.2280497,36.0668331","129.2280497,36.0668331","129.3997877,35.8696558","126.9992766,37.1491185"
"127.0776557,35.2636607",,"127.8802397,37.391164","129.3973145,35.873042","129.2295247,36.0658914","129.2295247,36.0658914","129.3973145,35.873042","126.9994649,37.1487353"
"127.070849,35.2622581",,"127.8832976,37.3897921","129.3972544,35.873125","129.2308124,36.064966","129.2308124,36.064966","129.3972544,35.873125","126.9999997,37.1478975"
"127.0658195,35.2612014",,"127.8834622,37.3897231","129.3968126,35.8737305","129.2315124,36.064433","129.2315124,36.064433","129.3968126,35.8737305","127.0001725,37.1476467"
"127.0654121,35.2611161",,"127.8837056,37.389615","129.3949565,35.8763425","129.2316336,36.0643411","129.2316336,36.0643411","129.3949565,35.8763425","127.0005989,37.1470247"
"127.0647152,35.2608999",,"127.8839108,37.3895296","129.3936989,35.8779543","129.2327365,36.0634995","129.2327365,36.0634995","129.3936989,35.8779543","127.0012249,37.1461827"
"127.0639746,35.2606267",,"127.8840389,37.3893976","129.3932941,35.8784899","129.2333604,36.0630388","129.2333604,36.0630388","129.3932941,35.8784899","127.0017115,37.1454745"
"127.0638671,35.2605767",,"127.8846092,37.389138","129.3925343,35.8795629","129.233899,36.0626416","129.233899,36.0626416","129.3925343,35.8795629","127.0019095,37.1451553"
"127.0633616,35.2603414",,"127.8851649,37.3888946","129.3921136,35.8802248","129.2354287,36.0615152","129.2354287,36.0615152","129.3921136,35.8802248","127.0020119,37.1449908"
"127.0625868,35.2598832",,"127.8852607,37.3888528","129.3917786,35.8808107","129.2356024,36.0613873","129.2356024,36.0613873","129.3917786,35.8808107","127.002318,37.1443376"
"127.0619867,35.2594491",,"127.8871249,37.3880292","129.3917542,35.8808543","129.2358755,36.0611869","129.2358755,36.0611869","129.3917542,35.8808543","127.0024747,37.1439552"
"127.0617809,35.2592843",,"127.8896812,37.3869013","129.391395,35.8815388","129.2366314,36.0606197","129.2366314,36.0606197","129.391395,35.8815388","127.0026856,37.1433954"
"127.0598369,35.2577245",,"127.8907045,37.3864454","129.3911207,35.8821155","129.239995,36.0580838","129.239995,36.0580838","129.3911207,35.8821155","127.0028017,37.143029"
