0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
"127.1495248,37.0070064","129.0773416,35.8595435","127.1599238,37.5336872","127.2777286,36.2432629","126.9599934,35.2256165","127.4618667,35.0053842","129.2038931,36.0783382","128.9087088,35.978765","127.2470175,36.4760997","126.8405105,37.3938284","127.260112,37.4509408","129.4477401,35.6501203","128.5963748,35.9121748","128.5963748,35.9121748","126.8502282,37.4396409","128.5393125,35.9427745","129.4375952,35.6441188","127.0059382,37.5030922"
"127.14911,37.0079788","129.0751537,35.8616907","127.1595904,37.534319","127.2775838,36.2429075","126.9597837,35.2262576","127.4615839,35.0053986","129.2027131,36.0790311","128.9087707,35.9795685","127.2467217,36.4767563","126.8417148,37.3940857","127.26116,37.4505968","129.4482203,35.6511096","128.5993612,35.9127155","128.5993612,35.9127155","126.8513118,37.4394332","128.5396619,35.943133","129.4379623,35.6443644","127.0060217,37.5031259"
"127.1479773,37.01011","129.0741735,35.8626384","127.1593141,37.5348446","127.2765741,36.2402829","126.9597725,35.2262882","127.4615554,35.0054013","129.2023118,36.0792666","128.908837,35.979675","127.2465665,36.4771346","126.843206,37.3943518","127.2618085,37.4503845","129.4483445,35.6513573","128.6046243,35.9136661","128.6046243,35.9136661","126.8529869,37.4390575","128.5399869,35.9434827","129.438219,35.6445207","127.006209,37.5032042"
"127.1469116,37.0120747","129.0737953,35.863004","127.1585926,37.5361945","127.2762107,36.239305","126.9597344,35.2263953","127.4607817,35.0054849","129.2015276,36.0797736","128.9088994,35.9798825","127.2464185,36.4776788","126.8440669,37.3944801","127.2623767,37.4502009","129.4486704,35.6519966","128.6047498,35.9136911","128.6047498,35.9136911","126.8541313,37.4387465","128.5402999,35.9437577","129.438571,35.6447368","127.0096102,37.504555"
"127.1459865,37.0137828","129.0727705,35.8638793","127.1585458,37.5362809","127.2742415,36.234047","126.9593672,35.2274162","127.4601942,35.0055758","129.2007225,36.0802925","128.9089744,35.9800412","127.2463743,36.4778834","126.8450293,37.394626","127.2626868,37.4500996","129.4490186,35.6526905","128.6080873,35.9142833","128.6080873,35.9142833","126.8552964,37.4383986","128.5407369,35.9441082","129.4389325,35.6449348","127.009697,37.5045906"
"127.1444115,37.0166997","129.0723908,35.8642268","127.1581494,37.5370748","127.2741741,36.2338666","126.9593348,35.2275053","127.459473,35.0056937","129.1999124,36.0807827","128.9090245,35.9801163","127.2463573,36.4779537","126.8460131,37.3947793","127.2651901,37.4493213","129.4491615,35.6529821","128.6087461,35.9143962","128.6087461,35.9143962","126.8573406,37.4376868","128.5411624,35.9444318","129.4389862,35.6449636","127.009837,37.5046353"
"127.1443774,37.0167753","129.0721163,35.8644035","127.1579825,37.5374393","127.2741454,36.2337935","126.9591295,35.2281293","127.4579155,35.0060836","129.1988131,36.0814077","128.9091242,35.9802332","127.2463058,36.4783376","126.8504077,37.3954507","127.2658069,37.449127","129.4491953,35.6530518","128.6109491,35.914777","128.6109491,35.914777","126.858096,37.4373782","128.5412621,35.9445076","129.4392825,35.6451139","127.0099523,37.504661"
"127.1442741,37.0169995","129.0715465,35.8647697","127.1576289,37.5382793","127.2738239,36.2329743","126.9590179,35.2285589","127.4556903,35.0067113","129.1984792,36.0815792","128.9092864,35.9803747","127.2462916,36.4785972","126.8512515,37.3955941","127.2675655,37.4485806","129.4493383,35.6533452","128.6125778,35.9150595","128.6125778,35.9150595","126.8588369,37.4370577","128.542337,35.9452249","129.439754,35.6453371","127.010185,37.5047134"
"127.1436579,37.0184823","129.0710043,35.8651275","127.1574238,37.5388177","127.2738118,36.2329373","126.9589408,35.2289192","127.4555314,35.0067563","129.1973489,36.0821577","128.9094993,35.9805579","127.2462441,36.47912","126.8533193,37.3959516","127.2692822,37.4480477","129.4495382,35.6537548","128.6130656,35.9151469","128.6130656,35.9151469","126.860724,37.4361999","128.5452848,35.9471457","129.4416986,35.6460558","127.010289,37.5047291"
"127.1435747,37.0187164","129.0705494,35.8654274","127.1573435,37.5390473","127.2735006,36.2320252","126.9588767,35.2292986","127.4529182,35.0074975","129.1961834,36.082698","128.9096865,35.9807333","127.2462379,36.4796356","126.854964,37.3962355","127.2699363,37.4478281","129.4498121,35.6542994","128.6131112,35.9151555","128.6131112,35.9151555","126.8623116,37.4353414","128.5454347,35.9472418","129.4441366,35.6468999","127.0103975,37.5047422"
"127.1435633,37.0187569","129.0669421,35.8676715","127.1572541,37.5393039","127.2733753,36.2315111","126.9588462,35.2299161","127.4507829,35.00809","129.1958744,36.0828412","128.9097625,35.9808243","127.2462386,36.4801207","126.8551276,37.3962634","127.2702023,37.4477439","129.4501395,35.655045","128.6133434,35.9152002","128.6133434,35.9152002","126.8630585,37.434965","128.5455543,35.9473201","129.4446483,35.6471413","127.01119,37.5048473"
"127.1433243,37.0196162","129.0649728,35.8690755","127.1571127,37.5397614","127.273372,36.2314858","126.958868,35.2306078","127.4500759,35.0082935","129.1950168,36.0832427","128.9098118,35.9809166","127.2462401,36.4806931","126.8556743,37.396279","127.2736662,37.4466536","129.4503138,35.6554902","128.6135123,35.9152329","128.6135123,35.9152329","126.8631369,37.4349249","128.5461225,35.947692","129.4453481,35.6475339","127.0113675,37.5048553"
"127.1429365,37.0210663","129.0641415,35.8697219","127.1569101,37.5405017","127.2733122,36.2309908","126.9589916,35.2313523","127.4493458,35.0085033","129.1948243,36.0833329","128.9098492,35.9810829","127.2462397,36.4808166","126.8561623,37.396288","127.2741302,37.446494","129.4503823,35.6557172","128.6176544,35.9159725","128.6176544,35.9159725","126.8637121,37.4346747","128.5471985,35.9484029","129.4456551,35.6477615","127.0116526,37.50487"
"127.1426989,37.0220914","129.0633398,35.870294","127.1567659,37.5410926","127.2732995,36.230375","126.9591473,35.231903","127.4474999,35.0090075","129.1934115,36.083891","128.9098374,35.9812327","127.24624,36.4810691","126.856447,37.3962823","127.2749722,37.4462036","129.4504249,35.6559248","128.6199033,35.9163735","128.6199033,35.9163735","126.8660524,37.4336778","128.5473237,35.9484857","129.4457664,35.6478409","127.0122497,37.5048995"
"127.1424246,37.0230497","129.0630853,35.8704749","127.15673,37.5412674","127.2733283,36.2300568","126.9593052,35.2322968","127.4463368,35.009291","129.1922243,36.0843081","128.9097999,35.981308","127.2462252,36.4815018","126.8568203,37.3962285","127.275709,37.4459148","129.4504603,35.6562451","128.6215499,35.9166664","128.6215499,35.9166664","126.8712796,37.4314505","128.5476406,35.9487209","129.4461719,35.648167","127.0131121,37.5048661"
"127.1416516,37.0260762","129.0618501,35.8714222","127.1566755,37.5415547","127.2733984,36.2296557","126.9593722,35.2324712","127.4442124,35.0098158","129.1910115,36.0847164","128.9097246,35.9813747","127.246175,36.482167","126.8570173,37.3961791","127.2764537,37.4456349","129.4504741,35.6565875","128.6234499,35.9169272","128.6234499,35.9169272","126.8726079,37.4308843","128.547952,35.9489616","129.4464016,35.6483949","127.0137123,37.5047829"
"127.1416012,37.0262636","129.0613234,35.8718456","127.156628,37.5418016","127.2735187,36.2292223","126.9597225,35.2331724","127.4415914,35.0104548","129.190274,36.0849243","128.9095744,35.9814747","127.24616,36.4823238","126.8573993,37.3960252","127.2765228,37.4456062","129.4504571,35.657024","128.625,35.9170497","128.625,35.9170497","126.8728994,37.4307578","128.5486369,35.9496084","129.4468758,35.6488668","127.0137893,37.5047652"
"127.1415944,37.0262906","129.0612516,35.8719096","127.1565254,37.5424376","127.2736018,36.228961","126.9601618,35.2340382","127.4411694,35.010561","129.1892615,36.0852","128.9093623,35.981525","127.2461176,36.482632","126.8577037,37.3958376","127.2766337,37.4455605","129.4504232,35.6573095","128.6262563,35.9170912","128.6262563,35.9170912","126.8745539,37.4301158","128.5491753,35.950242","129.447228,35.6493173","127.0146349,37.5045334"
"127.1412168,37.0276777","129.0611797,35.8719737","127.1564646,37.5428656","127.2737676,36.2285827","126.9607287,35.2352301","127.4401839,35.0108076","129.1884046,36.0854284","128.9090367,35.9815496","127.2460027,36.4832962","126.8581091,37.3954684","127.2781484,37.444863","129.4502253,35.6584368","128.6300106,35.9169702","128.6300106,35.9169702","126.8749995,37.4299415","128.549423,35.9506067","129.4473693,35.6495395","127.0149512,37.5044239"
"127.1408746,37.028963","129.0609751,35.8721557","127.1564145,37.5434162","127.2740025,36.2281747","126.9611096,35.2361371","127.4371178,35.0115608","129.1880115,36.0855331","128.9087498,35.9815746","127.2459097,36.483745","126.8584461,37.3950313","127.2790235,37.4444491","129.4496017,35.6620907","128.6344223,35.9168619","128.6344223,35.9168619","126.8754688,37.4297745","128.5499533,35.9514721","129.4477401,35.6501203","127.0150816,37.5043784"
"127.1407762,37.0293287","129.0603905,35.8727367","127.1563651,37.5440686","127.2741623,36.2279244","126.9614933,35.2372695","127.4361762,35.011719","129.1875703,36.085624","128.9082812,35.9816053","127.2458791,36.4838828","126.858524,37.3948956","127.2805498,37.4436407","129.4495533,35.6623736","128.634696,35.9168539","128.634696,35.9168539","126.8779308,37.4289258","128.5501137,35.9518638","129.4482203,35.6511096","127.015093,37.5043731"
"127.1402543,37.0312877","129.0596811,35.8736131","127.1563572,37.5443255","127.2749408,36.2269197","126.9618359,35.2383197","127.4360063,35.0117433","129.1863629,36.0858736","128.9081239,35.9816162","127.2457717,36.4842946","126.8586905,37.394718","127.2807196,37.4435517","129.4495135,35.6627331","128.6350394,35.9168453","128.6350394,35.9168453","126.8808618,37.4276694","128.5501608,35.9519842","129.4483445,35.6513573","127.0151146,37.5043632"
"127.139952,37.0324406","129.0576828,35.8766023","127.1563479,37.5446211","127.2758677,36.2257224","126.9618553,35.2383757","127.4355229,35.0118124","129.1840117,36.0863412","128.9075117,35.9816829","127.2456577,36.4846766","126.8587487,37.3946453","127.282425,37.4425913","129.4495033,35.6632687","128.6372397,35.9167839","128.6372397,35.9167839","126.8813709,37.4274683","128.5502744,35.9522744","129.4486704,35.6519966","127.0153892,37.5042373"
"127.1397674,37.0331873","129.0552236,35.880279","127.1563504,37.5452944","127.2761248,36.2253325","126.9619716,35.238745","127.4350636,35.0118564","129.1830842,36.0864876","128.9071643,35.981732","127.2455685,36.4849928","126.8589096,37.3944623","127.2829549,37.442275","129.4495041,35.6633931","128.641495,35.916666","128.641495,35.916666","126.8814015,37.4274549","128.5504491,35.9529075","129.4490186,35.6526905","127.0154822,37.5041908"
"127.1396712,37.0335629","129.0545305,35.8812598","127.1563747,37.5461841","127.2764122,36.2248245","126.9621135,35.2392208","127.4340081,35.0119207","129.1820796,36.0866171","128.9068141,35.9818127","127.2454985,36.4852208","126.8590133,37.3943592","127.2830885,37.4422005","129.4495315,35.6636559","128.6463315,35.9165081","128.6463315,35.9165081","126.8832505,37.4266417","128.5505621,35.9537333","129.4491615,35.6529821","127.0157433,37.504063"
"127.1395039,37.0342295","129.0540429,35.8818737","127.1564275,37.547009","127.2766496,36.2243075","126.9623137,35.2398547","127.432912,35.0119661","129.1812459,36.0866883","128.9063982,35.9819393","127.245306,36.4857279","126.85933,37.3940518","127.2852048,37.4410109","129.4496216,35.6641376","128.6478981,35.9163948","128.6478981,35.9163948","126.8844387,37.4261873","128.5506248,35.9546992","129.4491953,35.6530518","127.0158625,37.5040022"
"127.1394169,37.0345519","129.0528775,35.8830635","127.1564435,37.5472155","127.2767989,36.2238245","126.9624694,35.2402413","127.4323936,35.0119776","129.1803971,36.0867228","128.9061954,35.9820093","127.2452205,36.4859234","126.8596984,37.3937734","127.2867277,37.4401628","129.4498241,35.664741","128.6493169,35.9161748","128.6493169,35.9161748","126.8846383,37.4261045","128.550682,35.9557535","129.4493383,35.6533452","127.0159272,37.5039628"
"127.1393297,37.034933","129.0479061,35.8876343","127.156511,37.5480494","127.2768644,36.2235055","126.962593,35.2404998","127.4299318,35.0120339","129.1800797,36.0867362","128.9059598,35.9821085","127.2450844,36.4862305","126.8601205,37.3935549","127.2877898,37.4395274","129.4500624,35.6652744","128.6506248,35.9158747","128.6506248,35.9158747","126.8855995,37.4257597","128.5507023,35.9561157","129.4495382,35.6537548","127.0169242,37.5034062"
"127.1392838,37.0351303","129.0473399,35.8880851","127.1566071,37.5495541","127.2769144,36.2231396","126.9625952,35.2405052","127.4270065,35.0121007","129.1788433,36.0867229","128.9055561,35.982363","127.2449404,36.4865637","126.8602282,37.3935068","127.2882882,37.4391885","129.4504543,35.6659442","128.6526754,35.9152834","128.6526754,35.9152834","126.8861118,37.4255803","128.5507231,35.9565186","129.4498121,35.6542994","127.0170241,37.5033507"
"127.1391242,37.0358248","129.0470062,35.8883004","127.1566666,37.5504087","127.2769396,36.2228691","126.9628525,35.2409833","127.4255619,35.0121332","129.178602,36.0867101","128.9052915,35.9825157","127.2446953,36.4870888","126.8606328,37.3933521","127.2891977,37.4385375","129.450937,35.6666666","128.6551521,35.9145727","128.6551521,35.9145727","126.8864224,37.425472","128.5508492,35.9585829","129.4501395,35.655045","127.0171138,37.5033087"
"127.1390235,37.0361986","129.0464798,35.8886335","127.1568608,37.5532323","127.2769614,36.2226249","126.9632151,35.2415034","127.4244472,35.0121658","129.1774434,36.0866461","128.9049988,35.9827139","127.2445514,36.4873824","126.8607167,37.393321","127.2901347,37.4377784","129.4519741,35.6682913","128.6553621,35.9144597","128.6553621,35.9144597","126.8887742,37.4248009","128.5509374,35.9606413","129.4503138,35.6554902","127.0172369,37.5031569"
"127.1387854,37.0370858","129.0460005,35.8888813","127.1569428,37.554371","127.2769491,36.2222579","126.9634517,35.2417966","127.4218485,35.0121804","129.1766486,36.0865589","128.9047594,35.9829114","127.2443818,36.487703","126.8610171,37.3932001","127.29075,37.4372576","129.4528495,35.6697159","128.655667,35.9143126","128.655667,35.9143126","126.8896869,37.4245749","128.5509651,35.9612216","129.4503823,35.6557172","127.0173564,37.5030537"
"127.1385873,37.0378243","129.0456834,35.8890377","127.1570311,37.5556088","127.2768304,36.2213687","126.963729,35.2420747","127.4214495,35.0121829","129.1754742,36.0863807","128.9045151,35.9831451","127.2443604,36.4877426","126.8614382,37.3931041","127.2915095,37.4364883","129.4539994,35.6715245","128.6569295,35.9139479","128.6569295,35.9139479","126.8915989,37.4241999","128.5511623,35.9646413","129.4504249,35.6559248","127.017586,37.5028924"
"127.1385622,37.0379162","129.0451925,35.8892604","127.1571083,37.5567898","127.276589,36.220574","126.963812,35.242158","127.4210615,35.0121898","129.1748419,36.0862579","128.9041064,35.9835519","127.2441054,36.4882235","126.8616994,37.3930704","127.2921125,37.4358764","129.4543123,35.6719413","128.6574551,35.9137409","128.6574551,35.9137409","126.8923955,37.4240778","128.5512034,35.9654767","129.4504603,35.6562451","127.0177815,37.50274"
"127.1384499,37.0383494","129.0443597,35.8895605","127.1571728,37.5577824","127.2763999,36.2201698","126.9641496,35.2424579","127.4188617,35.0122272","129.1734653,36.0859138","128.9037455,35.9840917","127.2439304,36.4884944","126.8621135,37.3929978","127.2922374,37.4356999","129.4546018,35.6723053","128.657816,35.9135589","128.657816,35.9135589","126.8935622,37.4238999","128.5512142,35.9657119","129.4504741,35.6565875","127.0179464,37.5026136"
"127.1383858,37.0385863","129.0434131,35.8898242","127.157221,37.558874","127.2763279,36.2200461","126.9649072,35.2430853","127.4162663,35.0122723","129.1727467,36.0857057","128.9036262,35.9843716","127.2436139,36.4889833","126.8629463,37.3929824","127.2932311,37.4344353","129.454796,35.6725203","128.6581805,35.9133219","128.6581805,35.9133219","126.8942749,37.4238107","128.5513618,35.9687245","129.4504571,35.657024","127.0181535,37.5024215"
