0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
"127.1369142,37.4890942","127.1574877,35.9367823","127.1345992,37.6336658",,"127.7037191,36.2761603","129.2506682,35.3460793","126.8130757,35.3425935","128.6189373,35.9396948","128.5165695,36.0444849","127.3184554,36.4774441","127.6973433,36.9370777","126.8645474,37.3924043","129.2506682,35.3460793","128.5172804,36.0480535","129.2506682,35.3460793"
"127.1370717,37.4895129","127.157585,35.9368322","127.1343822,37.6342276",,"127.7057023,36.2758305","129.2512829,35.347384","126.8134244,35.3433899","128.6182295,35.9396536","128.5164842,36.0451897","127.3179797,36.4774966","127.6972875,36.9367524","126.8649852,37.3917964","129.2512829,35.347384","128.5176089,36.0485664","129.2512829,35.347384"
"127.1374073,37.49029","127.1578328,35.9369582","127.1342709,37.6347446",,"127.7071213,36.2755883","129.2518208,35.3484968","126.8138674,35.3443527","128.6176573,35.9395633","128.5164908,36.0455268","127.3170776,36.4775592","127.6972358,36.9363062","126.8653648,37.3911296","129.2518208,35.3484968","128.5176213,36.0485816","129.2518208,35.3484968"
"127.137423,37.4903225","127.1578981,35.9369908","127.1338467,37.637121",,"127.7121262,36.2752045","129.2532664,35.3515357","126.814525,35.3458496","128.6168932,35.9393938","128.5165095,36.0457737","127.31666,36.4775793","127.697215,36.9360944","126.8654153,37.3910316","129.2532664,35.3515357","128.5177928,36.0487902","129.2532664,35.3515357"
"127.1381554,37.4918562","127.1580065,35.9370443","127.1338985,37.6374168",,"127.714839,36.2749923","129.2535843,35.3522442","126.8151865,35.3473997","128.616194,35.9391758","128.516558,36.0461844","127.3161677,36.4776029","127.6972087,36.9358078","126.8656002,37.3906766","129.2535843,35.3522442","128.5180747,36.0491331","129.2535843,35.3522442"
"127.1383032,37.4921649","127.1593296,35.9376946","127.1338515,37.63798",,"127.7150795,36.2749738","129.2537978,35.3527514","126.8154467,35.3479954","128.6158986,35.9390649","128.5166729,36.0466531","127.313991,36.477577","127.6972209,36.9353354","126.8656266,37.3906317","129.2537978,35.3527514","128.5183939,36.0494351","129.2537978,35.3527514"
"127.1391632,37.4940009","127.159427,35.9377417","127.1338198,37.6382215",,"127.7160791,36.2748972","129.2540535,35.3534833","126.8160524,35.3493802","128.6152549,35.9387743","128.5166868,36.0467035","127.3130142,36.4775845","127.6972372,36.9351326","126.8662235,37.3896371","129.2540535,35.3534833","128.518662,36.0496492","129.2540535,35.3534833"
"127.1395439,37.4948133","127.1594591,35.937758","127.1338247,37.6383576",,"127.7163452,36.2748769","129.2540666,35.3535291","126.8164403,35.3503625","128.6146538,35.9384427","128.5167464,36.0469293","127.3127819,36.4776003","127.6973272,36.9343121","126.8664204,37.3894659","129.2540666,35.3535291","128.5192248,36.0500744","129.2540666,35.3535291"
"127.1395629,37.4948539","127.1602711,35.938157","127.1338749,37.6385245",,"127.720976,36.2745177","129.2542258,35.3540714","126.8165434,35.3506678","128.6141571,35.9381282","128.5169152,36.0473669","127.3122895,36.4776483","127.6974862,36.9328244","126.866505,37.3893402","129.2542258,35.3540714","128.5199994,36.0505664","129.2542258,35.3540714"
"127.1404603,37.4966891","127.1603674,35.9382042","127.1339365,37.6386743",,"127.7246282,36.274235","129.2543619,35.3546662","126.8165965,35.3508944","128.6141079,35.9380962","128.5169244,36.0473902","127.3119523,36.4777117","127.6975476,36.9322546","126.8671942,37.3883912","129.2543619,35.3546662","128.5211949,36.0510719","129.2543619,35.3546662"
"127.1420826,37.4999993","127.1608542,35.9384472","127.1341369,37.6389579",,"127.7258371,36.2741408","129.2544575,35.3551679","126.8166598,35.3512194","128.6133515,35.9375983","128.5171257,36.047769","127.3115189,36.477812","127.6976583,36.9312187","126.8680104,37.3873788","129.2544575,35.3551679","128.5222336,36.0514687","129.2544575,35.3551679"
"127.1435428,37.5029286","127.1609382,35.9384898","127.1342866,37.6391747",,"127.7260954,36.274125","129.2545262,35.3557006","126.8166991,35.3515163","128.6115028,35.9363668","128.5172145,36.047935","127.3115133,36.4778138","127.6977318,36.9305388","126.8684964,37.3868054","129.2545262,35.3557006","128.5230169,36.0517686","129.2545262,35.3557006"
"127.1441011,37.5040039","127.1613442,35.9386929","127.1343619,37.6392993",,"127.7268045,36.2740749","129.2545808,35.3564914","126.8167385,35.3522036","128.6114592,35.9363375","128.5172577,36.0480158","127.310891,36.4780319","127.6977623,36.9301638","126.868607,37.386687","129.2545808,35.3564914","128.5243735,36.0522781","129.2545808,35.3564914"
"127.1445605,37.5047209","127.1614615,35.9387519","127.1344247,37.639441",,"127.727124,36.27405","129.2545902,35.3571295","126.8167247,35.3526579","128.609454,35.9350055","128.5172622,36.0480248","127.3105289,36.4781927","127.6978216,36.9296517","126.8690994,37.3861605","129.2545902,35.3571295","128.5258372,36.0528245","129.2545902,35.3571295"
"127.1446133,37.504804","127.1615356,35.938789","127.1344624,37.639616",,"127.7287624,36.2738828","129.2545906,35.3571503","126.8166375,35.3532165","128.6088063,35.9345832","128.5172804,36.0480535","127.3099084,36.4785902","127.6978388,36.9293578","126.8691758,37.3860789","129.2545906,35.3571503","128.5283022,36.0537031","129.2545906,35.3571503"
"127.1450659,37.5055075","127.1616927,35.9388652","127.1344866,37.6397666",,"127.7299867,36.2737245","129.254569,35.357577","126.816524,35.3536243","128.6085146,35.9344182","128.5176089,36.0485664","127.3092597,36.4790724","127.697847,36.9290422","126.8698293,37.3854604","129.254569,35.357577","128.5283424,36.0537181","129.254569,35.357577"
"127.1451995,37.5057161","127.1625657,35.9392896","127.1344743,37.6401992",,"127.7305632,36.2736593","129.2545384,35.3579922","126.8163595,35.3540814","128.6080969,35.9341958","128.5176213,36.0485816","127.3089621,36.4793414","127.6978468,36.9289773","126.8704909,37.3848339","129.2545384,35.3579922","128.5301186,36.0543862","129.2545384,35.3579922"
"127.1452265,37.5057532",,"127.1345123,37.6407663",,"127.731162,36.2735915","129.2544679,35.3585494","126.8162749,35.3543163","128.608012,35.9341506","128.5177928,36.0487902","127.3088021,36.4794881","127.6978467,36.9289196","126.8707662,37.3846019","129.2544679,35.3585494","128.5303295,36.0544656","129.2544679,35.3585494"
"127.1456692,37.5064026",,"127.1345494,37.641291",,"127.7318499,36.2735162","129.2543453,35.3592391","126.8160209,35.3548134","128.6073672,35.9338599","128.5180747,36.0491331","127.3086767,36.4796556","127.6978465,36.928871","126.8717547,37.3837797","129.2543453,35.3592391","128.5315757,36.0549345","129.2543453,35.3592391"
"127.1471794,37.5086226",,"127.134574,37.6415912",,"127.733774,36.2731933","129.2542103,35.359819","126.815762,35.3552322","128.6070006,35.9337209","128.5183939,36.0494351","127.308424,36.479822","127.6978517,36.9286961","126.8736155,37.382232","129.2542103,35.359819","128.5323253,36.0552832","129.2542103,35.359819"
"127.1473155,37.5088114",,"127.1346087,37.6419086",,"127.7381128,36.2720695","129.2541111,35.3601657","126.8154368,35.3556866","128.6062245,35.9334783","128.518662,36.0496492","127.3084184,36.4798301","127.6978367,36.9285329","126.8744105,37.3814394","129.2541111,35.3601657","128.5330706,36.0557348","129.2541111,35.3601657"
"127.1475413,37.5091501",,"127.134637,37.6421574",,"127.7390739,36.2718152","129.2538906,35.3608108","126.8140969,35.3571748","128.605535,35.9333152","128.5192248,36.0500744","127.3083747,36.4798877","127.6977919,36.9277271","126.8748354,37.3810117","129.2538906,35.3608108","128.5334673,36.056019","129.2538906,35.3608108"
"127.1482995,37.5100916",,"127.1346748,37.642291",,"127.7399851,36.2715925","129.253701,35.3613058","126.8137487,35.357612","128.6048981,35.9331939","128.5199994,36.0505664","127.3082986,36.4799877","127.6977258,36.927354","126.8749994,37.380853","129.253701,35.3613058","128.5339254,36.0564072","129.253701,35.3613058"
"127.148724,37.51053",,"127.1347615,37.6424075",,"127.7404401,36.271469","129.2536051,35.3615506","126.8134208,35.3581114","128.6043363,35.9331297","128.5211949,36.0510719","127.3081697,36.480193","127.6976134,36.9268449","126.8763341,37.3792701","129.2536051,35.3615506","128.53446,36.0569543","129.2536051,35.3615506"
"127.1492458,37.5109696",,"127.1348994,37.6424908",,"127.74124,36.2712735","129.2535101,35.3617891","126.8130644,35.3588749","128.6039724,35.9331096","128.5222336,36.0514687","127.3079822,36.4801747","127.6974142,36.9262376","126.8763844,37.3791973","129.2535101,35.3617891","128.5348089,36.0574039","129.2535101,35.3617891"
"127.1498911,37.5113862",,"127.1350239,37.6425246",,"127.7416972,36.2711437","129.2530028,35.3628603","126.8118713,35.36185","128.6034831,35.9330798","128.5230169,36.0517686","127.3079342,36.4801701","127.6972141,36.9257313","126.8764438,37.3791111","129.2530028,35.3628603","128.5348452,36.0574604","129.2530028,35.3628603"
"127.1504123,37.511723",,"127.1350931,37.6425221",,"127.7417628,36.2711246","129.2526336,35.3636509","126.8118578,35.3618814","128.6003611,35.9329705","128.5243735,36.0522781","127.3076842,36.4801471","127.6967843,36.9249415","126.8765741,37.3789225","129.2526336,35.3636509","128.5351002,36.0578548","129.2526336,35.3636509"
"127.1509,37.5119741",,"127.1351883,37.6425197",,"127.7428385,36.2708195","129.2524957,35.363945","126.8118522,35.3618958","128.5996058,35.9329441","128.5258372,36.0528245","127.3075447,36.4801325","127.6959253,36.9235871","126.8767159,37.3787114","129.2524957,35.363945","128.5353437,36.0583062","129.2524957,35.363945"
"127.1513065,37.5121538",,"127.1353189,37.6424786",,"127.7436495,36.2706159","129.2519519,35.3650573","126.8114827,35.3627638","128.5991023,35.9329289","128.5283022,36.0537031","127.3045492,36.4798049","127.6958723,36.9235061","126.8796152,37.3740747","129.2519519,35.3650573","128.5353874,36.0584212","129.2519519,35.3650573"
"127.1518566,37.5123483",,"127.135386,37.6424293",,"127.7447945,36.2704179","129.2516589,35.3656566","126.8114195,35.3629429","128.5985755,35.9329085","128.5283424,36.0537181","127.3040682,36.4797518","127.695285,36.9225939","126.8801783,37.3731745","129.2516589,35.3656566","128.5355885,36.0589433","129.2516589,35.3656566"
"127.1524747,37.5125412",,"127.1354384,37.6423762",,"127.7450493,36.2703777","129.2504424,35.3681435","126.8113075,35.3633065","128.5985633,35.9329077","128.5301186,36.0543862","127.3040147,36.4797454","127.6952388,36.9225299","126.8805178,37.3726751","129.2504424,35.3681435","128.5356281,36.0590863","129.2504424,35.3681435"
"127.1534241,37.5127667",,"127.1355071,37.642244",,"127.7469145,36.270126","129.2499991,35.3690695","126.8110694,35.3641176","128.5977333,35.9329315","128.5303295,36.0544656","127.3039231,36.4797335","127.6951689,36.9224219","126.8813731,37.3715411","129.2499991,35.3690695","128.5356911,36.0593147","129.2499991,35.3690695"
"127.1558303,37.5131387",,"127.1355097,37.6421574",,"127.7478271,36.2700069","129.2496365,35.3698663","126.8109954,35.3644165","128.5970126,35.9330012","128.5315757,36.0549345","127.3037669,36.4796963","127.6938298,36.9203435","126.8814667,37.3714181","129.2496365,35.3698663","128.5357609,36.0596423","129.2496365,35.3698663"
"127.1563018,37.5132113",,"127.1354919,37.6420943",,"127.7491937,36.2698228","129.249294,35.3706223","126.8105665,35.3666998","128.5966178,35.9330679","128.5323253,36.0552832","127.3036142,36.4796339","127.6937047,36.920158","126.8823437,37.3703735","129.249294,35.3706223","128.5358282,36.060115","129.249294,35.3706223"
"127.1570153,37.5133252",,"127.1354582,37.6420374",,"127.7493962,36.2697954","129.2485818,35.3725556","126.8104773,35.3672114","128.596198,35.9331718","128.5330706,36.0557348","127.3025429,36.4794833","127.6936529,36.9200806","126.8824098,37.3703009","129.2485818,35.3725556","128.5358448,36.0604557","129.2485818,35.3725556"
"127.1610372,37.5139993",,"127.1353883,37.6419669",,"127.7499993,36.2696913","129.2481064,35.374197","126.8104191,35.3674582","128.595707,35.9333413","128.5334673,36.056019","127.301783,36.4793324","127.6934985,36.9198528","126.8831876,37.3693819","129.2481064,35.374197","128.5358558,36.0607846","129.2481064,35.374197"
"127.1612373,37.5140332",,"127.1352752,37.6419025",,"127.750836,36.2695102","129.2476779,35.3764751","126.8102497,35.3679576","128.5951011,35.9336173","128.5339254,36.0564072","127.300972,36.4791291","127.693476,36.9198186","126.8836905,37.3687878","129.2476779,35.3764751","128.5358327,36.062074","129.2476779,35.3764751"
"127.1634287,37.5143901",,"127.1351598,37.6418625",,"127.7516123,36.2692741","129.2475617,35.3778273","126.8100739,35.3683155","128.5949055,35.9337381","128.53446,36.0569543","127.2999056,36.4787965","127.6931199,36.9192909","126.8852328,37.3671842","129.2475617,35.3778273","128.5357875,36.0635331","129.2475617,35.3778273"
"127.1642402,37.5143419",,"127.1348226,37.6417497",,"127.7526956,36.2689302","129.2475375,35.378182","126.809721,35.3690366","128.5945702,35.9339431","128.5348089,36.0574039","127.2997796,36.4787467","127.6924854,36.9183454","126.8854298,37.3669788","129.2475375,35.378182","128.5357373,36.0659749","129.2475375,35.378182"
"127.1654733,37.5144094",,"127.1347285,37.6417386",,"127.7539279,36.2685246","129.2475148,35.3786637","126.8086924,35.3711487","128.5943265,35.9341157","128.5348452,36.0574604","127.2992443,36.478552","127.6923355,36.9181212","126.8856428,37.3667573","129.2475148,35.3786637","128.5357496,36.066916","129.2475148,35.3786637"
"127.1659169,37.5144134",,"127.1344239,37.6416908",,"127.7548955,36.2682178","129.2475119,35.3808762","126.8085764,35.371461","128.5939857,35.9344019","128.5351002,36.0578548","127.2988205,36.4783737","127.6921248,36.9178168","126.8858567,37.3665673","129.2475119,35.3808762","128.5358098,36.067863","129.2475119,35.3808762"
"127.166245,37.5144071",,"127.1339473,37.6415568",,"127.7554761,36.2680642","129.2476902,35.3824576","126.8084742,35.3718247","128.5936973,35.9347128","128.5353437,36.0583062","127.2983745,36.4781737","127.6921079,36.9177916","126.8864076,37.3660374","129.2476902,35.3824576","128.5358364,36.0682829","129.2476902,35.3824576"
"127.1670769,37.5143716",,"127.1338251,37.6415231",,"127.7562626,36.2678813","129.2478184,35.3833988","126.8084054,35.3721471","128.5934131,35.9350851","128.5353874,36.0584212","127.2979675,36.47799","127.692055,36.9177205","126.8978807,37.3563823","129.2478184,35.3833988","128.5358893,36.0686782","129.2478184,35.3833988"
"127.1674288,37.5143753",,"127.1337572,37.6415012",,"127.7570281,36.2677228","129.2480197,35.384411","126.808335,35.3725326","128.5932361,35.9353562","128.5355885,36.0589433","127.2974113,36.4777006","127.6917745,36.9173396","126.9009488,37.3538001","129.2480197,35.384411","128.5359239,36.0689412","129.2480197,35.384411"
"127.1676663,37.5143967",,"127.1335614,37.6414357",,"127.7578493,36.2676092","129.2480304,35.3844469","126.8083054,35.3728985","128.592875,35.9361006","128.5356281,36.0590863","127.2969353,36.4774284","127.6912855,36.9166661","126.9042567,37.351009","129.2480304,35.3844469","128.536012,36.0696499","129.2480304,35.3844469"
"127.1677975,37.5144169",,"127.1334992,37.6414139",,"127.7590712,36.2674407","129.2484671,35.3859606","126.808308,35.3732375","128.5919562,35.9385323","128.5356911,36.0593147","127.2968762,36.4773895","127.6908473,36.9160394","126.9046446,37.3506396","129.2484671,35.3859606","128.536274,36.071","129.2484671,35.3859606"
"127.1680462,37.5144681",,"127.1328587,37.6411911",,"127.7598793,36.2673966","129.2490041,35.3876829","126.8083652,35.3744055","128.5906987,35.9418173","128.5357609,36.0596423","127.2954143,36.4764017","127.6904518,36.915473","126.9050301,37.3502963","129.2490041,35.3876829","128.5364746,36.0719854","129.2490041,35.3876829"
"127.1681773,37.5145054",,"127.1327139,37.6411411",,"127.760869,36.2673818","129.2497994,35.3900496","126.8085026,35.3765","128.5904785,35.9423359","128.5358282,36.060115","127.2953831,36.47638","127.6902795,36.9152533","126.9060606,37.3493271","129.2497994,35.3900496","128.5365364,36.0722914","129.2497994,35.3900496"
"127.1683558,37.514569",,"127.1320078,37.6408946",,"127.7627887,36.2675173","129.2499997,35.3906544","126.8085241,35.376813","128.59037,35.9425902","128.5358448,36.0604557","127.2952516,36.4762878","127.6901072,36.9150328","126.9106838,37.3450353","129.2499997,35.3906544","128.5366867,36.0730825","129.2499997,35.3906544"
