0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
,"129.1691275,35.6527672","129.1786744,35.5552325","128.1481116,36.5422827","128.6032496,36.4127243","126.5963691,34.7289592","128.6231901,36.4747032",,"128.0423654,34.9621037",,,"129.4199744,35.9458092","128.6268318,36.4777564",,"127.6325689,37.2489455","127.764582,37.3993349","129.4199744,35.9458092"
,"129.1694441,35.6532803","129.1793355,35.5558318","128.1477403,36.5427706","128.6034373,36.4131408","126.5958903,34.7291044","128.6233275,36.4747101",,"128.0419391,34.9617512",,,"129.4212542,35.9462872","128.6270007,36.4779324",,"127.6330789,37.249127","127.7669569,37.3993403","129.4212542,35.9462872"
,"129.1700859,35.6543406","129.180649,35.5571829","128.1476995,36.5428249","128.603712,36.4137161","126.594396,34.7296082","128.6235443,36.4747278",,"128.0414001,34.9612369",,,"129.4248262,35.9475713","128.6270278,36.4779574",,"127.6335257,37.2492518","127.7681049,37.3993774","129.4248262,35.9475713"
,"129.1706883,35.655369","129.1827742,35.5594161","128.147124,36.5437575","128.6039531,36.4143603","126.5925632,34.7302168","128.6242153,36.4746638",,"128.0409876,34.9608051",,,"129.4253773,35.9477608","128.6271496,36.4780401",,"127.6338562,37.2493416","127.768114,37.3993774","129.4253773,35.9477608"
,"129.1711046,35.6562629","129.1829152,35.5595647","128.1468568,36.5442683","128.6040308,36.4145696","126.592084,34.7303819","128.624484,36.4746469",,"128.0409722,34.9607898",,,"129.4261833,35.9480372","128.6275555,36.4783193",,"127.6341518,37.2494098","127.7701766,37.3995809","129.4261833,35.9480372"
,"129.1712779,35.6566816","129.1832074,35.5598717","128.1466837,36.5446794","128.6041456,36.4148768","126.5907651,34.7308364","128.6247748,36.4746847",,"128.0407272,34.9605149",,,"129.4274536,35.9483467","128.6276615,36.4783959",,"127.6344653,37.2494689","127.7713479,37.3997837","129.4274536,35.9483467"
,"129.1715769,35.6574049","129.1836519,35.5603397","128.1464155,36.5454823","128.6048368,36.4166662","126.5887425,34.7315111","128.6249868,36.4747575",,"128.0401959,34.9598239",,,"129.4279958,35.9484417","128.6280768,36.4787877",,"127.63485,37.2495415","127.7717368,37.3998468","129.4279958,35.9484417"
,"129.1736309,35.6627774","129.185273,35.5620426","128.1462629,36.5460673","128.6049246,36.4168826","126.5869269,34.732127","128.6249992,36.4747664",,"128.0397214,34.9591317",,,"129.428665,35.9485166","128.628359,36.4789978",,"127.637433,37.2499991","127.7730043,37.4001161","129.428665,35.9485166"
,"129.1743203,35.6644699","129.1858449,35.5625899","128.1462071,36.5463434","128.6049872,36.4170497","126.5852276,34.7327003","128.6251116,36.4748158",,"128.0394933,34.9587512",,,"129.4297016,35.9486117","128.6283838,36.479021",,"127.6395671,37.2503545","127.7744395,37.4005112","129.4297016,35.9486117"
,"129.1751826,35.6666666","129.1867128,35.5633053","128.1460998,36.54715","128.60528,36.4177953","126.5819755,34.7338139","128.6253496,36.4749912",,"128.0390427,34.9578569",,,"129.4305439,35.948691","128.6287616,36.4794339",,"127.6407526,37.2505523","127.7757424,37.4008778","129.4305439,35.948691"
,"129.1756491,35.6680575","129.1869337,35.5634753","128.1460746,36.5480083","128.605465,36.4182605","126.5819284,34.7338298","128.6254746,36.4751415",,"128.0388825,34.957469",,,"129.4312534,35.9487823","128.6289655,36.479642",,"127.6437124,37.2510734","127.7778111,37.4014687","129.4312534,35.9487823"
,"129.1758248,35.6689575","129.1872036,35.5636663","128.1461117,36.5488492","128.6054743,36.418283","126.5795295,34.7346394","128.6257246,36.4755249",,"128.0386602,34.9569821",,,"129.4319635,35.9489404","128.629222,36.4798532",,"127.6462075,37.251503","127.7779695,37.4015125","129.4319635,35.9489404"
,"129.1758744,35.6693733","129.1878899,35.5640867","128.146224,36.5505245","128.6055181,36.4183835","126.5794363,34.7346703","128.6259541,36.4760366",,"128.0386189,34.9568497",,,"129.4324078,35.9490657","128.6292977,36.4799165",,"127.64838,37.2518716","127.7784343,37.4016421","129.4324078,35.9490657"
,"129.175893,35.6695245","129.1880374,35.5641766","128.1463767,36.5524889","128.6056264,36.4186304","126.5784551,34.7349956","128.6259691,36.4760689",,"128.0385148,34.956522",,,"129.4330511,35.9493059","128.6295038,36.4800434",,"127.6490557,37.2519862","127.7811262,37.402392","129.4330511,35.9493059"
,"129.1759087,35.6697469","129.1886257,35.5645028","128.1464118,36.5529494","128.6057371,36.4188827","126.5780088,34.7351492","128.6259864,36.4761075",,"128.0383182,34.9559277",,,"129.4331518,35.9493431","128.6297154,36.4801658",,"127.6491967,37.2520103","127.7827524,37.4027829","129.4331518,35.9493431"
,"129.176125,35.6723746","129.1898499,35.5650563","128.1464441,36.5533359","128.6059991,36.41935","126.5761316,34.735795","128.6260384,36.476235",,"128.0380389,34.9547549",,,"129.43347,35.949484","128.6299357,36.4802674",,"127.6495249,37.2520649","127.7840288,37.4029674","129.43347,35.949484"
,"129.1762817,35.6731062","129.1912873,35.5655662","128.1465872,36.5550913","128.6062373,36.4197074","126.5753038,34.7360683","128.6264135,36.47716",,"128.037983,34.9544188",,,"129.4338844,35.9496982","128.6300863,36.4803354",,"127.6501093,37.2521633","127.7853861,37.4030614","129.4338844,35.9496982"
,"129.1764556,35.6737646","129.1929558,35.5661541","128.1466421,36.5557815","128.6064498,36.4199831","126.5737978,34.7365275","128.6265715,36.4774326",,"128.0379245,34.9540051",,,"129.4340577,35.9498054","128.6302277,36.4803882",,"127.6510365,37.2523217","127.7860618,37.4030724","129.4340577,35.9498054"
,"129.1765916,35.6741891","129.1933126,35.5662798","128.1466768,36.5561906","128.6066891,36.4202595","126.5733662,34.736637","128.6266728,36.4775704",,"128.0378633,34.9535257",,,"129.4345046,35.9500821","128.6304248,36.4804359",,"127.6517652,37.2524479","127.7869306,37.4030514","129.4345046,35.9500821"
,"129.1767793,35.6746598","129.1945056,35.5667084","128.1468873,36.5586578","128.6068615,36.420458","126.5717757,34.7369387","128.6268318,36.4777564",,"128.037861,34.9531731",,,"129.4346514,35.9501942","128.6310147,36.480543",,"127.6524093,37.2525642","127.7881122,37.4029782","129.4346514,35.9501942"
,"129.1768513,35.6748274","129.1949501,35.5668617","128.1469867,36.5595912","128.6071497,36.4207249","126.5711212,34.7370536","128.6270007,36.4779324",,"128.0379506,34.9526317",,,"129.4352934,35.9506977","128.631321,36.480577",,"127.652918,37.252651","127.788651,37.4029399","129.4352934,35.9506977"
,"129.1769013,35.6749448","129.1953692,35.5670063","128.1471244,36.5604243","128.607599,36.4210993","126.5709384,34.7370901","128.6270278,36.4779574",,"128.0380376,34.9520443",,,"129.4359124,35.9512583","128.6329151,36.4807278",,"127.6531955,37.2526984","127.7889786,37.4029166","129.4359124,35.9512583"
,"129.1770498,35.675233","129.1979366,35.5678916","128.1473745,36.5615994","128.6080496,36.4214161","126.5706636,34.7371439","128.6271496,36.4780401",,"128.0381709,34.9514954",,,"129.4360836,35.9514106","128.6344297,36.4808702",,"127.6534268,37.2527378","127.7900514,37.402758","129.4360836,35.9514106"
,"129.1774025,35.675769","129.1990617,35.5682913","128.1476676,36.5627139","128.6084118,36.4216246","126.5704481,34.7371702","128.6275555,36.4783193",,"128.0383529,34.9510239",,,"129.4371312,35.9523636","128.6349126,36.4809161",,"127.6538182,37.252804","127.7907322,37.4026455","129.4371312,35.9523636"
,"129.1795343,35.6790082","129.201271,35.5689832","128.147764,36.5630144","128.6087998,36.4218499","126.568757,34.73738","128.6276615,36.4783959",,"128.038556,34.9504297",,,"129.4377212,35.9528697","128.6367582,36.4810942",,"127.6549293,37.2529927","127.7929212,37.4021651","129.4377212,35.9528697"
,"129.1803097,35.6804173","129.2019141,35.5691841","128.1481996,36.5643165","128.6109425,36.4228631","126.5682353,34.7374364","128.6280768,36.4787877",,"128.0388541,34.949624",,,"129.4382491,35.9533291","128.6369593,36.481104",,"127.656318,37.2532496","127.7935218,37.4020419","129.4382491,35.9533291"
,"129.1806347,35.6810582","129.2027613,35.5694841","128.1485615,36.5656415","128.611212,36.4229913","126.5678484,34.7374596","128.628359,36.4789978",,"128.0389891,34.9493348",,,"129.4388257,35.9538318","128.6373826,36.4811243",,"127.657869,37.2535062","127.7942828,37.4019102","129.4388257,35.9538318"
,"129.1810148,35.6818462","129.2045439,35.5700855","128.1488367,36.5670076","128.6139239,36.4243327","126.5672319,34.737491","128.6283838,36.479021",,"128.0391565,34.9489635",,,"129.4398977,35.954687","128.6378916,36.4811185",,"127.6585526,37.2535991","127.7956446,37.4016824","129.4398977,35.954687"
,"129.1814505,35.6828111","129.2059344,35.5705643","128.1488568,36.5671328","128.6148868,36.4248159","126.5667511,34.7375089","128.6287616,36.4794339",,"128.039377,34.9485233",,,"129.4405772,35.9551835","128.6385545,36.4810302",,"127.6595384,37.2536987","127.7971494,37.4013631","129.4405772,35.9551835"
,"129.1819881,35.6843677","129.2073531,35.5710167","128.1489617,36.5677912","128.6156953,36.4252681","126.566644,34.7375126","128.6289655,36.479642",,"128.0394843,34.9483488",,,"129.4410807,35.9555513","128.638882,36.4809802",,"127.660223,37.2537672","127.7994321,37.4008913","129.4410807,35.9555513"
,"129.1821222,35.6847544","129.2075242,35.571071","128.1490109,36.5681867","128.6161733,36.4255413","126.5661731,34.737527","128.629222,36.4798532",,"128.0396511,34.9480676",,,"129.4421347,35.9562581","128.6393471,36.480882",,"127.6603155,37.2537734","127.8018264,37.4003525","129.4421347,35.9562581"
,"129.1825011,35.6858525","129.2075553,35.5710814","128.1490372,36.5683993","128.6163611,36.4256486","126.565676,34.7375268","128.6292977,36.4799165",,"128.039754,34.9478968",,,"129.4437933,35.9573418","128.6394718,36.4808555",,"127.6604147,37.2537805","127.8024856,37.4002048","129.4437933,35.9573418"
,"129.1826717,35.6863469","129.2080553,35.5712438","128.1491248,36.5693833","128.6171603,36.4261469","126.5653418,34.737527","128.6295038,36.4800434",,"128.0399382,34.9475957",,,"129.4444096,35.957742","128.6409707,36.4804581",,"127.6609798,37.2538202","127.8035049,37.3999607","129.4444096,35.957742"
,"129.1830059,35.6873149","129.2088052,35.5714324","128.1491695,36.5703206","128.6176063,36.4264474","126.5644103,34.7375036","128.6297154,36.4801658",,"128.0401844,34.9472303",,,"129.4450034,35.9581281","128.6413892,36.4803748",,"127.6615064,37.2538484","127.8070808,37.3988508","129.4450034,35.9581281"
,"129.1832953,35.688152","129.2108344,35.5718977","128.1491627,36.5716377","128.6177359,36.4265345","126.5640762,34.7374911","128.6299357,36.4802674",,"128.0407237,34.9464713",,,"129.445985,35.9587774","128.6420073,36.480276",,"127.662306,37.253877","127.8088029,37.3983542","129.445985,35.9587774"
,"129.1833763,35.688379","129.2147343,35.5726915","128.1491617,36.5716548","128.6180828,36.4267684","126.5624194,34.7374657","128.6300863,36.4803354",,"128.0410189,34.9460615",,,"129.4469025,35.9593854","128.6424252,36.4802287",,"127.6636683,37.2539121","127.8105214,37.3978233","129.4469025,35.9593854"
,"129.1846318,35.6919053","129.2177122,35.5732973","128.1491151,36.5731624","128.6189595,36.4274642","126.5598058,34.7374303","128.6302277,36.4803882",,"128.0410981,34.9459457",,,"129.4481296,35.9601858","128.6437599,36.4801312",,"127.6652369,37.2539487","127.8139449,37.3967768","129.4481296,35.9601858"
,"129.1850812,35.6932521","129.2187536,35.5734871","128.1490496,36.5753498","128.6194619,36.427958","126.5563359,34.7374891","128.6304248,36.4804359",,"128.0412727,34.9456898",,,"129.4491839,35.9609448","128.6438815,36.4801228",,"127.6654817,37.2539583","127.8142348,37.3966823","129.4491839,35.9609448"
,"129.1853055,35.6941956","129.2192382,35.5735487","128.1490272,36.576685","128.6198206,36.4283874","126.5545915,34.7375766","128.6310147,36.480543",,"128.0415103,34.9453424",,,"129.4497366,35.961419","128.6441179,36.4801052",,"127.6670504,37.2540219","127.8169426,37.3957944","129.4497366,35.961419"
,"129.1853152,35.6942378","129.2195895,35.5735662","128.1490239,36.5769582","128.6201789,36.4287888","126.5543848,34.7375948","128.631321,36.480577",,"128.0419794,34.9445649",,,"129.4500854,35.9617595","128.6451728,36.4800293",,"127.6689485,37.254158","127.8196761,37.3948631","129.4500854,35.9617595"
,"129.1854032,35.6948478","129.2197043,35.5735718","128.1491121,36.5781494","128.6204042,36.4291013","126.5541671,34.7376265","128.6329151,36.4807278",,"128.0422043,34.9441409",,,"129.4503114,35.9620208","128.6459977,36.4799556",,"127.6696772,37.2542273","127.8212779,37.3943008","129.4503114,35.9620208"
,"129.1854976,35.6955001","129.2202174,35.573569","128.1491997,36.5785997","128.6205124,36.4292499","126.5533551,34.7377563","128.6344297,36.4808702",,"128.0423208,34.9438591",,,"129.4505714,35.9623601","128.646813,36.4798315",,"127.6700979,37.2542672","127.823464,37.3935179","129.4505714,35.9623601"
,"129.1859839,35.6997538","129.2205997,35.573541","128.1494116,36.5794748","128.6207615,36.4296658","126.552915,34.7378368","128.6349126,36.4809161",,"128.0424664,34.9435275",,,"129.450862,35.962816","128.6471167,36.4797627",,"127.6704644,37.2543009","127.8257798,37.392694","129.450862,35.962816"
,"129.1860732,35.7005333","129.2211193,35.5734813","128.1496119,36.5800326","128.6209864,36.4300991","126.5519963,34.7380361","128.6367582,36.4810942",,"128.0425808,34.94327",,,"129.4511374,35.9632829","128.6476456,36.4795936",,"127.6707768,37.2543266","127.8288571,37.3916362","129.4511374,35.9632829"
,"129.1861811,35.7010357","129.2219276,35.5733543","128.1496233,36.5800614","128.621029,36.4301916","126.5516733,34.7381057","128.6369593,36.481104",,"128.042624,34.9431733",,,"129.4513158,35.9636821","128.6482958,36.4793295",,"127.6715652,37.2543904","127.8295543,37.3914144","129.4513158,35.9636821"
,"129.1864873,35.7019825","129.2224478,35.5732243","128.1497991,36.5804995","128.6211493,36.4304871","126.5504787,34.7384499","128.6373826,36.4811243",,"128.0426725,34.9430577",,,"129.4513814,35.963827","128.6495571,36.4787197",,"127.6718348,37.2544125","127.8307931,37.3910422","129.4513814,35.963827"
,"129.1871301,35.7032212","129.2228865,35.5730963","128.150062,36.5810579","128.6213062,36.4309246","126.550426,34.7384693","128.6378916,36.4811185",,"128.0426746,34.9430513",,,"129.4515756,35.9642827","128.6497788,36.478613",,"127.6736416,37.254555","127.8325773,37.3906226","129.4515756,35.9642827"
,"129.187727,35.7043244","129.2233978,35.5729078","128.150299,36.5814578","128.6214374,36.4312867","126.5491602,34.7389221","128.6385545,36.4810302",,"128.0426789,34.9430387",,,"129.4520344,35.9658942","128.6504162,36.4783887",,"127.6737454,37.254563","127.833137,37.3904939","129.4520344,35.9658942"
,"129.1883069,35.7054071","129.2238962,35.5726852","128.1506635,36.5820129","128.6214866,36.4314494","126.5479358,34.7393895","128.638882,36.4809802",,"128.0429092,34.9424182",,,"129.4522836,35.9668268","128.6508889,36.4782696",,"127.6742338,37.2545956","127.8357811,37.3901169","129.4522836,35.9668268"
,"129.1883644,35.7055154","129.2245227,35.5723643","128.1510548,36.5825498","128.6215048,36.4315466","126.5464442,34.7400046","128.6393471,36.480882",,"128.0429705,34.9422457",,,"129.4523523,35.9670961","128.6511403,36.4782122",,"127.6748033,37.2546326","127.8365399,37.3900255","129.4523523,35.9670961"
,"129.1893931,35.7074365","129.2248854,35.5721454","128.1516868,36.583273","128.6215567,36.4318219","126.545529,34.7404591","128.6394718,36.4808555",,"128.042992,34.9421842",,,"129.4525574,35.9677697","128.6515078,36.4781528",,"127.6756255,37.2546846","127.8379053,37.3899558","129.4525574,35.9677697"
,"129.1894232,35.7074992","129.2255114,35.5716992","128.1517499,36.583333","128.6216304,36.4322143","126.5446167,34.740947","128.6409707,36.4804581",,"128.0430016,34.9421454",,,"129.452705,35.9682685","128.6517918,36.4781122",,"127.6758319,37.2546969","127.8380307,37.3899491","129.452705,35.9682685"
,"129.1897504,35.7081833","129.226737,35.5707576","128.151919,36.5834998","128.6216358,36.4322773","126.5445134,34.7410048","128.6413892,36.4803748",,"128.0430527,34.9419261",,,"129.4528767,35.9687119","128.6522891,36.4780731",,"127.6759007,37.2547004","127.8390903,37.3899272","129.4528767,35.9687119"
,"129.1898106,35.7083096","129.2272246,35.5703909","128.1531557,36.584601","128.6216607,36.4325376","126.5443419,34.7411017","128.6420073,36.480276",,"128.04319,34.9413204",,,"129.4530489,35.969085","128.6525469,36.4780688",,"127.6769642,37.2547493","127.8398868,37.3899465","129.4530489,35.969085"
,"129.1904085,35.7096661","129.2274223,35.5702456","128.1535744,36.5849493","128.6216695,36.4329162","126.5441316,34.7412425","128.6424252,36.4802287",,"128.0432445,34.9411281",,,"129.4531708,35.9693066","128.6532561,36.478098",,"127.677969,37.2547703","127.8403139,37.3899624","129.4531708,35.9693066"
,"129.1905584,35.7099101","129.2279399,35.5698425","128.1545056,36.5857411","128.6216713,36.4329657","126.5429041,34.7420643","128.6437599,36.4801312",,"128.0434366,34.940533",,,"129.453363,35.969637","128.6533253,36.4780956",,"127.6789704,37.2547679","127.8418973,37.3901246","129.453363,35.969637"
,"129.1906397,35.7100433","129.2281689,35.5696643","128.1546621,36.5858746","128.6216749,36.4330576","126.5422224,34.7425423","128.6438815,36.4801228",,"128.0435421,34.9402539",,,"129.4533793,35.9696656","128.6536435,36.4781033",,"127.6806471,37.2547393","127.8426274,37.3902036","129.4533793,35.9696656"
