0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
"127.367812,37.6340097","127.0564129,37.3964138","128.5029882,34.8972755","129.2018247,35.569391","127.1878222,34.8134159","127.1060721,37.5264496","126.7599115,35.1511655","127.1094011,37.4205133","127.1347632,37.5655975","126.8748132,37.6746781","127.4519502,34.884132","126.8748132,37.6746781","127.1256982,37.4665025","127.3157911,37.3780174","126.9516356,37.377561","126.7599115,35.1511655","127.1525582,37.4229005","127.1172109,37.563165","128.5098999,35.2626493","126.8757919,37.3331781","127.364401,37.2415064","126.9345924,37.376245","127.3793232,37.5150144","127.278011,37.6203449","127.0199996,37.5265079","127.2148495,37.5306363","127.3285181,37.6338609","126.8748132,37.6746781","127.3285181,37.6338609","127.278011,37.6203449","127.1810499,37.5790824","127.3285181,37.6338609","127.0877,37.7615831","127.1172109,37.563165","126.9355238,37.4302181","128.5260633,35.908595","127.1060721,37.5264496","127.0619954,37.7230435","127.1295098,37.7885137","127.129977,37.475499","127.278011,37.6203449","127.257124,37.4550594","127.1372781,37.8105984","127.1317529,37.6463712","127.3285181,37.6338609","128.535312,35.9351828","127.278011,37.6203449","127.2172577,37.5295082","127.278011,37.6203449","127.1372781,37.8105984","127.257124,37.4550594","128.535312,35.9351828"
"127.3682641,37.6340562","127.0584695,37.3961493","128.5029121,34.8972247","129.1990114,35.5684164","127.1860947,34.8119614","127.1064922,37.5268476","126.7595555,35.1512003","127.1095815,37.4208221","127.1350716,37.5657562","126.8749991,37.6746935","127.4518287,34.8840887","126.8749991,37.6746935","127.1256244,37.4670224","127.3159324,37.3775038","126.9522279,37.3775034","126.7595555,35.1512003","127.1527274,37.4227469","127.117824,37.5639575","128.5093247,35.2628912","126.8759063,37.3328596","127.3648985,37.2413691","126.9346657,37.3762562","127.3797689,37.5143974","127.2782437,37.6206139","127.0203813,37.5268033","127.2151793,37.5305173","127.3290742,37.6340663","126.8749991,37.6746935","127.3290742,37.6340663","127.2782437,37.6206139","127.1834746,37.5796325","127.3290742,37.6340663","127.0872794,37.7618844","127.117824,37.5639575","126.9360698,37.4300575","128.5260798,35.9086742","127.1064922,37.5268476","127.0623435,37.7234874","127.1301623,37.7892953","127.1311067,37.4762353","127.2782437,37.6206139","127.2575969,37.4546358","127.1373828,37.8107871","127.131924,37.6470739","127.3290742,37.6340663","128.5354694,35.9355223","127.2782437,37.6206139","127.2175267,37.5293133","127.2782437,37.6206139","127.1373828,37.8107871","127.2575969,37.4546358","128.5354694,35.9355223"
"127.3684556,37.634079","127.0592451,37.3960503","128.5023366,34.8967912","129.1953173,35.5671134","127.1860283,34.8119026","127.1065868,37.5269371","126.7591766,35.1512178","127.1099025,37.4212351","127.1351348,37.5657861","126.8751758,37.6747125","127.4470893,34.8821317","126.8751758,37.6747125","127.1255799,37.4673287","127.3159763,37.3771081","126.9524379,37.377508","126.7591766,35.1512178","127.1535281,37.4218848","127.1193496,37.5656588","128.5089124,35.263066","126.8759872,37.3326329","127.3654839,37.241257","126.9352072,37.3763399","127.3798585,37.514274","127.2788607,37.6211883","127.0205683,37.5269473","127.215661,37.5303291","127.3290798,37.6340681","126.8751758,37.6747125","127.3290798,37.6340681","127.2788607,37.6211883","127.1846264,37.5799033","127.3290798,37.6340681","127.0867743,37.7622621","127.1193496,37.5656588","126.9365059,37.4299307","128.5262276,35.9093924","127.1065868,37.5269371","127.0628482,37.7241048","127.1306737,37.7899288","127.1316715,37.476604","127.2788607,37.6211883","127.2581717,37.4541593","127.1377031,37.8112694","127.131978,37.6474013","127.3290798,37.6340681","128.5375602,35.940021","127.2788607,37.6211883","127.2178922,37.5290185","127.2788607,37.6211883","127.1377031,37.8112694","127.2581717,37.4541593","128.5375602,35.940021"
"127.3687842,37.6341172","127.0595616,37.3960217","128.501552,34.8961647","129.1948994,35.566967","127.1854823,34.811426","127.1069179,37.5272519","126.7589811,35.151222","127.1101849,37.4214857","127.1360815,37.5662415","126.8757833,37.6747536","127.4468661,34.8820396","126.8757833,37.6747536","127.1255437,37.4675494","127.3160593,37.3763935","126.9525993,37.3775186","126.7589811,35.151222","127.1536996,37.4217005","127.1199868,37.5663828","128.5082115,35.2633748","126.8763619,37.3315478","127.3664109,37.241113","126.9355423,37.3763874","127.3801193,37.5139137","127.2794756,37.6217203","127.0206167,37.5269935","127.21611,37.5301193","127.3291784,37.634098","126.8757833,37.6747536","127.3291784,37.634098","127.2794756,37.6217203","127.1860509,37.5802379","127.3291784,37.634098","127.0862075,37.7627261","127.1199868,37.5663828","126.9381428,37.4294509","128.5263618,35.9099998","127.1069179,37.5272519","127.0631591,37.7244845","127.1307379,37.7900245","127.1318597,37.4767262","127.2794756,37.6217203","127.2587417,37.4537557","127.1381004,37.8117907","127.1320249,37.6477674","127.3291784,37.634098","128.5376991,35.9402993","127.2794756,37.6217203","127.2182114,37.5287164","127.2794756,37.6217203","127.1381004,37.8117907","127.2587417,37.4537557","128.5376991,35.9402993"
"127.3691989,37.6341663","127.0601243,37.3960103","128.5012271,34.8959086","129.194537,35.5668386","127.1845157,34.8105812","127.1070406,37.5273686","126.7586715,35.1512301","127.1104721,37.4216805","127.1362194,37.5662969","126.8763208,37.674751","127.4458651,34.8816","126.8763208,37.674751","127.1253502,37.4687071","127.3161055,37.3759951","126.9530079,37.3775647","126.7586715,35.1512301","127.1545787,37.4207594","127.1209249,37.5673908","128.5073369,35.2636742","126.8764984,37.3311538","127.3665079,37.2410978","126.9363373,37.3765661","127.3806183,37.5132013","127.2801967,37.6223382","127.0207348,37.5271049","127.2162336,37.5300619","127.3298874,37.6343136","126.8763208,37.674751","127.3298874,37.6343136","127.2801967,37.6223382","127.1866211,37.5803719","127.3298874,37.6343136","127.0856018,37.7632206","127.1209249,37.5673908","126.9384274,37.4293251","128.5265317,35.9107124","127.1070406,37.5273686","127.0635571,37.7249349","127.1311062,37.7906584","127.1324391,37.4771391","127.2801967,37.6223382","127.2592572,37.4534134","127.1384541,37.8121938","127.1321267,37.648971","127.3298874,37.6343136","128.5377424,35.9403846","127.2801967,37.6223382","127.2184999,37.5284413","127.2801967,37.6223382","127.1384541,37.8121938","127.2592572,37.4534134","128.5377424,35.9403846"
"127.3700001,37.6342663","127.0609581,37.3960134","128.5010326,34.8957542","129.193392,35.5664355","127.1837122,34.809965","127.107687,37.5279827","126.7586089,35.1512306","127.1106467,37.4217856","127.1366026,37.5664252","126.8770457,37.6747233","127.4447548,34.8810972","126.8770457,37.6747233","127.1252476,37.469317","127.3161494,37.3755634","126.9533452,37.3776158","126.7586089,35.1512306","127.1548172,37.420505","127.121483,37.5678703","128.5066498,35.2638575","126.8766117,37.3308244","127.3670119,37.2410487","126.9369346,37.3767366","127.3810697,37.5125221","127.285809,37.6272176","127.0208788,37.5272424","127.2167846,37.5298099","127.3304605,37.6344613","126.8770457,37.6747233","127.3304605,37.6344613","127.285809,37.6272176","127.1870239,37.5804658","127.3304605,37.6344613","127.0850449,37.7637459","127.121483,37.5678703","126.9389876,37.429079","128.5268115,35.9117828","127.107687,37.5279827","127.0637452,37.7251735","127.1312018,37.7908408","127.1326814,37.4773111","127.285809,37.6272176","127.2597624,37.4531341","127.1387671,37.8125408","127.1321666,37.6498454","127.3304605,37.6344613","128.5381622,35.9412077","127.285809,37.6272176","127.2188125,37.5280833","127.285809,37.6272176","127.1387671,37.8125408","127.2597624,37.4531341","128.5381622,35.9412077"
"127.3704522,37.6343263","127.0612877,37.3960525","128.5006566,34.8954291","129.1933309,35.5664138","127.1833491,34.8097233","127.1078806,37.5281826","126.7585474,35.151232","127.1108428,37.4218908","127.1370447,37.56656","126.8780749,37.6746377","127.4432058,34.8803192","126.8780749,37.6746377","127.1252464,37.4693485","127.3161602,37.3753039","126.9534761,37.3776354","126.7585474,35.151232","127.1564141,37.4187637","127.1217874,37.5681327","128.5062537,35.2639167","126.8770708,37.3294955","127.3675036,37.2410268","126.9377188,37.3769927","127.3812478,37.5122537","127.2865994,37.6278365","127.0215694,37.5280889","127.2172577,37.5295082","127.3311176,37.6345984","126.8774712,37.6745534","127.3311176,37.6345984","127.2865994,37.6278365","127.188825,37.5809492","127.3311176,37.6345984","127.0845152,37.7642569","127.1217874,37.5681327","126.9407883,37.4282853","128.5269457,35.9123073","127.1078806,37.5281826","127.064021,37.725554","127.1314529,37.7915103","127.1333447,37.4778819","127.2865994,37.6278365","127.2601247,37.4529698","127.1396969,37.8133729","127.1322079,37.6504314","127.3311176,37.6345984","128.5386618,35.9419408","127.2865994,37.6278365","127.2192367,37.5275327","127.2865994,37.6278365","127.1396969,37.8133729","127.2601247,37.4529698","128.5386618,35.9419408"
"127.3711264,37.6343983","127.0626154,37.3962097","128.500423,34.8952119","129.1932242,35.5663766","127.1825606,34.8091982","127.1081024,37.5284114","126.7583629,35.1512336","127.1112048,37.4220416","127.1370979,37.5665745","126.8815329,37.6743062","127.4416142,34.8794699","126.8815329,37.6743062","127.1252383,37.4698253","127.3161652,37.374645","126.9537953,37.3776936","126.7583629,35.1512336","127.1566243,37.4185299","127.1229242,37.5690512","128.5058115,35.2639826","126.8774995,37.3282908","127.368135,37.2409986","126.9382189,37.3771844","127.3812977,37.5121771","127.287173,37.6281989","127.0219778,37.5286395","127.2175267,37.5293133","127.331794,37.6347093","126.877847,37.6744995","127.331794,37.6347093","127.287173,37.6281989","127.1890693,37.5810282","127.331794,37.6347093","127.0836118,37.7652172","127.1229242,37.5690512","126.9426424,37.4274612","128.5270497,35.9127166","127.1081024,37.5284114","127.064158,37.7257916","127.1315858,37.7919587","127.1338748,37.4784298","127.287173,37.6281989","127.2606749,37.4527447","127.1402731,37.8137974","127.1323722,37.6511313","127.331794,37.6347093","128.5393125,35.9427745","127.287173,37.6281989","127.2194999,37.5270583","127.287173,37.6281989","127.1402731,37.8137974","127.2606749,37.4527447","128.5393125,35.9427745"
"127.3715945,37.6344303","127.0632824,37.3963312","128.5003865,34.8951788","129.1928996,35.5662648","127.1821614,34.8089429","127.1081418,37.5284521","126.758241,35.1512346","127.1114599,37.4221146","127.137574,37.5667076","126.8833339,37.6741299","127.4403662,34.8787515","126.8833339,37.6741299","127.125253,37.4700471","127.3161348,37.3741573","126.9547297,37.3779683","126.758241,35.1512346","127.1575846,37.4175835","127.1237613,37.5696884","128.5050533,35.2640124","126.8780749,37.3265416","127.3707295,37.2408446","126.9391567,37.3775881","127.3813363,37.5121167","127.287621,37.6284656","127.0221338,37.5288492","127.2178922,37.5290185","127.3324239,37.6347868","126.8786032,37.6743818","127.3324239,37.6347868","127.287621,37.6284656","127.1896472,37.5812163","127.3324239,37.6347868","127.0822129,37.7670402","127.1237613,37.5696884","126.9434407,37.4271053","128.527249,35.9138166","127.1081418,37.5284521","127.064223,37.7259387","127.1317051,37.7924196","127.1341636,37.4788011","127.287621,37.6284656","127.2607995,37.4526936","127.1405618,37.8140101","127.1325209,37.6515554","127.3324239,37.6347868","128.5396619,35.943133","127.287621,37.6284656","127.2196778,37.5267027","127.287621,37.6284656","127.1405618,37.8140101","127.2607995,37.4526936","128.5396619,35.943133"
"127.3716307,37.6344313","127.0634969,37.3963707","128.5001932,34.8949406","129.1913614,35.5657329","127.1816618,34.8086458","127.108439,37.5287595","126.7574648,35.151238","127.1118628,37.4222132","127.1379213,37.5667745","126.8847785,37.6740032","127.4394299,34.8781964","126.8847785,37.6740032","127.1253114,37.4703609","127.3162069,37.3737545","126.9549224,37.3780305","126.7574648,35.151238","127.158343,37.4168349","127.1244246,37.570189","128.5048795,35.2640093","126.8781548,37.3263076","127.3724942,37.2407122","126.9410233,37.378566","127.3815053,37.5118438","127.2879356,37.6286221","127.0229069,37.5298988","127.2182114,37.5287164","127.333122,37.6348383","126.8799184,37.6742643","127.333122,37.6348383","127.2879356,37.6286221","127.1903608,37.5814697","127.333122,37.6348383","127.0821924,37.7670671","127.1244246,37.570189","126.9462364,37.4259557","128.5273493,35.9145496","127.108439,37.5287595","127.0643249,37.726168","127.1318448,37.7931087","127.1342255,37.4788806","127.2879356,37.6286221","127.2614832,37.4524453","127.1414386,37.81454","127.1328596,37.6525209","127.333122,37.6348383","128.5399869,35.9434827","127.2879356,37.6286221","127.219801,37.5264407","127.2879356,37.6286221","127.1414386,37.81454","127.2614832,37.4524453","128.5399869,35.9434827"
"127.372262,37.634441","127.064238,37.3965691","128.5001294,34.8948284","129.1897703,35.5651521","127.1809985,34.8082825","127.1086968,37.5290254","126.7564734,35.1512427","127.1121497,37.4222502","127.1384033,37.5668463","126.886743,37.6738124","127.4377882,34.8771577","126.886743,37.6738124","127.1253224,37.4704349","127.316273,37.37354","126.9618695,37.380944","126.7564734,35.1512427","127.1585189,37.4166659","127.125,37.5706163","128.5040302,35.263955","126.8783746,37.325658","127.3730039,37.2406785","126.9417108,37.3789216","127.3820725,37.5109304","127.2879877,37.6286484","127.0237148,37.5309936","127.2184999,37.5284413","127.3333384,37.6348476","126.8800138,37.674254","127.3333384,37.6348476","127.2879877,37.6286484","127.1907238,37.5816166","127.3333384,37.6348476","127.0803396,37.7700439","127.125,37.5706163","126.9472456,37.4255061","128.5273989,35.9152993","127.1086968,37.5290254","127.0643528,37.7262492","127.1318479,37.79317","127.1347643,37.4797025","127.2879877,37.6286484","127.2620965,37.4522617","127.1419508,37.8148093","127.1331211,37.6533005","127.3333384,37.6348476","128.5402999,35.9437577","127.2879877,37.6286484","127.2199594,37.525838","127.2879877,37.6286484","127.1419508,37.8148093","127.2620965,37.4522617","128.5402999,35.9437577"
"127.3729477,37.634412","127.0649662,37.3968431","128.5000712,34.8947206","129.1885115,35.5645828","127.1800436,34.8078219","127.1090322,37.5293825","126.7562615,35.1512441","127.112335,37.4222626","127.1387791,37.5668826","126.8868463,37.6738021","127.436327,34.8762101","126.8868463,37.6738021","127.125341,37.4705584","127.316341,37.3734329","126.962499,37.3812083","126.7562615,35.1512441","127.1590701,37.4162304","127.1250203,37.5706325","128.5021867,35.2637909","126.8788624,37.324258","127.3749997,37.2405968","126.9421906,37.379106","127.3823583,37.5105242","127.2887991,37.6290536","127.0237856,37.5310868","127.2188125,37.5280833","127.3338496,37.634869","126.8815186,37.6741177","127.3338496,37.634869","127.2887991,37.6290536","127.1912269,37.5818415","127.3338496,37.634869","127.0789126,37.7726067","127.1250203,37.5706325","126.9483521,37.4250408","128.5274886,35.9166662","127.1090322,37.5293825","127.0643717,37.7263133","127.1318789,37.7937866","127.1349928,37.480172","127.2887991,37.6290536","127.2624292,37.452184","127.142003,37.8148365","127.1334345,37.654347","127.3338496,37.634869","128.5407369,35.9441082","127.2887991,37.6290536","127.2200311,37.5254272","127.2887991,37.6290536","127.142003,37.8148365","127.2624292,37.452184","128.5407369,35.9441082"
"127.3732935,37.6343817","127.0661872,37.3973018","128.4999995,34.894586","129.1878101,35.564177","127.1791224,34.8074163","127.1093594,37.5297874","126.7559014,35.1512491","127.1150062,37.4221316","127.1391482,37.5668945","126.8885028,37.6736944","127.435264,34.8754917","126.8885028,37.6736944","127.1255567,37.4712901","127.3164611,37.3732771","126.9630656,37.3814317","126.7559014,35.1512491","127.1597404,37.4157005","127.125141,37.5707276","128.5003242,35.2635908","126.8794118,37.3227826","127.3795278,37.2404366","126.9427156,37.3792896","127.3825952,37.5102378","127.288824,37.6290636","127.0241256,37.5315397","127.2192367,37.5275327","127.3347121,37.6348775","126.8833155,37.6738928","127.3347121,37.6348775","127.288824,37.6290636","127.1916292,37.5820472","127.3347121,37.6348775","127.0785382,37.7733507","127.125141,37.5707276","126.9525192,37.4233223","128.5275637,35.9175022","127.1093594,37.5297874","127.0643995,37.7264126","127.1318841,37.7938767","127.1352052,37.4806945","127.288824,37.6290636","127.2627098,37.4521179","127.1427954,37.8151976","127.1336385,37.6552823","127.3347121,37.6348775","128.5411624,35.9444318","127.288824,37.6290636","127.2201202,37.5249271","127.288824,37.6290636","127.1427954,37.8151976","127.2627098,37.4521179","128.5411624,35.9444318"
