0,1,2,3,4,5,6,7,8,9,10,11,12,13
"127.4485097,37.6484887","127.1755017,36.5731988",,"127.4472732,37.3796399","127.2702119,37.2010393","127.274745,37.3861831","128.2396618,36.3781498","128.536274,36.071","128.5353874,36.0584212","126.9873107,37.3196118","127.0867612,37.4031849","127.4326875,36.5579082","126.9873107,37.3196118","127.26116,37.4505968"
"127.4486537,37.6484743","127.1755629,36.5724588",,"127.4488782,37.3796758","127.2704688,37.2021621","127.2821815,37.3837913","128.239724,36.3785911","128.5364746,36.0719854","128.5355885,36.0589433","126.9885746,37.3192982","127.0881259,37.4038413","127.4326829,36.5579767","126.9885746,37.3192982","127.2618085,37.4503845"
"127.4490392,37.6484501","127.1756229,36.5719992",,"127.4511451,37.3797408","127.2706555,37.203392","127.2824834,37.3836945","128.2397875,36.3790577","128.5365364,36.0722914","128.5356281,36.0590863","126.9893719,37.3190609","127.0883141,37.4039267","127.432675,36.5581326","126.9893719,37.3190609","127.2623767,37.4502009"
"127.4496989,37.6484162","127.1757142,36.5715478",,"127.4525898,37.3797423","127.2707403,37.2040691","127.283778,37.3832633","128.2397997,36.3791721","128.5366867,36.0730825","128.5356911,36.0593147","126.990088,37.3188062","127.0890016,37.4042374","127.4326569,36.5583237","126.990088,37.3188062","127.2626868,37.4500996"
"127.4501252,37.6484227","127.1760322,36.5703596",,"127.4539408,37.3797004","127.2707634,37.2042512","127.284306,37.3830984","128.2399736,36.380105","128.5368617,36.0739745","128.5357609,36.0596423","126.9902011,37.3187662","127.0892992,37.4043718","127.4325245,36.5590016","126.9902011,37.3187662","127.2651901,37.4493213"
"127.4505537,37.6484345","127.1762571,36.5697616",,"127.4551065,37.3796414","127.2708089,37.2048679","127.2859262,37.3825939","128.2400747,36.3806579","128.5369775,36.0749282","128.5358282,36.060115","126.9911188,37.3184204","127.0901495,37.4046731","127.4324583,36.5592603","126.9911188,37.3184204","127.2658069,37.449127"
"127.4508665,37.6484545","127.1765806,36.5690846",,"127.4573092,37.379443","127.270877,37.20581","127.2867707,37.3823376","128.2402624,36.3817575","128.5369937,36.0757448","128.5358448,36.0604557","126.9919834,37.3180735","127.090745,37.4048762","127.4320571,36.5605844","126.9919834,37.3180735","127.2675655,37.4485806"
"127.4512814,37.6485025","127.1769063,36.5684499",,"127.457769,37.3793999","127.2708981,37.206295","127.2873732,37.3821836","128.2404,36.3829827","128.5369248,36.0766659","128.5358558,36.0607846","126.9931209,37.3175862","127.0921447,37.4053416","127.431991,36.5608007","126.9931209,37.3175862","127.2692822,37.4480477"
"127.4517937,37.6485775","127.1772078,36.5679666",,"127.4590533,37.379285","127.2708962,37.2069088","127.2878253,37.3820691","128.240437,36.3835991","128.5368168,36.0772411","128.5358327,36.062074","126.9972105,37.3156188","127.0937329,37.4058456","127.431564,36.5622014","126.9972105,37.3156188","127.2699363,37.4478281"
"127.4523865,37.6486832","127.177463,36.5676049",,"127.4613012,37.3790784","127.2708676,37.2081599","127.2885827,37.381892","128.2404728,36.3840812","128.5361875,36.0803163","128.5357875,36.0635331","126.9973826,37.3155384","127.0952882,37.4063791","127.4314217,36.5626602","126.9973826,37.3155384","127.2702023,37.4477439"
"127.4526789,37.6487482","127.1776159,36.5673871",,"127.4621303,37.379002","127.2708617,37.20826","127.2889714,37.3818115","128.2405926,36.3856653","128.5357915,36.082304","128.5357373,36.0659749","126.9980064,37.3152436","127.0996887,37.4077624","127.4308355,36.5645485","126.9980064,37.3152436","127.2736662,37.4466536"
"127.4527923,37.6487744","127.1779496,36.5669571",,"127.4627425,37.3789473","127.2708558,37.2083429","127.2891466,37.3817749","128.2408632,36.3889118","128.5355873,36.0833326","128.5357496,36.066916","126.9985352,37.3149745","127.1007747,37.4081627","127.4307257,36.5649145","126.9985352,37.3149745","127.2741302,37.446494"
"127.4529374,37.6488078","127.1782753,36.5665668",,"127.4629278,37.3789302","127.2707762,37.2093442","127.2908043,37.3815579","128.2409624,36.3906746","128.5352839,36.0848363","128.5358098,36.067863","126.9988545,37.3148127","127.1013506,37.4084422","127.4304824,36.5657013","126.9988545,37.3148127","127.2749722,37.4462036"
"127.4530802,37.6488448","127.1787468,36.5660578",,"127.4658443,37.3786661","127.2707169,37.2099381","127.2924566,37.3812579","128.2409123,36.3916242","128.5347875,36.0873018","128.5358364,36.0682829","126.9992192,37.3146267","127.101602,37.4085639","127.4304107,36.5659312","126.9992192,37.3146267","127.275709,37.4459148"
"127.4536741,37.6489992","127.1792574,36.5655624",,"127.468204,37.3784405","127.2706212,37.2106428","127.2934116,37.3810469","128.2408369,36.392491","128.534515,36.0886312","128.5358893,36.0686782","126.9999992,37.314247","127.1020537,37.4088277","127.4299299,36.5674779","126.9999992,37.314247","127.2764537,37.4456349"
"127.4547463,37.6492754","127.1798103,36.5650816",,"127.4703332,37.3782571","127.2703153,37.21229","127.2935936,37.3810057","128.2407115,36.3931409","128.5342409,36.0900066","128.5359239,36.0689412","127.0010171,37.313742","127.1024511,37.4091021","127.4298996,36.5675743","127.0010171,37.313742","127.2765228,37.4456062"
"127.4555443,37.6494496","127.1804247,36.5646082",,"127.4715204,37.3781348","127.2703015,37.2123666","127.2940254,37.3809064","128.2404624,36.3941494","128.5340754,36.0908555","128.536012,36.0696499","127.0022117,37.3131494","127.1025963,37.409218","127.4293997,36.5692166","127.0022117,37.3131494","127.2766337,37.4455605"
"127.456264,37.6495725","127.1814705,36.5638357",,"127.4723935,37.3780521","127.2700585,37.2133379","127.2941067,37.3808876","128.2401475,36.3949248","128.5338308,36.0921044","128.536274,36.071","127.0042268,37.3121889","127.1028146,37.4093936","127.4292998,36.5696078","127.0042268,37.3121889","127.2781484,37.444863"
"127.4563196,37.6495815","127.1825994,36.5629849",,"127.4756173,37.3777482","127.2697804,37.2143586","127.2947533,37.3807157","128.2395114,36.396291","128.5336867,36.092725","128.5364746,36.0719854","127.0047996,37.3119163","127.1029755,37.409523","127.428675,36.5721659","127.0047996,37.3119163","127.2790235,37.4444491"
"127.456994,37.6496981","127.1836194,36.5622295",,"127.4765785,37.3776573","127.2690744,37.2163629","127.2952892,37.3805517","128.2392614,36.3967415","128.5336244,36.0931411","128.5365364,36.0722914","127.0056745,37.3115243","127.1031083,37.4096298","127.428275,36.5743644","127.0056745,37.3115243","127.2805498,37.4436407"
"127.4576458,37.6497803","127.1839681,36.5619564",,"127.4774031,37.3775818","127.2689064,37.2167637","127.2962638,37.380209","128.2390119,36.3971162","128.5335244,36.0939912","128.5366867,36.0730825","127.0060728,37.3113646","127.1032431,37.4097637","127.4279681,36.5763674","127.0060728,37.3113646","127.2807196,37.4435517"
"127.4581831,37.649831","127.1852246,36.5610113",,"127.4778459,37.3775386","127.2687543,37.2171014","127.2967126,37.3800539","128.2387742,36.3974576","128.5335283,36.0943681","128.5368617,36.0739745","127.0063104,37.3112691","127.1036422,37.4101616","127.4277555,36.5777583","127.0063104,37.3112691","127.282425,37.4425913"
"127.4586207,37.6498726","127.1856192,36.5607185",,"127.4781079,37.3775152","127.2682017,37.2183235","127.2970937,37.3798959","128.2385492,36.3977159","128.5335375,36.0953245","128.5369775,36.0749282","127.0065242,37.3111826","127.1042036,37.4108432","127.4276056,36.5790473","127.0065242,37.3111826","127.2829549,37.442275"
"127.4594176,37.6499369","127.1862088,36.5602819",,"127.4787212,37.3774576","127.2679999,37.2187171","127.2975449,37.3797038","128.2382183,36.3981029","128.5335466,36.0954272","128.5369937,36.0757448","127.0076369,37.3108411","127.1042978,37.4109751","127.4274786,36.5809819","127.0076369,37.3108411","127.2830885,37.4422005"
"127.4599367,37.6499659","127.1864475,36.5601103",,"127.4830281,37.3770653","127.2672642,37.220074","127.2981997,37.3794128","128.2381995,36.3981246","128.5336009,36.09601","128.5369248,36.0766659","127.0083998,37.3106577","127.1048699,37.4117783","127.4273743,36.5825739","127.0083998,37.3106577","127.2852048,37.4410109"
"127.4603256,37.6499831","127.1874035,36.559425",,"127.4849212,37.3769051","127.2669571,37.2206089","127.2983252,37.3793554","128.2378495,36.398491","128.5336009,36.0960136","128.5368168,36.0772411","127.0084879,37.3106427","127.1049944,37.4119527","127.4273627,36.5830301","127.0084879,37.3106427","127.2867277,37.4401628"
"127.4605614,37.649994","127.1885322,36.5585733",,"127.4865274,37.376762","127.2662334,37.2217153","127.2994075,37.3788533","128.237499,36.3988078","128.5337438,36.0969139","128.5361875,36.0803163","127.0093499,37.3104994","127.1052165,37.4122644","127.427339,36.5833329","127.0093499,37.3104994","127.2877898,37.4395274"
"127.4619999,37.6500576","127.1888796,36.5583137",,"127.4878308,37.3766765","127.2660431,37.2220097","127.3004855,37.3782656","128.2370997,36.3991583","128.5337741,36.0971075","128.5357915,36.082304","127.0100624,37.3104329","127.1062901,37.4137706","127.4273343,36.5834844","127.0100624,37.3104329","127.2882882,37.4391885"
"127.4733756,37.6506727","127.1913318,36.5565224",,"127.4895601,37.3766821","127.2658834,37.2222563","127.3006382,37.3781821","128.2366745,36.3994746","128.5339392,36.0980094","128.5355873,36.0833326","127.0108493,37.310383","127.107192,37.4150355","127.4273535,36.5856525","127.0108493,37.310383","127.2891977,37.4385375"
"127.4738256,37.6506927","127.191631,36.5563032",,"127.4899057,37.376683","127.2658359,37.2223238","127.3007264,37.3781353","128.2361493,36.399833","128.5342241,36.0995747","128.5352839,36.0848363","127.011725,37.3103911","127.1079927,37.4162253","127.4273655,36.5860573","127.011725,37.3103911","127.2901347,37.4377784"
"127.4758491,37.6508022","127.1919225,36.5560606",,"127.4918213,37.3766895","127.265777,37.2224067","127.3008972,37.3780419","128.2361282,36.3998458","128.5342499,36.0996746","128.5347875,36.0873018","127.0126995,37.3104582","127.1082684,37.4166661","127.4273423,36.5869345","127.0126995,37.3104582","127.29075,37.4372576"
"127.4764352,37.6508266","127.1923901,36.555648",,"127.492804,37.3766922","127.2652313,37.2231763","127.3009187,37.3780284","128.2356991,36.4001081","128.5346264,36.1015375","128.534515,36.0886312","127.0130232,37.3105001","127.1085421,37.4172709","127.4273319,36.5873302","127.0130232,37.3105001","127.2915095,37.4364883"
"127.4771924,37.6508718","127.1930821,36.5549944",,"127.4949399,37.3766996","127.2651951,37.2232276","127.3009549,37.378005","128.234575,36.4006911","128.5348368,36.1026698","128.5342409,36.0900066","127.0133998,37.3105494","127.1086012,37.4174207","127.4271946,36.5882984","127.0133998,37.3105494","127.2921125,37.4358764"
"127.4772922,37.6508827","127.1935702,36.5544971",,"127.4973536,37.3767141","127.2643247,37.2243806","127.3011111,37.3779061","128.2338499,36.4010246","128.5348846,36.1029263","128.5340754,36.0908555","127.0141246,37.3106741","127.1086938,37.4176608","127.4270038,36.5890212","127.0141246,37.3106741","127.2922374,37.4356999"
"127.4775881,37.6509152","127.1939137,36.5540977",,"127.5,37.3767024","127.2636638,37.2252022","127.3015783,37.3776095","128.232674,36.4015664","128.5350495,36.1038075","128.5338308,36.0921044","127.0147995,37.3108409","127.1088176,37.4179785","127.426783,36.5896657","127.0147995,37.3108409","127.2932311,37.4344353"
"127.4782954,37.6509937","127.1940776,36.5539034",,"127.5001209,37.3767024","127.2628082,37.2263038","127.3019031,37.3774027","128.2319492,36.4019332","128.5354105,36.1055867","128.5336867,36.092725","127.0148411,37.3108528","127.1088743,37.4181571","127.4267572,36.5897405","127.0148411,37.3108528","127.293677,37.4338276"
"127.4790164,37.6511038","127.1944706,36.5534122",,"127.5014153,37.3767105","127.2620228,37.2272875","127.3033457,37.3764307","128.2314867,36.4021993","128.5354545,36.1058018","128.5336244,36.0931411","127.0158369,37.3111327","127.1089299,37.4183322","127.4265847,36.5901253","127.0158369,37.3111327","127.2942215,37.433093"
"127.479599,37.6512166","127.1948829,36.5528435",,"127.5026814,37.376715","127.2610642,37.2284889","127.3038549,37.3760827","128.2309491,36.4025497","128.5355602,36.1063256","128.5335244,36.0939912","127.0163743,37.3112837","127.1089475,37.4184152","127.4263147,36.5906787","127.0163743,37.3112837","127.2943147,37.4329301"
"127.480235,37.6513591","127.1954888,36.5519102",,"127.5035613,37.3767447","127.2593913,37.2306156","127.3044431,37.3757285","128.2301493,36.4031243","128.5362792,36.110058","128.5335283,36.0943681","127.0166367,37.3113577","127.108952,37.4184332","127.425924,36.591332","127.0166367,37.3113577","127.2946861,37.4322772"
"127.4804005,37.6513961","127.1956441,36.5516519",,"127.5041204,37.3767762","127.2593698,37.2306426","127.3053278,37.3751883","128.2295749,36.4035993","128.5368837,36.1131937","128.5335375,36.0953245","127.0183489,37.3118497","127.1090194,37.4187282","127.4256262,36.591788","127.0183489,37.3118497","127.2948838,37.4319116"
"127.4807201,37.6514755","127.1960392,36.5509118",,"127.5051313,37.376878","127.2590258,37.2310782","127.3060584,37.3748064","128.229274,36.4038581","128.5370703,36.1139521","128.5335466,36.0954272","127.0191341,37.3120683","127.1090591,37.4189005","127.4252702,36.5922358","127.0191341,37.3120683","127.2950247,37.4316414"
"127.4813289,37.651627","127.1963977,36.5503682",,"127.5069204,37.3770934","127.2577637,37.2326765","127.3069506,37.3743914","128.2286995,36.4044413","128.5371772,36.1143884","128.5336009,36.09601","127.0196309,37.3122064","127.1090658,37.4189284","127.4243994,36.5933333","127.0196309,37.3122064","127.2951452,37.4313703"
"127.4824511,37.6519634","127.1970726,36.5495",,"127.5080839,37.3772772","127.2571581,37.2334405","127.307732,37.3740339","128.2286521,36.4044975","128.5371772,36.1143902","128.5336009,36.0960136","127.021893,37.3128393","127.1091732,37.4195607","127.4243545,36.5935109","127.021893,37.3128393","127.295242,37.4311235"
"127.4830043,37.6521861","127.1977459,36.5487598",,"127.5098911,37.3776727","127.2557669,37.2351963","127.3084375,37.3737367","128.2283245,36.4048826","128.5374217,36.114984","128.5337438,36.0969139","127.022107,37.3128988","127.1092279,37.4199106","127.4241239,36.5937992","127.022107,37.3128988","127.2954388,37.4306569"
"127.4835733,37.6524151","127.1980891,36.5484217",,"127.510762,37.3778548","127.2541498,37.2374176","127.3086105,37.3736739","128.2279123,36.405408","128.5374917,36.1151529","128.5337741,36.0971075","127.0229902,37.3131421","127.1092866,37.4201505","127.4231624,36.5950075","127.0229902,37.3131421","127.2955116,37.4304849"
"127.4837853,37.6525116","127.1985331,36.5480388",,"127.5125467,37.3781304","127.2540819,37.2375112","127.3095454,37.3733392","128.2273366,36.4062247","128.5377831,36.1156823","128.5339392,36.0980094","127.0233958,37.3132537","127.1093431,37.4203589","127.4227492,36.595641","127.0233958,37.3132537","127.2955674,37.4303272"
"127.4845119,37.6528415","127.1992201,36.5474897",,"127.5128595,37.3781628","127.2540037,37.2376256","127.3105175,37.373019","128.2268373,36.4069832","128.5400866,36.1192333","128.5342241,36.0995747","127.0240024,37.3133418","127.1094011,37.4205133","127.4225499,36.5959411","127.0240024,37.3133418","127.2959615,37.4292075"
"127.4853246,37.6532409","127.1999729,36.5469768",,"127.513308,37.3782096","127.2538315,37.2378776","127.3111991,37.3728118","128.2266239,36.4073","128.5403119,36.1197244","128.5342499,36.0996746","127.0246554,37.3134075","127.1095815,37.4208221","127.4220368,36.5969495","127.0246554,37.3134075","127.2966125,37.4271409"
"127.4860649,37.6536782","127.2000861,36.5469014",,"127.5138072,37.3782547","127.2534893,37.2384195","127.3122671,37.3725467","128.2260745,36.408066","128.5405989,36.1205072","128.5346264,36.1015375","127.025171,37.3134357","127.1099025,37.4212351","127.4216996,36.5976579","127.025171,37.3134357","127.2972873,37.4250238"
"127.4861555,37.653735","127.2012618,36.5462345",,"127.5144206,37.3782933","127.2534053,37.2385744","127.3126705,37.3724518","128.226047,36.4081022","128.5406714,36.1207806","128.5348368,36.1026698","127.0258007,37.3134301","127.1101849,37.4214857","127.4214496,36.5982662","127.0258007,37.3134301","127.297521,37.4242743"
"127.4869468,37.654229","127.2016133,36.5460668",,"127.5150169,37.378323","127.2527599,37.2397674","127.3139485,37.3721996","128.2258365,36.4083749","128.5410369,36.1227076","128.5348846,36.1029263","127.026171,37.3134091","127.1104721,37.4216805","127.4211615,36.5990576","127.026171,37.3134091","127.2977617,37.4234661"
"127.4875271,37.6546437","127.2023105,36.5457647",,"127.5157692,37.3783481","127.2526998,37.2398935","127.3145824,37.3720889","128.2254118,36.4088832","128.5410949,36.1229749","128.5350495,36.1038075","127.027105,37.3133065","127.1106467,37.4217856","127.4208371,36.6002996","127.027105,37.3133065","127.297993,37.4227707"
